rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,2,commodities,CLF,2026-04-13,INVERSE_BUY,BUY,SHORT,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,103.589996,103.580002,105.037753,100.694482,102.142239,100.694482,99.246725,97.798968,96.351211,0.965171,1.447757,97.596425,97.314625,103.589999,82.8133,0.005542,-0.461402,41.2565,1431.0,2922.65,71.43,14.29,STRONG BULL,6859,710455.23,9998.72,0.0,2,7,2026-04-13T09:50:00-04:00,100.694482,TP2,19791.78,0.0,19791.78,2.7858,1.9794
BEST,2,2,commodities,CLF,2026-04-07,INVERSE_BUY,BUY,SHORT,2026-04-07T14:55:00-04:00,2026-04-07T15:00:00-04:00,115.120003,115.099998,116.035433,113.289142,114.204573,113.289142,112.373712,111.458282,110.542852,0.610287,0.91543,114.285081,114.232307,115.065125,59.6118,-0.099177,-0.327968,26.6474,1964.0,3382.7,85.71,0.0,STRONG BULL,8688,999988.79,8127.05,0.0,3,4,2026-04-07T15:15:00-04:00,113.289142,TP2,15732.71,0.0,15732.71,1.5733,1.9358
BEST,3,2,equity,LT_NS,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T09:15:00+05:30,2026-04-13T09:20:00+05:30,3850.800049,3849.0,3826.802817,3898.794512,3874.797281,3898.794512,3922.791744,3946.788976,3970.786207,15.998154,23.997232,3935.319963,3943.795843,3847.700033,15.0746,-5.491912,0.51824,22.7728,0.0,53920.4,14.29,57.14,STRONG BEAR,259,996891.0,5749.07,0.0,2,2,2026-04-13T09:25:00+05:30,3898.794512,TP2,12896.78,0.0,12896.78,1.2937,2.2433
BEST,4,2,commodities,CLF,2026-03-30,INVERSE_SELL,SELL,LONG,2026-03-30T11:40:00-04:00,2026-03-30T11:45:00-04:00,101.529999,101.540001,100.872264,102.845469,102.187734,102.845469,103.503204,104.160939,104.818674,0.43849,0.657735,102.075535,102.096368,102.124457,42.1444,0.021893,0.084693,13.0405,2423.0,2776.1,0.0,71.43,STRONG BEAR,9848,999965.93,6575.88,0.0,2,3,2026-03-30T11:55:00-04:00,102.845469,TP2,12856.25,0.0,12856.25,1.2857,1.9551
BEST,5,2,commodities,CLF,2026-04-10,INVERSE_SELL,SELL,LONG,2026-04-10T10:20:00-04:00,2026-04-10T10:25:00-04:00,97.57,97.57,96.823244,99.063511,98.316755,99.063511,99.810267,100.557023,101.303778,0.497837,0.746756,98.060367,98.110425,98.223927,41.8138,0.018069,0.132344,16.6204,1474.0,1576.1,0.0,71.43,STRONG BEAR,10249,999994.93,7653.5,0.0,1,6,2026-04-10T10:50:00-04:00,98.760002,OPPOSITE_SIGNAL,12196.33,0.0,12196.33,1.2196,1.5936
BEST,6,2,commodities,CLF,2026-04-08,INVERSE_SELL,SELL,LONG,2026-04-08T14:00:00-04:00,2026-04-08T14:05:00-04:00,94.360001,94.309998,93.462819,96.154364,95.257182,96.154364,97.051546,97.948728,98.845909,0.598121,0.897182,95.05744,95.150217,94.644368,39.5555,-0.206495,-0.262584,17.2764,4967.0,2746.65,14.29,71.43,STRONG BEAR,10603,999968.9,8982.64,0.0,1,12,2026-04-08T15:00:00-04:00,95.43,OPPOSITE_SIGNAL,11875.38,0.0,11875.38,1.1876,1.322
BEST,7,2,commodities,NGF,2026-04-13,INVERSE_BUY,BUY,SHORT,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,2.707,2.708,2.722323,2.676355,2.691677,2.676355,2.661032,2.64571,2.630387,0.010215,0.015323,2.656143,2.651452,2.703667,79.3713,0.002064,-0.002516,21.6926,1073.0,1540.3,71.43,0.0,STRONG BULL,369276,999999.39,5289.01,0.0,2,6,2026-04-13T09:45:00-04:00,2.676355,TP2,11685.79,0.0,11685.79,1.1686,2.2094
BEST,8,2,commodities,NGF,2026-03-31,INVERSE_BUY,BUY,SHORT,2026-03-31T12:30:00-04:00,2026-03-31T12:35:00-04:00,2.93,2.929,2.946816,2.896368,2.913184,2.896368,2.879552,2.862736,2.845919,0.011211,0.016816,2.915309,2.914003,2.929735,60.8405,0.000123,-0.002253,24.6318,1204.0,1103.4,85.71,0.0,STRONG BULL,341413,999998.64,6082.72,0.0,3,2,2026-03-31T12:40:00-04:00,2.896368,TP2,11141.06,0.0,11141.06,1.1141,1.8316
BEST,9,2,commodities,SIF,2026-04-09,INVERSE_BUY,BUY,SHORT,2026-04-09T09:35:00-04:00,2026-04-09T09:40:00-04:00,75.269997,75.275002,75.684104,74.441781,74.855889,74.441781,74.027673,73.613566,73.199458,0.276072,0.414108,74.674413,74.623718,74.93844,64.2911,-0.057747,-0.221498,34.2505,670.0,288.9,100.0,0.0,STRONG BULL,13284,999953.12,5434.52,0.0,2,12,2026-04-09T10:35:00-04:00,74.441781,TP2,11068.51,0.0,11068.51,1.1069,2.0367
BEST,10,2,commodities,CLF,2026-04-08,INVERSE_BUY,BUY,SHORT,2026-04-08T13:55:00-04:00,2026-04-08T14:00:00-04:00,95.32,95.309998,96.165041,93.629917,94.474958,93.629917,92.784875,91.939834,91.094792,0.563361,0.845042,95.231799,95.229239,94.643502,49.08,-0.150098,-0.276607,17.3417,1930.0,2580.1,42.86,28.57,MILD BULL,10492,999992.49,8971.12,0.0,1,2,2026-04-08T14:05:00-04:00,94.309998,OPPOSITE_SIGNAL,10492.0,0.0,10492.0,1.0492,1.1695
