date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,7,6,20142.97,0.0,20142.97,2.0143,1020142.97,0.0,0.0
2026-03-31,13,5,8,-20630.8,0.0,-20630.8,-2.0223,999512.17,-20630.8,-2.0223
2026-04-01,54,24,30,-35074.76,0.0,-35074.76,-3.5092,964437.41,-55705.56,-5.4606
2026-04-02,36,16,20,-14051.13,0.0,-14051.13,-1.4569,950386.28,-69756.69,-6.8379
2026-04-06,56,34,22,59554.62,0.0,59554.62,6.2664,1009940.9,-10202.07,-1.0001
2026-04-07,76,45,31,77774.12,0.0,77774.12,7.7009,1087715.02,0.0,0.0
2026-04-08,48,32,16,38507.11,0.0,38507.11,3.5402,1126222.13,0.0,0.0
2026-04-09,56,26,30,-35387.5,0.0,-35387.5,-3.1421,1090834.63,-35387.5,-3.1421
2026-04-10,73,37,36,-884.35,0.0,-884.35,-0.0811,1089950.28,-36271.85,-3.2207
2026-04-13,54,26,28,70386.03,0.0,70386.03,6.4577,1160336.31,0.0,0.0
2026-04-14,9,7,2,14695.43,0.0,14695.43,1.2665,1175031.74,0.0,0.0
2026-04-15,70,36,34,-28788.35,0.0,-28788.35,-2.45,1146243.39,-28788.35,-2.45
2026-04-16,66,26,40,-28983.07,0.0,-28983.07,-2.5285,1117260.32,-57771.42,-4.9166
2026-04-17,69,40,29,24166.02,0.0,24166.02,2.163,1141426.34,-33605.4,-2.86
2026-04-20,25,14,11,24602.41,0.0,24602.41,2.1554,1166028.75,-9002.99,-0.7662
2026-04-21,52,20,32,-51540.23,0.0,-51540.23,-4.4202,1114488.52,-60543.22,-5.1525
2026-04-22,63,31,32,-40533.66,0.0,-40533.66,-3.637,1073954.86,-101076.88,-8.6021
2026-04-23,66,35,31,32648.56,0.0,32648.56,3.04,1106603.42,-68428.32,-5.8235
2026-04-24,52,24,28,-12882.05,0.0,-12882.05,-1.1641,1093721.37,-81310.37,-6.9198
2026-04-27,59,35,24,27239.07,0.0,27239.07,2.4905,1120960.44,-54071.3,-4.6017
2026-04-28,54,26,28,12831.2,0.0,12831.2,1.1447,1133791.64,-41240.1,-3.5097
2026-04-29,20,7,13,-26638.75,0.0,-26638.75,-2.3495,1107152.89,-67878.85,-5.7768
