trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-03-30T12:00:00-04:00,2026-03-30,commodities,CLF,13984.14,1013984.14,0.0,0.0
2,2026-03-30T12:05:00-04:00,2026-03-30,commodities,CLF,-7036.34,1006947.8,-7036.34,-0.6939
3,2026-03-30T12:25:00-04:00,2026-03-30,commodities,NGF,6599.53,1013547.33,-436.81,-0.0431
4,2026-03-30T12:25:00-04:00,2026-03-30,commodities,SIF,4426.1,1017973.43,0.0,0.0
5,2026-03-30T13:05:00-04:00,2026-03-30,commodities,GCF,4316.36,1022289.79,0.0,0.0
6,2026-03-30T13:05:00-04:00,2026-03-30,commodities,HGF,2448.79,1024738.58,0.0,0.0
7,2026-03-30T13:10:00-04:00,2026-03-30,commodities,GCF,-2683.76,1022054.82,-2683.76,-0.2619
8,2026-03-30T13:10:00-04:00,2026-03-30,commodities,SIF,-4672.59,1017382.23,-7356.35,-0.7179
9,2026-03-30T13:15:00-04:00,2026-03-30,commodities,HGF,-1737.75,1015644.48,-9094.1,-0.8875
10,2026-03-30T13:45:00-04:00,2026-03-30,commodities,NGF,6293.71,1021938.19,-2800.39,-0.2733
11,2026-03-30T14:25:00-04:00,2026-03-30,commodities,NGF,-4395.45,1017542.74,-7195.84,-0.7022
12,2026-03-30T14:50:00-04:00,2026-03-30,commodities,CLF,7613.57,1025156.31,0.0,0.0
13,2026-03-30T15:05:00-04:00,2026-03-30,commodities,CLF,-5013.34,1020142.97,-5013.34,-0.489
14,2026-03-31T09:50:00-04:00,2026-03-31,commodities,CLF,-6369.86,1013773.11,-11383.2,-1.1104
15,2026-03-31T09:50:00-04:00,2026-03-31,commodities,GCF,-4175.56,1009597.55,-15558.76,-1.5177
16,2026-03-31T10:00:00-04:00,2026-03-31,commodities,HGF,-2393.12,1007204.43,-17951.88,-1.7511
17,2026-03-31T10:00:00-04:00,2026-03-31,commodities,SIF,-8253.45,998950.98,-26205.33,-2.5562
18,2026-03-31T11:10:00-04:00,2026-03-31,commodities,NGF,-6552.14,992398.84,-32757.47,-3.1954
19,2026-03-31T12:10:00-04:00,2026-03-31,commodities,CLF,-7518.54,984880.3,-40276.01,-3.9288
20,2026-03-31T12:40:00-04:00,2026-03-31,commodities,NGF,16882.3,1001762.6,-23393.71,-2.282
21,2026-03-31T13:00:00-04:00,2026-03-31,commodities,CLF,-9999.59,991763.01,-33393.3,-3.2574
22,2026-03-31T14:10:00-04:00,2026-03-31,commodities,NGF,4842.6,996605.61,-28550.7,-2.785
23,2026-03-31T14:15:00-04:00,2026-03-31,commodities,NGF,4130.85,1000736.46,-24419.85,-2.3821
24,2026-03-31T15:20:00-04:00,2026-03-31,commodities,CLF,956.02,1001692.48,-23463.83,-2.2888
25,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,1728.31,1003420.79,-21735.52,-2.1202
26,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,-0.0,1003420.79,-21735.52,-2.1202
27,2026-04-01T09:35:00-04:00,2026-04-01,commodities,CLF,-9999.35,993421.44,-31734.87,-3.0956
28,2026-04-01T09:50:00-04:00,2026-04-01,commodities,NGF,-7059.64,986361.8,-38794.51,-3.7843
29,2026-04-01T10:00:00-04:00,2026-04-01,commodities,HGF,-2203.95,984157.85,-40998.46,-3.9992
30,2026-04-01T10:45:00-04:00,2026-04-01,commodities,SIF,7144.44,991302.29,-33854.02,-3.3023
31,2026-04-01T11:00:00+05:30,2026-04-01,derivatives,CNXAUTO,-4604.19,986698.1,-38458.21,-3.7514
32,2026-04-01T11:00:00+05:30,2026-04-01,derivatives,CNXFMCG,-4018.86,982679.24,-42477.07,-4.1435
33,2026-04-01T11:05:00-04:00,2026-04-01,commodities,SIF,-5348.33,977330.91,-47825.4,-4.6652
34,2026-04-01T11:10:00+05:30,2026-04-01,equity,RELIANCE_NS,2187.0,979517.91,-45638.4,-4.4518
35,2026-04-01T11:20:00-04:00,2026-04-01,commodities,HGF,-2422.81,977095.1,-48061.21,-4.6882
36,2026-04-01T11:55:00+05:30,2026-04-01,equity,HDFCBANK_NS,3950.07,981045.17,-44111.14,-4.3029
37,2026-04-01T11:55:00+05:30,2026-04-01,equity,SBIN_NS,-4487.84,976557.33,-48598.98,-4.7406
38,2026-04-01T12:05:00+05:30,2026-04-01,derivatives,CNXIT,3793.32,980350.65,-44805.66,-4.3706
39,2026-04-01T12:05:00+05:30,2026-04-01,equity,HDFCBANK_NS,5241.63,985592.28,-39564.03,-3.8593
40,2026-04-01T12:05:00+05:30,2026-04-01,equity,INFY_NS,3870.0,989462.28,-35694.03,-3.4818
41,2026-04-01T12:05:00+05:30,2026-04-01,equity,RELIANCE_NS,-3591.59,985870.69,-39285.62,-3.8322
42,2026-04-01T12:10:00+05:30,2026-04-01,equity,TCS_NS,1550.42,987421.11,-37735.2,-3.6809
43,2026-04-01T12:10:00-04:00,2026-04-01,commodities,CLF,-8876.54,978544.57,-46611.74,-4.5468
44,2026-04-01T12:20:00+05:30,2026-04-01,equity,TCS_NS,1224.0,979768.57,-45387.74,-4.4274
45,2026-04-01T12:25:00+05:30,2026-04-01,equity,TCS_NS,-3414.02,976354.55,-48801.76,-4.7604
46,2026-04-01T12:30:00+05:30,2026-04-01,equity,INFY_NS,6322.16,982676.71,-42479.6,-4.1437
47,2026-04-01T12:35:00+05:30,2026-04-01,derivatives,CNXIT,5032.5,987709.21,-37447.1,-3.6528
48,2026-04-01T12:35:00+05:30,2026-04-01,equity,ICICIBANK_NS,902.08,988611.29,-36545.02,-3.5648
49,2026-04-01T12:45:00+05:30,2026-04-01,derivatives,NSEBANK,-3166.57,985444.72,-39711.59,-3.8737
50,2026-04-01T12:45:00+05:30,2026-04-01,equity,LT_NS,-4404.09,981040.63,-44115.68,-4.3033
51,2026-04-01T12:50:00+05:30,2026-04-01,equity,ICICIBANK_NS,1968.02,983008.65,-42147.66,-4.1113
52,2026-04-01T13:05:00+05:30,2026-04-01,derivatives,CNXIT,-3044.38,979964.27,-45192.04,-4.4083
53,2026-04-01T13:05:00+05:30,2026-04-01,equity,INFY_NS,-3711.83,976252.44,-48903.87,-4.7704
54,2026-04-01T13:10:00+05:30,2026-04-01,derivatives,CNXAUTO,-3157.79,973094.65,-52061.66,-5.0784
55,2026-04-01T13:10:00+05:30,2026-04-01,equity,ICICIBANK_NS,-3046.76,970047.89,-55108.42,-5.3756
56,2026-04-01T13:35:00+05:30,2026-04-01,derivatives,NSEI,3504.5,973552.39,-51603.92,-5.0338
57,2026-04-01T13:35:00+05:30,2026-04-01,equity,KOTAKBANK_NS,4452.82,978005.21,-47151.1,-4.5994
58,2026-04-01T13:40:00+05:30,2026-04-01,derivatives,NSEI,-2034.45,975970.76,-49185.55,-4.7979
59,2026-04-01T13:40:00+05:30,2026-04-01,equity,ITC_NS,2215.18,978185.94,-46970.37,-4.5818
60,2026-04-01T13:40:00+05:30,2026-04-01,equity,ITC_NS,-2408.52,975777.42,-49378.89,-4.8167
61,2026-04-01T13:40:00+05:30,2026-04-01,equity,KOTAKBANK_NS,-3589.24,972188.18,-52968.13,-5.1668
62,2026-04-01T13:40:00+05:30,2026-04-01,equity,RELIANCE_NS,-2982.35,969205.83,-55950.48,-5.4578
63,2026-04-01T13:45:00+05:30,2026-04-01,derivatives,CNXFMCG,6487.93,975693.76,-49462.55,-4.8249
64,2026-04-01T13:45:00-04:00,2026-04-01,commodities,CLF,-6166.63,969527.13,-55629.18,-5.4264
65,2026-04-01T14:00:00-04:00,2026-04-01,commodities,GCF,-1819.4,967707.73,-57448.58,-5.6039
66,2026-04-01T14:15:00+05:30,2026-04-01,derivatives,CNXAUTO,-3461.51,964246.22,-60910.09,-5.9415
67,2026-04-01T14:15:00-04:00,2026-04-01,commodities,HGF,-1571.01,962675.21,-62481.1,-6.0948
68,2026-04-01T14:15:00-04:00,2026-04-01,commodities,SIF,-3074.9,959600.31,-65556.0,-6.3947
69,2026-04-01T14:30:00+05:30,2026-04-01,derivatives,NSEBANK,3273.71,962874.02,-62282.29,-6.0754
70,2026-04-01T14:35:00+05:30,2026-04-01,derivatives,NSEBANK,1385.07,964259.09,-60897.22,-5.9403
71,2026-04-01T14:35:00+05:30,2026-04-01,equity,LT_NS,-4850.73,959408.36,-65747.95,-6.4135
72,2026-04-01T14:40:00+05:30,2026-04-01,derivatives,NSEBANK,-3014.29,956394.07,-68762.24,-6.7075
73,2026-04-01T14:45:00+05:30,2026-04-01,equity,HDFCBANK_NS,3543.08,959937.15,-65219.16,-6.3619
74,2026-04-01T14:50:00-04:00,2026-04-01,commodities,NGF,3900.69,963837.84,-61318.47,-5.9814
75,2026-04-01T15:05:00+05:30,2026-04-01,equity,HDFCBANK_NS,-3710.11,960127.73,-65028.58,-6.3433
76,2026-04-01T15:20:00+05:30,2026-04-01,derivatives,CNXFMCG,3225.55,963353.28,-61803.03,-6.0286
77,2026-04-01T15:20:00+05:30,2026-04-01,equity,ICICIBANK_NS,1815.06,965168.34,-59987.97,-5.8516
78,2026-04-01T15:20:00+05:30,2026-04-01,equity,SBIN_NS,-3764.15,961404.19,-63752.12,-6.2188
79,2026-04-01T15:20:00-04:00,2026-04-01,commodities,CLF,4093.89,965498.08,-59658.23,-5.8194
80,2026-04-01T15:20:00-04:00,2026-04-01,commodities,NGF,2847.95,968346.03,-56810.28,-5.5416
81,2026-04-02T11:15:00+05:30,2026-04-02,equity,TCS_NS,2649.56,970995.59,-54160.72,-5.2832
82,2026-04-02T11:15:00-04:00,2026-04-02,commodities,GCF,2098.78,973094.37,-52061.94,-5.0784
83,2026-04-02T11:25:00-04:00,2026-04-02,commodities,SIF,6475.21,979569.58,-45586.73,-4.4468
84,2026-04-02T11:30:00+05:30,2026-04-02,derivatives,CNXIT,-4035.53,975534.05,-49622.26,-4.8405
85,2026-04-02T11:55:00+05:30,2026-04-02,equity,INFY_NS,4171.04,979705.09,-45451.22,-4.4336
86,2026-04-02T12:00:00-04:00,2026-04-02,commodities,HGF,4187.44,983892.53,-41263.78,-4.0251
