market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,38,32,54.29,-16203.29,-231.48,10043.0,-9999.87,0.9231
commodities,GCF,59,32,27,54.24,-11180.24,-189.5,3447.73,-5452.76,0.8278
commodities,HGF,53,27,26,50.94,7753.2,146.29,5719.87,-3117.76,1.1815
commodities,NGF,71,45,26,63.38,67644.8,952.74,7410.62,-7059.64,1.6154
commodities,SIF,68,40,28,58.82,47536.84,699.07,7418.78,-8253.45,1.4576
derivatives,CNXAUTO,43,19,24,44.19,-13335.98,-310.14,5171.01,-4604.19,0.7689
derivatives,CNXFMCG,56,28,28,50.0,2414.68,43.12,4356.43,-4018.86,1.0472
derivatives,CNXIT,53,29,24,54.72,-1367.34,-25.8,4044.01,-5578.19,0.9789
derivatives,NSEBANK,50,32,18,64.0,5087.56,101.75,4863.26,-4307.31,1.1204
derivatives,NSEI,49,25,24,51.02,4420.89,90.22,3864.16,-2864.83,1.1144
equity,BHARTIARTL_NS,57,33,24,57.89,11555.41,202.73,5150.66,-4840.88,1.1748
equity,HDFCBANK_NS,46,23,23,50.0,-13066.32,-284.05,5233.11,-6681.43,0.8265
equity,ICICIBANK_NS,52,34,18,65.38,2778.19,53.43,4980.0,-6311.21,1.0435
equity,INFY_NS,53,32,21,60.38,27133.72,511.96,5822.56,-6402.99,1.3625
equity,ITC_NS,57,31,26,54.39,4205.96,73.79,4192.01,-3809.03,1.0845
equity,KOTAKBANK_NS,41,15,26,36.59,-34609.56,-844.14,6934.74,-4725.98,0.5483
equity,LT_NS,58,33,25,56.9,-232.23,-4.0,6681.5,-5976.29,0.9971
equity,RELIANCE_NS,55,29,26,52.73,-8802.71,-160.05,5505.23,-6108.46,0.8806
equity,SBIN_NS,49,24,25,48.98,-21331.42,-435.34,5777.22,-5883.29,0.7267
equity,TCS_NS,44,22,22,50.0,-11004.48,-250.1,4792.01,-6312.9,0.8367
