date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,8,5,14859.83,0.0,14859.83,1.486,1014859.83,0.0,0.0
2026-03-31,13,7,6,-3401.41,0.0,-3401.41,-0.3352,1011458.42,-3401.41,-0.3352
2026-04-01,54,24,30,-45571.13,0.0,-45571.13,-4.5055,965887.29,-48972.54,-4.8255
2026-04-02,36,17,19,-8331.97,0.0,-8331.97,-0.8626,957555.32,-57304.51,-5.6465
2026-04-06,56,36,20,71124.58,0.0,71124.58,7.4277,1028679.9,0.0,0.0
2026-04-07,76,46,30,28780.78,0.0,28780.78,2.7978,1057460.68,0.0,0.0
2026-04-08,48,32,16,41071.66,0.0,41071.66,3.884,1098532.34,0.0,0.0
2026-04-09,56,29,27,-26084.55,0.0,-26084.55,-2.3745,1072447.79,-26084.55,-2.3745
2026-04-10,73,38,35,-11467.47,0.0,-11467.47,-1.0693,1060980.32,-37552.02,-3.4184
2026-04-13,54,28,26,11730.83,0.0,11730.83,1.1057,1072711.15,-25821.19,-2.3505
2026-04-14,9,7,2,7993.78,0.0,7993.78,0.7452,1080704.93,-17827.41,-1.6228
2026-04-15,70,40,30,-3275.55,0.0,-3275.55,-0.3031,1077429.38,-21102.96,-1.921
2026-04-16,66,30,36,-24783.01,0.0,-24783.01,-2.3002,1052646.37,-45885.97,-4.177
2026-04-17,69,43,26,30118.88,0.0,30118.88,2.8613,1082765.25,-15767.09,-1.4353
2026-04-20,25,17,8,39262.12,0.0,39262.12,3.6261,1122027.37,0.0,0.0
2026-04-21,52,25,27,-40231.89,0.0,-40231.89,-3.5856,1081795.48,-40231.89,-3.5856
2026-04-22,63,32,31,-36345.68,0.0,-36345.68,-3.3598,1045449.8,-76577.57,-6.8249
2026-04-23,66,38,28,13000.5,0.0,13000.5,1.2435,1058450.3,-63577.07,-5.6663
2026-04-24,52,24,28,-16055.86,0.0,-16055.86,-1.5169,1042394.44,-79632.93,-7.0972
2026-04-27,59,35,24,19755.85,0.0,19755.85,1.8952,1062150.29,-59877.08,-5.3365
2026-04-28,54,27,27,6761.47,0.0,6761.47,0.6366,1068911.76,-53115.61,-4.7339
2026-04-29,20,8,12,-19514.08,0.0,-19514.08,-1.8256,1049397.68,-72629.69,-6.4731
