date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,7,6,19015.08,0.0,19015.08,1.9015,1019015.08,0.0,0.0
2026-03-31,13,5,8,-22463.42,0.0,-22463.42,-2.2044,996551.66,-22463.42,-2.2044
2026-04-01,54,24,30,-36096.52,0.0,-36096.52,-3.6221,960455.14,-58559.94,-5.7467
2026-04-02,36,16,20,-14051.13,0.0,-14051.13,-1.463,946404.01,-72611.07,-7.1256
2026-04-06,56,34,22,59554.62,0.0,59554.62,6.2927,1005958.63,-13056.45,-1.2813
2026-04-07,76,45,31,60775.56,0.0,60775.56,6.0416,1066734.19,0.0,0.0
2026-04-08,48,32,16,38507.11,0.0,38507.11,3.6098,1105241.3,0.0,0.0
2026-04-09,56,26,30,-34215.61,0.0,-34215.61,-3.0958,1071025.69,-34215.61,-3.0958
2026-04-10,73,37,36,-188.36,0.0,-188.36,-0.0176,1070837.33,-34403.97,-3.1128
2026-04-13,54,26,28,51731.13,0.0,51731.13,4.8309,1122568.46,0.0,0.0
2026-04-14,9,7,2,13318.82,0.0,13318.82,1.1865,1135887.28,0.0,0.0
2026-04-15,70,37,33,-18406.54,0.0,-18406.54,-1.6205,1117480.74,-18406.54,-1.6205
2026-04-16,66,26,40,-35482.51,0.0,-35482.51,-3.1752,1081998.23,-53889.05,-4.7442
2026-04-17,69,40,29,23531.08,0.0,23531.08,2.1748,1105529.31,-30357.97,-2.6726
2026-04-20,25,14,11,24602.41,0.0,24602.41,2.2254,1130131.72,-5755.56,-0.5067
2026-04-21,52,21,31,-54590.64,0.0,-54590.64,-4.8305,1075541.08,-60346.2,-5.3127
2026-04-22,63,31,32,-40533.66,0.0,-40533.66,-3.7687,1035007.42,-100879.86,-8.8812
2026-04-23,66,36,30,36645.72,0.0,36645.72,3.5406,1071653.14,-64234.14,-5.655
2026-04-24,52,24,28,-13853.48,0.0,-13853.48,-1.2927,1057799.66,-78087.62,-6.8746
2026-04-27,59,35,24,26111.42,0.0,26111.42,2.4685,1083911.08,-51976.2,-4.5758
2026-04-28,54,26,28,13555.03,0.0,13555.03,1.2506,1097466.11,-38421.17,-3.3825
2026-04-29,20,7,13,-26638.75,0.0,-26638.75,-2.4273,1070827.36,-65059.92,-5.7277
