date,status,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,total_pnl_usd,average_pnl_usd,max_profit_usd,max_loss_usd,ending_equity,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct,remarks
2021-05-13,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1000000.00,0,0,0.00,0.00,0.0000,
2021-05-14,TRADED,1,0,1,0,1,0,0,0,0,1,0,-44.74,-44.74,-44.74,-44.74,-891.92,-891.92,-891.92,-891.92,999108.08,0,1,44.74,891.92,0.0892,
2021-05-15,TRADED,3,0,0,3,1,2,0,0,2,1,0,1284.67,428.22,1093.45,-204.28,25921.61,8640.54,22120.00,-4088.46,1025029.70,2,1,204.28,4088.45,0.4092,
2021-05-16,TRADED,4,0,1,3,3,1,0,0,1,3,0,-67.35,-16.84,427.97,-204.32,-1375.36,-343.84,8858.16,-4199.90,1023654.34,1,3,495.32,10233.52,0.9984,
2021-05-17,TRADED,1,0,1,0,1,0,0,0,0,1,0,-114.57,-114.57,-114.57,-114.57,-2501.25,-2501.25,-2501.25,-2501.25,1021153.09,0,1,114.57,2501.25,0.2443,
2021-05-18,TRADED,1,0,1,0,0,1,0,0,1,0,0,1018.45,1018.45,1018.45,1018.45,22938.16,22938.16,22938.16,22938.16,1044091.25,1,0,0.00,0.00,0.0000,
2021-05-19,HELD,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1044091.25,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-05-20,TRADED,3,0,0,3,3,0,0,0,0,3,0,-236.08,-78.69,-7.72,-165.80,-6055.40,-2018.47,-195.98,-4230.92,1038035.85,0,3,236.08,6055.40,0.5800,
2021-05-21,TRADED,5,0,3,2,4,1,0,0,1,4,0,-297.09,-59.42,249.69,-201.67,-7263.40,-1452.68,6146.32,-4928.94,1030772.45,1,3,403.25,9888.70,0.9502,
2021-05-22,TRADED,1,0,1,0,1,0,0,0,0,1,0,-15.22,-15.22,-15.22,-15.22,-407.47,-407.47,-407.47,-407.47,1030364.98,0,1,15.22,407.47,0.0395,
2021-05-23,TRADED,4,0,1,3,3,1,0,0,1,3,0,414.64,103.66,691.53,-109.89,11082.09,2770.52,18454.85,-2918.13,1041447.08,1,3,276.89,7372.75,0.7155,
2021-05-24,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1041447.08,0,0,0.00,0.00,0.0000,
2021-05-25,TRADED,3,0,1,2,3,0,0,0,0,3,0,-211.99,-70.66,-14.88,-127.51,-5563.66,-1854.55,-389.60,-3357.73,1035883.41,0,3,211.99,5563.67,0.5342,
2021-05-26,TRADED,4,0,2,2,2,2,0,0,2,2,0,598.03,149.51,537.42,-184.43,15660.89,3915.22,14093.30,-4708.18,1051544.29,1,2,225.84,5773.03,0.5498,
2021-05-27,TRADED,6,0,3,3,4,2,0,0,2,4,0,136.77,22.79,475.09,-190.51,3520.48,586.75,12212.75,-4874.04,1055064.77,2,3,263.87,6771.83,0.6377,
2021-05-28,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1055064.77,0,0,0.00,0.00,0.0000,
2021-05-29,TRADED,3,0,3,0,3,0,0,0,0,3,0,-156.99,-52.33,-18.05,-77.75,-4329.44,-1443.15,-496.08,-2150.05,1050735.34,0,3,156.99,4329.43,0.4103,
2021-05-30,TRADED,2,0,0,2,2,0,0,0,0,2,0,-246.97,-123.48,-111.38,-135.59,-7101.65,-3550.82,-3203.50,-3898.15,1043633.69,0,2,246.97,7101.65,0.6759,
2021-05-31,TRADED,1,0,1,0,1,0,0,0,0,1,0,-160.87,-160.87,-160.87,-160.87,-4510.07,-4510.07,-4510.07,-4510.07,1039123.62,0,1,160.87,4510.07,0.4322,
2021-06-01,TRADED,4,0,3,1,4,0,0,0,1,3,0,-267.46,-66.87,43.95,-176.68,-7225.33,-1806.33,1196.97,-4772.35,1031898.28,1,3,311.41,8422.30,0.8096,
2021-06-02,TRADED,2,0,2,0,1,1,0,0,1,1,0,3.26,1.63,99.30,-96.04,104.98,52.49,2723.07,-2618.09,1032003.26,1,1,96.04,2618.09,0.2537,
2021-06-03,TRADED,4,0,2,2,3,1,0,0,1,3,0,571.76,142.94,808.78,-139.50,15152.51,3788.13,21487.51,-3722.05,1047155.77,1,3,237.02,6334.99,0.6139,
2021-06-04,TRADED,1,0,1,0,1,0,0,0,0,1,0,-71.15,-71.15,-71.15,-71.15,-1839.53,-1839.53,-1839.53,-1839.53,1045316.25,0,1,71.15,1839.52,0.1757,
2021-06-05,TRADED,1,0,0,1,1,0,0,0,1,0,0,28.12,28.12,28.12,28.12,755.09,755.09,755.09,755.09,1046071.34,1,0,0.00,0.00,0.0000,
2021-06-06,TRADED,10,0,5,5,8,2,0,0,3,7,0,-333.03,-33.30,120.67,-146.58,-9211.17,-921.12,3361.47,-4054.28,1036860.18,1,6,533.44,14779.06,1.4109,
2021-06-07,TRADED,5,0,3,2,4,1,0,0,1,4,0,485.44,97.09,694.47,-109.59,13493.53,2698.71,19262.84,-3018.59,1050353.71,1,4,209.03,5769.31,0.5564,
2021-06-08,TRADED,1,0,0,1,1,0,0,0,0,1,0,-66.57,-66.57,-66.57,-66.57,-2022.77,-2022.77,-2022.77,-2022.77,1048330.93,0,1,66.57,2022.78,0.1926,
2021-06-09,TRADED,3,0,3,0,3,0,0,0,0,3,0,-244.35,-81.45,-70.88,-88.42,-7427.83,-2475.94,-2153.19,-2688.53,1040903.10,0,3,244.35,7427.83,0.7085,
2021-06-10,TRADED,3,0,1,2,2,1,0,0,1,2,0,639.32,213.11,776.27,-72.44,17370.16,5790.05,21074.28,-1956.37,1058273.27,1,2,136.95,3704.11,0.3559,
2021-06-11,TRADED,8,0,4,4,7,1,0,0,1,7,0,-217.64,-27.20,415.32,-155.34,-5939.17,-742.40,11212.87,-4215.56,1052334.11,1,4,494.97,13410.17,1.2672,
2021-06-12,TRADED,4,0,2,2,4,0,0,0,1,3,0,-169.94,-42.48,7.85,-137.95,-4699.65,-1174.91,218.52,-3830.49,1047634.46,1,2,169.94,4699.65,0.4466,
2021-06-13,TRADED,6,0,3,3,5,1,0,0,1,5,0,288.30,48.05,744.59,-129.47,7996.24,1332.71,20810.40,-3641.29,1055630.71,1,5,456.29,12814.16,1.2232,
2021-06-14,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1055630.71,0,0,0.00,0.00,0.0000,
2021-06-15,TRADED,5,0,3,2,5,0,0,0,1,4,0,-177.90,-35.58,114.60,-149.80,-4420.61,-884.12,2869.12,-3744.12,1051210.09,1,4,292.50,7289.74,0.6887,
2021-06-16,TRADED,7,0,1,6,5,2,0,0,2,5,0,700.39,100.06,871.44,-124.11,17544.01,2506.29,21804.14,-3081.74,1068754.10,1,4,275.72,6865.21,0.6515,
2021-06-17,TRADED,3,0,2,1,3,0,0,0,0,3,0,-260.23,-86.74,-45.61,-145.32,-6682.71,-2227.57,-1172.09,-3724.16,1062071.39,0,3,260.23,6682.71,0.6253,
2021-06-18,TRADED,1,0,0,1,0,1,0,0,1,0,0,936.65,936.65,936.65,936.65,24745.04,24745.04,24745.04,24745.04,1086816.43,1,0,0.00,0.00,0.0000,
2021-06-19,TRADED,6,0,5,1,5,1,0,0,1,5,0,-433.42,-72.24,6.54,-177.51,-12091.10,-2015.18,182.63,-4944.09,1074725.34,1,3,433.42,12091.09,1.1125,
2021-06-20,TRADED,5,0,1,4,3,2,0,0,2,3,0,493.92,98.78,563.85,-175.44,13748.01,2749.60,15821.19,-5021.65,1088473.34,2,2,175.44,5021.65,0.4592,
2021-06-21,TRADED,1,0,1,0,1,0,0,0,0,1,0,-84.71,-84.71,-84.71,-84.71,-2411.32,-2411.32,-2411.32,-2411.32,1086062.02,0,1,84.71,2411.32,0.2215,
2021-06-22,TRADED,2,0,2,0,2,0,0,0,0,2,0,-159.49,-79.75,-59.01,-100.48,-4893.51,-2446.76,-1811.45,-3082.06,1081168.51,0,2,159.49,4893.51,0.4506,
2021-06-23,TRADED,3,0,2,1,3,0,0,0,0,3,0,-176.06,-58.69,-12.32,-142.71,-5226.85,-1742.28,-366.35,-4232.77,1075941.66,0,3,176.06,5226.85,0.4834,
2021-06-24,TRADED,4,0,1,3,4,0,0,0,0,4,0,-217.97,-54.49,-15.71,-76.99,-6523.45,-1630.86,-470.54,-2285.40,1069418.21,0,4,217.97,6523.45,0.6063,
2021-06-25,TRADED,3,0,1,2,3,0,0,0,0,3,0,-345.50,-115.17,-75.89,-163.14,-10067.40,-3355.80,-2204.78,-4758.69,1059350.81,0,3,345.50,10067.40,0.9414,
2021-06-26,TRADED,6,0,3,3,5,1,0,0,1,5,0,255.10,42.52,551.54,-115.14,8124.26,1354.04,17495.87,-3621.79,1067475.06,1,4,181.30,5749.83,0.5358,
2021-06-27,TRADED,3,0,1,2,3,0,0,0,0,3,0,-76.37,-25.46,-7.33,-39.16,-2325.57,-775.19,-223.89,-1192.86,1065149.49,0,3,76.37,2325.57,0.2179,
2021-06-28,TRADED,4,0,3,1,4,0,0,0,0,4,0,-393.07,-98.27,-11.52,-161.42,-11404.68,-2851.17,-336.72,-4658.79,1053744.82,0,4,393.07,11404.67,1.0707,
2021-06-29,TRADED,4,0,3,1,3,1,0,0,1,3,0,206.12,51.53,418.30,-141.21,5954.79,1488.70,12090.10,-4075.14,1059699.60,1,3,212.18,6135.31,0.5822,
2021-06-30,TRADED,1,0,1,0,1,0,0,0,0,1,0,-104.22,-104.22,-104.22,-104.22,-2907.56,-2907.56,-2907.56,-2907.56,1056792.04,0,1,104.22,2907.56,0.2744,
2021-07-01,TRADED,4,0,2,2,4,0,0,0,0,4,0,-529.17,-132.29,-101.98,-170.99,-15156.08,-3789.02,-2928.64,-4876.97,1041635.96,0,4,529.17,15156.08,1.4342,
2021-07-02,TRADED,8,0,5,3,8,0,0,0,0,8,0,-581.81,-72.73,-14.64,-159.31,-17348.60,-2168.57,-439.51,-4753.34,1024287.37,0,8,581.81,17348.59,1.6655,
2021-07-03,TRADED,2,0,2,0,1,1,0,0,1,1,0,628.81,314.40,753.68,-124.87,18752.58,9376.29,22483.19,-3730.61,1043039.95,1,1,124.87,3730.61,0.3642,
2021-07-04,TRADED,2,0,2,0,1,1,0,0,1,1,0,623.52,311.76,726.71,-103.19,18012.42,9006.21,21002.12,-2989.70,1061052.37,1,1,103.19,2989.69,0.2866,
2021-07-05,TRADED,3,0,1,2,2,1,0,0,1,2,0,-21.69,-7.23,79.23,-82.21,-627.27,-209.09,2245.58,-2325.20,1060425.12,1,1,82.21,2325.19,0.2191,
2021-07-06,TRADED,9,0,5,4,9,0,0,0,0,9,0,-483.63,-53.74,-5.23,-154.66,-14201.15,-1577.91,-153.19,-4520.32,1046223.96,0,9,483.63,14201.16,1.3392,
2021-07-07,TRADED,7,0,5,2,7,0,0,0,0,7,0,-296.39,-42.34,-0.42,-121.29,-8674.26,-1239.18,-12.15,-3562.32,1037549.71,0,7,296.39,8674.25,0.8291,
2021-07-08,HELD,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1037549.71,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-07-09,TRADED,7,0,4,3,5,2,0,0,3,4,0,828.12,118.30,817.79,-107.69,25069.27,3581.32,24783.65,-3293.42,1062618.99,1,2,199.24,6079.26,0.5835,
2021-07-10,TRADED,4,0,4,0,4,0,0,0,0,4,0,-304.47,-76.12,-3.39,-117.33,-9013.87,-2253.47,-100.58,-3478.40,1053605.12,0,4,304.47,9013.87,0.8483,
2021-07-11,TRADED,7,0,3,4,5,2,0,0,2,5,0,327.19,46.74,423.48,-154.54,9688.85,1384.12,12566.32,-4618.08,1063293.98,1,3,282.66,8423.73,0.7953,
2021-07-12,TRADED,1,0,0,1,0,1,0,0,1,0,0,337.70,337.70,337.70,337.70,9919.54,9919.54,9919.54,9919.54,1073213.52,1,0,0.00,0.00,0.0000,
2021-07-13,TRADED,5,0,2,3,4,1,0,0,1,4,0,173.60,34.72,404.72,-100.68,5288.72,1057.74,12247.68,-3025.62,1078502.23,1,4,231.12,6958.97,0.6484,
2021-07-14,TRADED,4,0,1,3,3,1,0,0,1,3,0,577.60,144.40,759.53,-78.46,17532.15,4383.04,23149.76,-2418.43,1096034.38,1,3,181.93,5617.61,0.5099,
2021-07-15,TRADED,4,0,2,2,3,1,0,0,1,3,0,500.87,125.22,718.81,-98.27,15447.35,3861.84,22124.19,-3010.31,1111481.74,1,3,217.94,6676.83,0.6092,
2021-07-16,TRADED,8,0,5,3,6,2,0,0,2,6,0,306.38,38.30,309.00,-137.14,9678.33,1209.79,9743.92,-4298.82,1121160.07,1,3,172.37,5409.07,0.4801,
2021-07-17,TRADED,7,0,3,4,6,1,0,0,2,5,0,-294.51,-42.07,101.31,-172.63,-9295.26,-1327.89,3203.36,-5432.77,1111864.81,1,4,335.72,10604.26,0.9447,
2021-07-18,TRADED,10,0,3,7,9,1,0,0,1,9,0,-306.94,-30.69,370.79,-167.63,-9678.80,-967.88,11676.91,-5280.74,1102186.01,1,7,484.77,15263.45,1.3728,
2021-07-19,TRADED,6,0,3,3,5,1,0,0,1,5,0,429.94,71.66,763.59,-137.59,13731.65,2288.61,24249.97,-4327.45,1115917.67,1,5,333.65,10518.31,0.9543,
2021-07-20,HELD,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1115917.67,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-07-21,TRADED,4,0,2,2,3,1,0,0,2,2,0,564.56,141.14,600.97,-35.02,18925.71,4731.43,20149.70,-1176.81,1134843.38,1,2,45.96,1543.93,0.1383,
2021-07-22,TRADED,5,0,3,2,4,1,0,0,1,4,0,245.52,49.10,472.14,-118.38,7649.92,1529.98,14721.80,-3671.98,1142493.30,1,3,118.38,3671.98,0.3204,
2021-07-23,TRADED,9,0,4,5,7,2,0,0,2,7,0,273.55,30.39,403.56,-130.70,8471.70,941.30,12420.57,-4013.29,1150965.00,1,7,390.84,12055.15,1.0477,
2021-07-24,TRADED,1,0,1,0,1,0,0,0,0,1,0,-152.73,-152.73,-152.73,-152.73,-4507.46,-4507.46,-4507.46,-4507.46,1146457.54,0,1,152.73,4507.46,0.3916,
2021-07-25,TRADED,7,0,4,3,6,1,0,0,1,6,0,-123.71,-17.67,244.04,-171.01,-3576.31,-510.90,7134.67,-4963.92,1142881.23,1,3,267.68,7789.43,0.6769,
2021-07-26,TRADED,1,0,1,0,0,1,0,0,1,0,0,460.59,460.59,460.59,460.59,13392.31,13392.31,13392.31,13392.31,1156273.54,1,0,0.00,0.00,0.0000,
2021-07-27,TRADED,3,0,1,2,3,0,0,0,0,3,0,-393.59,-131.20,-89.51,-175.89,-10440.78,-3480.26,-2378.13,-4671.13,1145832.76,0,3,393.59,10440.78,0.9030,
2021-07-28,TRADED,1,0,1,0,1,0,0,0,0,1,0,-123.37,-123.37,-123.37,-123.37,-3087.90,-3087.90,-3087.90,-3087.90,1142744.86,0,1,123.37,3087.90,0.2695,
2021-07-29,TRADED,12,0,7,5,11,1,0,0,1,11,0,-859.75,-71.65,180.92,-170.68,-21567.10,-1797.26,4528.61,-4294.66,1121177.76,1,6,859.75,21567.10,1.8873,
2021-07-30,TRADED,5,0,2,3,3,2,0,0,2,3,0,663.40,132.68,641.83,-149.88,16670.41,3334.08,16151.78,-3776.26,1137848.16,1,2,149.88,3776.26,0.3368,
2021-07-31,TRADED,3,0,0,3,3,0,0,0,0,3,0,-218.88,-72.96,-25.69,-116.79,-5281.58,-1760.53,-621.90,-2820.52,1132566.59,0,3,218.88,5281.57,0.4642,
2021-08-01,TRADED,8,0,5,3,6,2,0,0,2,6,0,454.12,56.77,643.83,-189.82,10892.33,1361.54,15415.87,-4535.70,1143458.92,1,5,552.53,13244.27,1.1573,
2021-08-02,HELD,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1143458.92,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-08-03,TRADED,1,0,0,1,1,0,0,0,0,1,0,-166.45,-166.45,-166.45,-166.45,-4222.25,-4222.25,-4222.25,-4222.25,1139236.66,0,1,166.45,4222.26,0.3693,
2021-08-04,TRADED,5,0,2,3,4,1,0,0,1,4,0,-71.51,-14.30,160.22,-141.47,-1854.81,-370.96,4199.45,-3690.41,1137381.86,1,4,231.73,6054.26,0.5314,
2021-08-05,TRADED,2,0,0,2,1,1,0,0,1,1,0,131.50,65.75,227.73,-96.23,3362.54,1681.27,5829.29,-2466.75,1140744.40,1,1,96.23,2466.75,0.2158,
2021-08-06,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1140744.40,0,0,0.00,0.00,0.0000,
2021-08-07,TRADED,3,0,3,0,2,1,0,0,2,1,0,256.01,85.34,418.29,-166.31,5870.60,1956.87,9603.91,-3826.53,1146614.99,1,1,166.31,3826.53,0.3354,
2021-08-08,TRADED,1,0,0,1,1,0,0,0,0,1,0,-49.50,-49.50,-49.50,-49.50,-1117.91,-1117.91,-1117.91,-1117.91,1145497.08,0,1,49.50,1117.91,0.0975,
2021-08-09,TRADED,2,0,0,2,2,0,0,0,0,2,0,-193.90,-96.95,-86.81,-107.09,-4401.24,-2200.62,-1980.13,-2421.11,1141095.85,0,2,193.90,4401.23,0.3842,
2021-08-10,TRADED,8,0,5,3,8,0,0,0,0,8,0,-590.53,-73.82,-10.87,-139.79,-12908.56,-1613.57,-239.11,-3070.78,1128187.29,0,8,590.53,12908.56,1.1312,
2021-08-11,TRADED,7,0,4,3,7,0,0,0,0,7,0,-726.13,-103.73,-10.53,-192.79,-15913.12,-2273.30,-231.00,-4211.23,1112274.18,0,7,726.13,15913.11,1.4105,
2021-08-12,TRADED,3,0,1,2,2,1,0,0,1,2,0,748.78,249.59,932.36,-103.69,16311.99,5437.33,20291.83,-2243.31,1128586.17,1,2,183.58,3979.84,0.3578,
2021-08-13,TRADED,1,0,1,0,0,1,0,0,1,0,0,343.75,343.75,343.75,343.75,7660.97,7660.97,7660.97,7660.97,1136247.14,1,0,0.00,0.00,0.0000,
2021-08-14,TRADED,4,0,0,4,3,1,0,0,1,3,0,256.98,64.25,687.78,-247.24,5439.87,1359.97,14608.70,-5266.43,1141687.01,1,2,331.20,7052.16,0.6207,
2021-08-15,TRADED,5,0,2,3,4,1,0,0,1,4,0,140.01,28.00,528.90,-185.25,2960.92,592.18,11273.75,-3922.01,1144647.93,1,2,197.23,4176.30,0.3658,
2021-08-16,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1144647.93,0,0,0.00,0.00,0.0000,
2021-08-17,TRADED,2,0,1,1,2,0,0,0,1,1,0,-56.74,-28.37,44.03,-100.77,-1224.09,-612.05,948.14,-2172.23,1143423.84,1,1,100.77,2172.23,0.1896,
2021-08-18,TRADED,4,0,3,1,4,0,0,0,0,4,0,-512.25,-128.06,-36.90,-218.50,-11280.34,-2820.09,-811.94,-4810.32,1132143.50,0,4,512.25,11280.34,0.9865,
2021-08-19,TRADED,4,0,1,3,2,2,0,0,2,2,0,1545.97,386.49,978.25,-119.12,34371.99,8593.00,21755.17,-2644.21,1166515.49,1,1,119.12,2644.21,0.2336,
