date,status,trades,gap_events,long_trades,short_trades,stop_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,remarks
2025-05-15,TRADED,8,0,4,4,8,0,0,1,7,0,-223.91,-27.99,650.41,-231.96,1,5,753.86,
2025-05-16,TRADED,17,0,11,6,17,0,0,2,15,0,-1433.98,-84.35,174.84,-373.30,1,13,1623.72,
2025-05-17,TRADED,13,0,5,8,13,0,0,1,12,0,-458.20,-35.25,173.54,-170.11,1,9,531.92,
2025-05-18,TRADED,10,0,6,4,10,0,0,1,9,0,19.82,1.98,601.30,-197.23,1,6,345.38,
2025-05-19,TRADED,2,0,1,1,2,0,0,2,0,0,400.93,200.46,305.15,95.78,2,0,0.00,
2025-05-20,TRADED,12,0,4,8,12,0,0,2,10,0,-1415.96,-118.00,506.85,-660.48,1,8,1922.81,
2025-05-21,TRADED,1,0,1,0,0,0,1,1,0,0,995.44,995.44,995.44,995.44,1,0,0.00,
