trade_id,report_date,entry_date,exit_date,signal_timestamp,entry_timestamp,direction,entry_price_points,entry_ma,exit_candle_timestamp,exit_timestamp,exit_price_points,exit_reason,exit_ma,points_pnl,quantity_btc,entry_notional_usd,exit_notional_usd,gross_pnl_usd,trade_return_pct,cumulative_pnl_usd,equity_after_trade,holding_days,remarks
T00001,2025-05-15,2025-05-15,2025-05-15,2025-05-15 00:00:00+00:00,2025-05-15 00:30:00+00:00,LONG,103788.54,103612.77,2025-05-15 01:00:00+00:00,2025-05-15 01:30:00+00:00,103611.10,stop_loss_ma_touch,103611.10,-177.44,9.63497511,1000000.00,998290.37,-1709.63,-0.1710,-1709.63,998290.37,0,
T00002,2025-05-15,2025-05-15,2025-05-15,2025-05-15 01:00:00+00:00,2025-05-15 01:30:00+00:00,SHORT,103500.02,103602.61,2025-05-15 15:30:00+00:00,2025-05-15 16:00:00+00:00,102860.57,stop_loss_ma_touch,102860.57,639.45,9.66183388,1000000.00,993821.74,6178.26,0.6178,4468.63,1004468.63,0,
T00003,2025-05-15,2025-05-15,2025-05-15,2025-05-15 15:30:00+00:00,2025-05-15 16:00:00+00:00,LONG,103286.86,102855.36,2025-05-15 18:30:00+00:00,2025-05-15 19:00:00+00:00,102902.17,stop_loss_ma_touch,102902.17,-384.69,9.68177365,1000000.00,996275.52,-3724.48,-0.3724,744.15,1000744.15,0,
T00004,2025-05-15,2025-05-15,2025-05-15,2025-05-15 18:30:00+00:00,2025-05-15 19:00:00+00:00,SHORT,102712.37,102884.90,2025-05-15 19:00:00+00:00,2025-05-15 19:30:00+00:00,102884.90,stop_loss_ma_touch,102884.90,-172.53,9.73592567,1000000.00,1001679.74,-1679.74,-0.1680,-935.59,999064.41,0,
T00005,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:00:00+00:00,2025-05-15 19:30:00+00:00,SHORT,102824.45,102869.80,2025-05-15 19:30:00+00:00,2025-05-15 20:00:00+00:00,102869.80,stop_loss_ma_touch,102869.80,-45.35,9.72531339,1000000.00,1000441.04,-441.04,-0.0441,-1376.63,998623.37,0,
T00006,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:30:00+00:00,2025-05-15 20:00:00+00:00,LONG,103179.60,102867.25,2025-05-15 21:00:00+00:00,2025-05-15 21:30:00+00:00,102862.36,stop_loss_ma_touch,102862.36,-317.24,9.69183831,1000000.00,996925.36,-3074.64,-0.3075,-4451.27,995548.73,0,
T00007,2025-05-15,2025-05-15,2025-05-15,2025-05-15 21:00:00+00:00,2025-05-15 21:30:00+00:00,LONG,103074.03,102852.26,2025-05-15 21:30:00+00:00,2025-05-15 22:00:00+00:00,102852.26,stop_loss_ma_touch,102852.26,-221.77,9.70176484,1000000.00,997848.44,-2151.56,-0.2152,-6602.83,993397.17,0,
T00008,2025-05-16,2025-05-15,2025-05-16,2025-05-15 21:30:00+00:00,2025-05-15 22:00:00+00:00,LONG,103323.25,102845.12,2025-05-16 08:00:00+00:00,2025-05-16 08:30:00+00:00,103240.07,stop_loss_ma_touch,103240.07,-83.18,9.67836378,1000000.00,999194.95,-805.05,-0.0805,-7407.88,992592.12,1,
T00009,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:00:00+00:00,2025-05-16 08:30:00+00:00,LONG,103292.31,103265.34,2025-05-16 08:30:00+00:00,2025-05-16 09:00:00+00:00,103265.34,stop_loss_ma_touch,103265.34,-26.97,9.68126282,1000000.00,999738.90,-261.10,-0.0261,-7668.98,992331.02,0,
T00010,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:30:00+00:00,2025-05-16 09:00:00+00:00,LONG,103427.69,103289.09,2025-05-16 13:00:00+00:00,2025-05-16 13:30:00+00:00,103544.05,stop_loss_ma_touch,103544.05,116.36,9.66859068,1000000.00,1001125.04,1125.04,0.1125,-6543.95,993456.05,0,
