market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,36,34,51.43,-1710.38,-24.43,1976.58,-999.62,0.9244
commodities,GCF,59,29,30,49.15,-1406.22,-23.83,456.84,-540.13,0.7973
commodities,HGF,53,24,29,45.28,-666.97,-12.58,590.47,-311.76,0.8643
commodities,NGF,71,40,31,56.34,7834.78,110.35,1168.56,-705.96,1.6142
commodities,SIF,68,39,29,57.35,5931.92,87.23,1106.52,-825.28,1.5476
derivatives,CNXAUTO,43,17,26,39.53,-1023.28,-23.8,849.71,-460.42,0.8112
derivatives,CNXFMCG,56,28,28,50.0,1939.25,34.63,728.41,-382.75,1.4535
derivatives,CNXIT,53,28,25,52.83,574.47,10.84,570.6,-522.96,1.0896
derivatives,NSEBANK,50,32,18,64.0,820.74,16.41,539.96,-226.7,1.3457
derivatives,NSEI,49,24,25,48.98,747.78,15.26,704.71,-266.49,1.1933
equity,BHARTIARTL_NS,57,32,25,56.14,2451.14,43.0,714.36,-460.26,1.3719
equity,HDFCBANK_NS,46,23,23,50.0,-1310.0,-28.48,696.48,-568.69,0.8214
equity,ICICIBANK_NS,52,33,19,63.46,1649.44,31.72,940.14,-559.82,1.2616
equity,INFY_NS,53,29,24,54.72,1342.82,25.34,631.4,-636.95,1.1569
equity,ITC_NS,57,30,27,52.63,544.19,9.55,839.26,-380.01,1.1019
equity,KOTAKBANK_NS,41,13,28,31.71,-4297.52,-104.82,741.0,-472.26,0.4802
equity,LT_NS,58,29,29,50.0,-1295.24,-22.33,1244.86,-583.05,0.8531
equity,RELIANCE_NS,55,25,30,45.45,-2830.2,-51.46,346.5,-605.93,0.6562
equity,SBIN_NS,49,23,26,46.94,-1794.91,-36.63,654.63,-584.16,0.7765
equity,TCS_NS,44,21,23,47.73,-1248.38,-28.37,693.27,-628.07,0.8215
