market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,36,34,51.43,-1042.5,-14.89,2308.88,-999.62,0.9539
commodities,GCF,59,28,31,47.46,-1847.04,-31.31,529.2,-540.13,0.7423
commodities,HGF,53,24,29,45.28,-687.05,-12.96,590.47,-311.76,0.8602
commodities,NGF,71,39,32,54.93,8518.43,119.98,2067.91,-705.96,1.6458
commodities,SIF,68,39,29,57.35,6613.62,97.26,1076.47,-825.28,1.6105
derivatives,CNXAUTO,43,17,26,39.53,-682.53,-15.87,1030.8,-460.42,0.8741
derivatives,CNXFMCG,56,27,29,48.21,1253.97,22.39,800.9,-382.75,1.2741
derivatives,CNXIT,53,28,25,52.83,654.25,12.34,648.6,-522.96,1.102
derivatives,NSEBANK,50,32,18,64.0,885.63,17.71,604.85,-226.7,1.3731
derivatives,NSEI,49,24,25,48.98,751.67,15.34,708.6,-266.49,1.1944
equity,BHARTIARTL_NS,57,32,25,56.14,2792.3,48.99,891.0,-460.26,1.4373
equity,HDFCBANK_NS,46,23,23,50.0,-696.47,-15.14,878.4,-568.69,0.8983
equity,ICICIBANK_NS,52,34,18,65.38,2244.29,43.16,1102.0,-559.82,1.3825
equity,INFY_NS,53,29,24,54.72,1422.5,26.84,631.4,-636.95,1.1663
equity,ITC_NS,57,30,27,52.63,350.93,6.16,646.0,-380.01,1.0657
equity,KOTAKBANK_NS,41,13,28,31.71,-4297.52,-104.82,741.0,-472.26,0.4802
equity,LT_NS,58,29,29,50.0,-678.97,-11.71,2010.0,-583.05,0.923
equity,RELIANCE_NS,55,25,30,45.45,-2940.12,-53.46,346.5,-605.93,0.6429
equity,SBIN_NS,49,23,26,46.94,-1717.23,-35.05,713.0,-584.16,0.7862
equity,TCS_NS,44,21,23,47.73,-1269.3,-28.85,640.0,-628.07,0.8185
