period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2021-05,20,0,3,0,69,0,27,42,52,17,0,0,11,6,0,3146.73,185.10,76926.36,4525.08,1076926.39,2021-05-15,1180.32,23884.91,2021-05-14,-1086.61,-21760.80,4,3,1086.61,21760.79,2.1761
2021-06,30,0,1,0,192,0,97,95,168,24,0,0,14,15,0,-851.64,-29.37,-32547.13,-1122.31,1044379.15,2021-06-10,1320.75,36124.48,2021-06-11,-1273.93,-34522.75,6,4,2522.82,72435.77,6.4859
2021-07,31,3,0,0,225,0,118,107,188,37,0,0,16,12,0,-158.05,-5.64,3379.81,120.71,1047758.99,2021-07-04,747.54,21760.32,2021-07-29,-1334.65,-33480.71,5,2,1765.64,44331.33,4.0848
2021-08,31,1,2,0,187,0,94,93,157,30,0,0,13,15,0,996.36,35.58,26323.09,940.11,1074082.07,2021-08-19,1416.15,31483.51,2021-08-28,-789.46,-16153.26,3,4,2132.43,43679.64,3.9078
2021-09,30,0,2,0,263,0,127,136,230,33,0,0,11,17,0,-5306.58,-189.52,-116057.65,-4144.92,958024.44,2021-09-28,957.14,22577.15,2021-09-09,-1652.76,-35741.19,3,6,7141.50,159363.02,14.8059
2021-10,31,0,2,0,268,0,138,130,230,38,0,0,12,17,0,-3464.79,-119.48,-64304.17,-2217.39,893720.34,2021-10-13,1934.68,34499.39,2021-10-30,-1908.27,-30928.92,3,6,5581.15,100082.98,10.3946
2021-11,30,0,2,0,213,1,102,111,182,30,1,0,14,14,0,3967.79,141.71,67718.97,2418.53,961439.30,2021-11-25,2565.51,44918.13,2021-11-13,-1582.14,-24728.36,5,5,2705.42,44198.00,4.9454
2021-12,31,0,1,0,260,0,142,118,224,36,0,0,14,16,0,2201.43,73.38,51530.38,1717.68,1012969.67,2021-12-15,1769.58,36987.80,2021-12-01,-1205.21,-20992.77,4,2,2855.48,51759.02,5.3835
2022-01,31,0,3,0,287,0,148,139,251,36,0,0,11,17,0,-2610.95,-93.25,-54612.07,-1950.43,958357.55,2022-01-17,1266.51,29538.07,2022-01-16,-1034.99,-23999.84,4,4,5228.95,118229.58,11.6716
2022-02,28,0,2,0,253,0,130,123,226,27,0,0,10,16,0,-4282.17,-164.70,-91748.62,-3528.79,866608.98,2022-02-04,1060.90,28474.54,2022-02-06,-1687.04,-40565.18,4,6,7164.68,168125.39,16.7653
2022-03,31,1,2,0,333,0,177,156,294,39,0,0,13,15,0,-2023.54,-72.27,-42067.50,-1502.41,824541.56,2022-03-16,1570.86,40071.92,2022-03-12,-1470.93,-37605.65,2,3,2526.15,58798.53,6.6564
2022-04,30,0,4,0,214,0,119,95,191,23,0,0,11,15,0,-3451.34,-132.74,-83333.56,-3205.14,741208.04,2022-04-30,826.15,21475.30,2022-04-07,-1440.66,-33117.11,4,7,6079.13,148951.20,17.7916
2022-05,31,0,0,0,240,0,134,106,203,37,0,0,19,12,0,2462.93,79.45,71807.39,2316.37,813015.43,2022-05-15,1366.54,45922.03,2022-05-26,-1095.13,-37044.29,7,4,1933.12,65693.05,7.6396
2022-06,30,0,1,0,166,0,72,94,142,24,0,0,13,16,0,1111.28,38.32,29612.46,1021.12,842627.94,2022-06-14,491.32,22027.06,2022-06-24,-370.51,-17721.07,3,4,1455.88,71154.66,7.9356
2022-07,31,1,1,0,208,0,110,98,179,29,0,0,12,17,0,-585.96,-20.21,-26583.00,-916.66,816044.92,2022-07-22,728.20,31541.62,2022-07-01,-782.48,-40420.96,4,5,1296.45,63935.33,7.5876
2022-08,31,1,0,0,268,0,126,142,231,37,0,0,11,19,0,-419.56,-13.99,-28518.87,-950.63,787526.10,2022-08-12,705.21,29174.10,2022-08-28,-391.70,-19586.97,4,4,1516.65,73515.12,8.5379
2022-09,30,1,0,0,243,0,139,104,209,34,0,0,15,14,0,1738.14,59.94,89954.75,3101.89,877480.90,2022-09-27,433.59,22787.63,2022-09-11,-385.57,-17866.01,3,3,490.16,24796.92,3.0714
2022-10,31,1,2,0,277,0,132,145,238,39,0,0,16,12,0,634.39,22.66,30447.42,1087.41,907928.26,2022-10-27,521.98,25224.72,2022-10-03,-449.59,-23422.81,4,3,861.44,43981.93,4.9297
2022-11,30,0,1,0,273,0,134,139,238,35,0,0,14,15,0,754.61,26.02,42788.23,1475.46,950716.55,2022-11-13,519.44,31010.01,2022-11-11,-369.21,-21453.11,4,6,802.70,39121.22,4.3088
2022-12,31,0,0,0,338,0,161,177,302,36,0,0,9,22,0,-883.28,-28.49,-53789.56,-1735.15,896926.94,2022-12-13,358.54,21012.02,2022-12-06,-244.54,-14405.89,4,11,1165.21,69347.76,7.1768
2023-01,31,0,2,0,265,0,140,125,231,34,0,0,15,14,0,-176.62,-6.09,-2982.60,-102.85,893944.38,2023-01-12,665.74,37482.83,2023-01-27,-726.26,-31552.30,3,3,1213.63,53522.11,5.7906
2023-02,28,1,0,0,195,0,86,109,163,32,0,0,18,9,0,3848.22,142.53,161896.13,5996.15,1055840.48,2023-02-09,954.40,41768.67,2023-02-01,-386.52,-16772.39,10,3,674.66,28773.57,2.8744
2023-03,31,0,2,0,240,1,123,117,213,26,1,0,13,16,0,276.48,9.53,16109.85,555.51,1071950.34,2023-03-17,583.18,23582.70,2023-03-15,-575.44,-23079.35,3,4,1468.34,54429.51,4.9704
2023-04,30,1,1,0,257,0,125,132,223,34,0,0,11,17,0,-376.28,-13.44,-13981.62,-499.34,1057968.75,2023-04-20,688.92,23840.91,2023-04-27,-594.13,-20503.77,4,4,1513.81,52963.93,4.7814
2023-05,31,0,0,0,241,1,127,114,212,28,1,0,13,18,0,-626.28,-20.20,-22577.64,-728.31,1035391.08,2023-05-08,579.92,20129.09,2023-05-09,-597.97,-21608.64,3,6,1437.98,50815.66,4.7327
2023-06,30,0,1,0,283,0,155,128,249,34,0,0,9,20,0,-1609.08,-55.49,-63091.54,-2175.57,972299.58,2023-06-28,515.85,16964.46,2023-06-25,-644.66,-21050.11,3,9,3071.91,111197.52,10.7326
2023-07,31,0,0,0,294,0,165,129,249,45,0,0,15,16,0,769.11,24.81,24296.83,783.77,996596.35,2023-07-24,807.89,27099.40,2023-07-26,-406.69,-13896.82,6,3,974.21,32374.72,3.1798
2023-08,31,0,1,0,271,0,139,132,228,43,0,0,16,14,0,740.70,24.69,24865.92,828.86,1021462.19,2023-08-08,449.78,15442.86,2023-08-26,-250.56,-9625.71,4,4,670.89,23058.04,2.2646
2023-09,30,1,0,0,337,0,157,180,299,38,0,0,10,19,0,-1202.09,-41.45,-45214.65,-1559.13,976247.58,2023-09-14,526.22,20139.63,2023-09-06,-508.65,-19786.75,2,3,1637.58,62043.54,6.0183
2023-10,31,1,0,0,268,0,135,133,232,36,0,0,13,17,0,-1327.69,-44.26,-34349.98,-1145.00,941897.62,2023-10-20,656.44,22921.17,2023-10-17,-581.42,-20529.32,4,7,2459.29,74540.28,7.3335
2023-11,30,0,0,0,296,0,154,142,256,40,0,0,11,19,0,-3059.39,-101.98,-84149.09,-2804.97,857748.53,2023-11-04,586.40,16870.36,2023-11-06,-639.44,-18270.69,4,6,3059.39,84149.09,8.9340
2023-12,31,0,1,0,235,0,119,116,196,39,0,0,16,14,0,-714.53,-23.82,-14089.30,-469.64,843659.18,2023-12-27,706.05,16585.48,2023-12-12,-991.38,-23796.43,4,2,2575.45,60132.92,6.7592
2024-01,31,0,0,0,314,0,156,158,280,34,0,0,9,22,0,-5557.52,-179.27,-129048.27,-4162.85,714610.79,2024-01-28,955.18,22749.38,2024-01-25,-1139.84,-28513.24,1,6,6186.63,144608.93,16.9748
2024-02,29,0,2,1,236,1,116,120,205,31,0,0,13,13,0,-1327.00,-51.04,-30431.72,-1170.45,684179.00,2024-02-26,1450.30,28077.87,2024-02-16,-1817.33,-34908.68,5,7,4411.45,89538.38,12.5297
2024-03,31,0,1,0,222,0,113,109,182,40,0,0,20,10,0,7491.74,249.72,109641.22,3654.71,793820.23,2024-03-24,1851.92,28551.86,2024-03-20,-1299.70,-20575.48,7,2,2094.31,32490.75,4.2553
2024-04,30,0,0,0,252,0,124,128,217,35,0,0,15,15,0,1020.94,34.03,10939.18,364.64,804759.38,2024-04-10,2417.73,34863.28,2024-04-26,-1676.84,-26065.99,3,5,5813.27,88632.65,10.1564
2024-05,31,1,0,0,232,1,123,109,198,34,0,0,12,18,0,4201.95,140.07,68617.22,2287.24,873376.60,2024-05-06,2346.25,36624.74,2024-05-12,-941.84,-15444.50,2,3,1768.44,26359.88,2.9878
2024-06,30,0,0,0,257,0,138,119,224,33,0,0,12,18,0,-1026.58,-34.22,-15362.11,-512.07,858014.45,2024-06-24,1334.21,20839.55,2024-06-19,-1253.05,-19224.71,3,4,2394.32,35208.32,4.0313
2024-07,31,1,2,0,204,0,110,94,168,36,0,0,14,14,0,7448.15,266.01,131705.70,4703.78,989720.13,2024-07-10,2034.00,35147.45,2024-07-31,-1747.75,-26349.15,5,9,4183.69,63743.74,6.1630
2024-08,31,0,1,0,221,0,118,103,188,33,0,0,15,15,0,3448.75,114.96,55699.45,1856.65,1045419.61,2024-08-11,1872.63,30858.65,2024-08-10,-1634.22,-26929.97,7,5,3999.74,64683.25,6.3977
2024-09,30,3,1,0,233,0,106,127,195,38,0,0,13,13,0,2255.45,86.75,36227.69,1393.37,1081647.34,2024-09-25,1666.65,26188.97,2024-09-29,-1042.75,-15862.91,4,4,2846.55,48875.05,4.5896
2024-10,31,2,1,0,245,1,124,121,213,31,1,0,16,12,0,4082.50,145.80,60499.53,2160.70,1142146.95,2024-10-28,1578.86,23303.03,2024-10-03,-1561.34,-25573.86,7,2,1960.33,31577.18,2.8767
2024-11,30,0,1,0,264,0,132,132,226,38,0,0,13,16,0,-1132.49,-39.05,-12867.41,-443.70,1129279.50,2024-11-10,2098.22,27421.03,2024-11-07,-1397.28,-18643.71,4,7,7242.02,81802.28,7.1088
2024-12,31,0,0,0,262,0,129,133,221,41,0,0,13,18,0,-3140.15,-101.30,-37827.48,-1220.24,1091451.97,2024-12-18,4855.72,45970.95,2024-12-07,-2137.85,-21437.73,4,4,7368.02,74756.10,6.6198
2025-01,31,1,2,0,236,0,116,120,207,29,0,0,10,18,0,-6467.52,-230.98,-60534.56,-2161.95,1030917.36,2025-01-09,3232.79,34181.70,2025-01-29,-2746.20,-26906.59,2,5,8960.58,87147.00,7.7945
2025-02,28,1,1,0,207,0,103,104,169,38,0,0,13,13,0,8487.48,326.44,85725.62,3297.14,1116642.99,2025-02-21,4428.42,45498.24,2025-02-24,-2362.96,-24676.36,2,2,2362.96,24676.37,2.1686
2025-03,31,0,1,0,250,0,129,121,227,23,0,0,11,19,0,-6545.87,-218.20,-73959.12,-2465.30,1042683.90,2025-03-29,1699.21,20254.45,2025-03-25,-2238.25,-25587.89,2,5,7930.44,90075.08,8.0666
2025-04,30,0,0,0,252,0,131,121,221,31,0,0,12,18,0,-6598.49,-219.95,-76923.69,-2564.12,965760.18,2025-04-25,2430.81,26034.41,2025-04-14,-3393.91,-40166.74,2,5,7492.95,90071.61,8.5996
2025-05,31,0,0,0,245,0,128,117,210,35,0,0,13,18,0,-3879.48,-125.14,-36724.66,-1184.67,929035.50,2025-05-19,2298.62,22064.99,2025-05-12,-2160.92,-20748.26,4,9,9799.95,93407.08,9.5526
2025-06,30,1,0,0,267,0,138,129,236,31,0,0,8,21,0,-10478.64,-361.33,-98398.88,-3393.06,830636.54,2025-06-25,2115.02,20031.48,2025-06-19,-2525.08,-24092.24,2,7,11446.62,107798.53,11.4871
2025-07,31,1,0,0,261,0,143,118,227,34,0,0,18,12,0,-2622.59,-87.42,-19631.84,-654.39,811004.64,2025-07-14,2381.05,20062.77,2025-07-17,-2409.92,-20307.18,5,4,10631.59,89790.69,9.9690
2025-08,31,1,0,0,250,0,121,129,218,32,0,0,14,16,0,1195.20,39.84,7894.03,263.13,818898.69,2025-08-01,2655.85,22953.56,2025-08-20,-2019.16,-17780.03,3,3,5828.30,50903.53,5.8523
2025-09,30,0,1,0,234,0,130,104,197,37,0,0,12,17,0,-512.64,-17.68,-4638.48,-159.95,814260.17,2025-09-11,2946.97,26147.30,2025-09-01,-1766.58,-16262.42,3,5,4917.43,42602.67,5.0711
2025-10,31,1,0,0,222,1,123,99,188,33,1,0,17,13,0,7911.89,263.73,74390.17,2479.67,888650.37,2025-10-21,3163.45,28767.91,2025-10-13,-3210.94,-28025.66,8,5,6729.19,56104.32,6.6534
2025-11,30,0,1,0,270,0,142,128,236,34,0,0,13,16,0,-5512.52,-190.09,-55889.53,-1927.23,832760.92,2025-11-20,2299.80,25232.03,2025-11-22,-3665.62,-43441.61,3,5,6796.75,69048.21,7.7500
2025-12,31,1,0,0,212,0,106,106,171,41,0,0,20,10,0,14546.91,484.90,161737.98,5391.27,994498.80,2025-12-11,3127.50,34110.35,2025-12-07,-1578.44,-17648.27,6,2,2097.11,23439.79,2.6644
2026-01,31,0,0,0,249,0,119,130,219,30,0,0,16,15,0,1841.58,59.41,20232.57,652.66,1014731.44,2026-01-31,1859.75,22439.33,2026-01-23,-2781.81,-31085.48,2,4,4333.33,48193.75,4.6319
2026-02,28,1,1,0,198,0,93,105,163,35,0,0,15,11,0,9258.28,356.09,122853.42,4725.13,1137584.86,2026-02-23,2850.08,42597.53,2026-02-16,-1275.91,-18591.95,5,5,5630.42,81213.71,7.0999
2026-03,31,0,2,0,225,0,119,106,200,25,0,0,14,15,0,-4120.13,-142.07,-58866.59,-2029.88,1078718.26,2026-03-27,1573.46,22888.60,2026-03-17,-2406.06,-32393.03,3,3,5885.06,83269.95,7.3199
2026-04,30,0,0,0,240,0,111,129,213,27,0,0,11,19,0,-3082.06,-102.74,-40961.90,-1365.40,1037756.30,2026-04-28,1710.29,22106.94,2026-04-23,-2044.37,-26194.81,3,5,6053.42,81140.43,7.4318
2026-05,10,0,0,0,58,1,33,25,45,12,0,1,6,4,0,2543.79,254.38,32582.22,3258.22,1070338.56,2026-05-05,1698.88,21278.19,2026-05-06,-1086.02,-13326.28,3,2,1086.02,13326.27,1.2396
