date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,4,9,-1276.45,774.27,-2050.72,-2.0507,97949.28,-2050.72,-2.0507
2026-03-31,13,2,11,-1604.52,765.77,-2370.34,-2.42,95578.94,-4421.06,-4.4211
2026-04-01,54,21,33,-163.01,3054.67,-3217.64,-3.3665,92361.3,-7638.7,-7.6387
2026-04-02,36,16,20,5556.18,2100.31,3455.87,3.7417,95817.17,-4182.83,-4.1828
2026-04-06,56,14,42,-6027.82,3309.56,-9337.4,-9.745,86479.77,-13520.23,-13.5202
2026-04-07,76,19,57,-2246.13,4300.84,-6547.09,-7.5707,79932.68,-20067.32,-20.0673
2026-04-08,48,14,34,-3506.82,2818.86,-6325.67,-7.9137,73607.01,-26392.99,-26.393
2026-04-09,56,18,38,6309.62,3189.03,3120.56,4.2395,76727.57,-23272.43,-23.2724
2026-04-10,73,16,57,-2666.87,4217.08,-6883.99,-8.972,69843.58,-30156.42,-30.1564
2026-04-13,54,14,40,1885.98,3037.05,-1151.1,-1.6481,68692.48,-31307.52,-31.3075
2026-04-14,9,1,8,-159.68,539.38,-699.08,-1.0177,67993.4,-32006.6,-32.0066
2026-04-15,70,14,56,-5974.83,3863.07,-9837.86,-14.4688,58155.54,-41844.46,-41.8445
2026-04-16,66,21,45,-338.01,3791.32,-4129.34,-7.1005,54026.2,-45973.8,-45.9738
2026-04-17,69,16,53,-3416.03,3929.02,-7344.98,-13.5952,46681.22,-53318.78,-53.3188
2026-04-20,25,2,23,-5959.31,1491.13,-7450.46,-15.9603,39230.76,-60769.24,-60.7692
2026-04-21,49,10,39,-1530.07,2900.56,-4430.67,-11.2939,34800.09,-65199.91,-65.1999
2026-04-22,63,20,43,5319.84,3440.61,1879.21,5.4,36679.3,-63320.7,-63.3207
2026-04-23,66,13,53,-3377.78,3739.68,-7117.42,-19.4045,29561.88,-70438.12,-70.4381
2026-04-24,52,13,39,-2595.21,2869.61,-5464.82,-18.486,24097.06,-75902.94,-75.9029
2026-04-27,59,14,45,-2470.25,3352.17,-5822.45,-24.1625,18274.61,-81725.39,-81.7254
2026-04-28,54,13,41,-1470.26,2983.56,-4453.78,-24.3714,13820.83,-86179.17,-86.1792
2026-04-29,20,8,12,3239.39,1106.65,2132.71,15.4311,15953.54,-84046.46,-84.0465
