target_level,market,instrument,session_date,signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
1,commodities,NGF,2026-04-09,BUY,LONG,2026-04-09T14:30:00-04:00,2026-04-09T14:35:00-04:00,2.685,2.686537,2.671577,2.698423,2.698423,2.711846,2.72527,2.738693,2.752116,0.008949,0.013423,2.675161,2.673972,2.684078,59.3423,-0.000299,-0.002207,15.0744,2161.0,2343.6,71.43,0.0,STRONG BULL,37222,99998.29,576.75,0,10,2026-04-09T15:20:00-04:00,2.680464,SESSION_END,-226.06,59.93,-285.99,-0.286,-0.4959
1,commodities,NGF,2026-04-10,SELL,SHORT,2026-04-10T09:20:00-04:00,2026-04-10T09:25:00-04:00,2.662,2.661468,2.672559,2.65144,2.65144,2.640881,2.630322,2.619762,2.609203,0.00704,0.010559,2.675518,2.676872,2.668011,34.1731,-0.000667,0.000913,12.9887,700.0,1829.3,0.0,71.43,STRONG BEAR,37573,99999.32,436.84,1,4,2026-04-10T09:40:00-04:00,2.651971,TP1,356.84,59.89,296.95,0.2969,0.6798
1,commodities,NGF,2026-04-10,BUY,LONG,2026-04-10T10:45:00-04:00,2026-04-10T10:50:00-04:00,2.679,2.678536,2.663422,2.694578,2.694578,2.710156,2.725733,2.741311,2.756889,0.010385,0.015578,2.663624,2.662408,2.658321,61.2459,-0.001045,-0.004529,28.6156,1747.0,1285.45,85.71,14.29,STRONG BULL,37333,99997.77,584.12,0,6,2026-04-10T11:15:00-04:00,2.662889,STOP_LOSS,-584.14,59.82,-643.96,-0.644,-1.1024
1,commodities,NGF,2026-04-10,SELL,SHORT,2026-04-10T11:45:00-04:00,2026-04-10T11:50:00-04:00,2.661,2.659468,2.673269,2.648731,2.648731,2.636463,2.624194,2.611926,2.599657,0.008179,0.012269,2.665069,2.665071,2.660658,46.2704,-6.6e-05,0.000134,16.2901,883.0,1060.4,14.29,57.14,STRONG BEAR,37601,99998.66,539.02,0,7,2026-04-10T12:20:00-04:00,2.670534,OPPOSITE_SIGNAL,-416.1,60.12,-476.22,-0.4762,-0.8835
1,commodities,NGF,2026-04-10,BUY,LONG,2026-04-10T12:15:00-04:00,2026-04-10T12:20:00-04:00,2.67,2.670534,2.657864,2.682136,2.682136,2.694273,2.706409,2.718546,2.730682,0.008091,0.012136,2.665321,2.664754,2.66067,54.2582,0.000186,-0.000354,15.9583,618.0,1106.1,71.43,0.0,STRONG BULL,37445,99998.15,494.35,0,9,2026-04-10T13:00:00-04:00,2.657332,STOP_LOSS,-494.34,59.85,-554.19,-0.5542,-1.1211
1,commodities,NGF,2026-04-10,SELL,SHORT,2026-04-10T13:00:00-04:00,2026-04-10T13:05:00-04:00,2.659,2.658468,2.66957,2.64843,2.64843,2.63786,2.62729,2.61672,2.60615,0.007047,0.01057,2.664194,2.664861,2.66151,43.862,-0.000413,0.000176,13.2325,1437.0,964.25,0.0,85.71,STRONG BEAR,37615,99998.28,437.67,1,5,2026-04-10T13:25:00-04:00,2.64896,TP1,357.66,59.89,297.76,0.2978,0.6803
1,commodities,NGF,2026-04-13,BUY,LONG,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,2.707,2.708542,2.691677,2.722323,2.722323,2.737645,2.752968,2.76829,2.783613,0.010215,0.015323,2.656143,2.651452,2.703667,79.3713,0.002064,-0.002516,21.6926,1073.0,1540.3,71.43,0.0,STRONG BULL,36920,99999.35,642.5,0,6,2026-04-13T09:45:00-04:00,2.691139,STOP_LOSS,-642.51,59.81,-702.32,-0.7023,-1.0931
1,commodities,NGF,2026-04-13,SELL,SHORT,2026-04-13T10:55:00-04:00,2026-04-13T11:00:00-04:00,2.652,2.65147,2.667108,2.636892,2.636892,2.621785,2.606677,2.591569,2.576462,0.010072,0.015108,2.66644,2.668202,2.676984,39.6903,0.0,0.002706,15.7305,1871.0,1320.95,0.0,85.71,STRONG BEAR,37714,99997.52,609.89,1,15,2026-04-13T12:10:00-04:00,2.63742,TP1,529.89,59.84,470.06,0.4701,0.7707
1,commodities,NGF,2026-04-14,BUY,LONG,2026-04-14T09:15:00-04:00,2026-04-14T09:20:00-04:00,2.647,2.64853,2.635323,2.658678,2.658678,2.670355,2.682032,2.69371,2.705387,0.007785,0.011677,2.631534,2.630498,2.651333,65.4137,-0.000306,-0.002131,21.623,2445.0,1571.35,57.14,28.57,MILD BULL,37756,99997.88,518.54,0,2,2026-04-14T09:25:00-04:00,2.634796,STOP_LOSS,-518.56,59.84,-578.4,-0.5784,-1.1154
1,commodities,NGF,2026-04-14,SELL,SHORT,2026-04-14T09:45:00-04:00,2026-04-14T09:50:00-04:00,2.621,2.619476,2.634082,2.607918,2.607918,2.594836,2.581753,2.568671,2.555589,0.008721,0.013082,2.630774,2.63121,2.637746,41.1941,-0.000502,-0.000128,19.1714,1181.0,1611.6,0.0,71.43,STRONG BEAR,38175,99998.49,577.71,1,2,2026-04-14T09:55:00-04:00,2.608439,TP1,421.32,59.87,361.45,0.3615,0.6257
1,commodities,NGF,2026-04-14,BUY,LONG,2026-04-14T13:25:00-04:00,2026-04-14T13:30:00-04:00,2.6,2.60152,2.585756,2.614244,2.614244,2.628488,2.642732,2.656977,2.671221,0.009496,0.014244,2.582532,2.581977,2.598593,61.927,-0.002709,-0.007094,25.3837,2304.0,1439.65,100.0,0.0,STRONG BULL,38439,99999.84,625.85,0,23,2026-04-14T15:20:00-04:00,2.60148,SESSION_END,-1.55,60.0,-61.55,-0.0616,-0.0984
1,commodities,NGF,2026-04-15,SELL,SHORT,2026-04-15T10:00:00-04:00,2026-04-15T10:05:00-04:00,2.596,2.594481,2.606811,2.585188,2.585188,2.574377,2.563565,2.552754,2.541942,0.007208,0.010812,2.597841,2.597919,2.59695,48.3701,0.000554,0.001382,16.4171,559.0,597.3,0.0,71.43,STRONG BEAR,38543,99999.08,495.35,1,5,2026-04-15T10:25:00-04:00,2.585705,TP1,338.23,59.9,278.34,0.2783,0.5619
1,commodities,NGF,2026-04-15,BUY,LONG,2026-04-15T10:35:00-04:00,2026-04-15T10:40:00-04:00,2.617,2.618524,2.604396,2.629604,2.629604,2.642209,2.654813,2.667417,2.680022,0.008403,0.012604,2.601066,2.599094,2.597516,67.4309,0.001623,0.000574,14.9345,897.0,725.0,85.71,0.0,STRONG BULL,38189,99998.8,559.42,0,10,2026-04-15T11:25:00-04:00,2.603875,STOP_LOSS,-559.43,59.83,-619.26,-0.6193,-1.107
1,commodities,NGF,2026-04-15,SELL,SHORT,2026-04-15T11:35:00-04:00,2026-04-15T11:40:00-04:00,2.595,2.593481,2.606252,2.583748,2.583748,2.572496,2.561243,2.549991,2.538739,0.007501,0.011252,2.604403,2.604722,2.601891,39.8878,0.000921,0.002773,18.6564,764.0,771.8,0.0,71.43,STRONG BEAR,38558,99999.45,512.52,0,4,2026-04-15T11:55:00-04:00,2.606773,STOP_LOSS,-512.53,60.15,-572.68,-0.5727,-1.1174
1,commodities,NGF,2026-04-15,BUY,LONG,2026-04-15T12:10:00-04:00,2026-04-15T12:15:00-04:00,2.605,2.605521,2.59338,2.61662,2.61662,2.628241,2.639861,2.651481,2.663101,0.007747,0.01162,2.603477,2.603424,2.601242,51.7323,0.000282,0.00039,17.7847,166.0,874.45,57.14,14.29,STRONG BULL,38380,99999.9,485.89,0,2,2026-04-15T12:20:00-04:00,2.60148,OPPOSITE_SIGNAL,-155.11,59.95,-215.06,-0.2151,-0.4426
1,commodities,NGF,2026-04-15,SELL,SHORT,2026-04-15T12:15:00-04:00,2026-04-15T12:20:00-04:00,2.603,2.60148,2.614219,2.591781,2.591781,2.580562,2.569343,2.558125,2.546906,0.007479,0.011219,2.603382,2.603385,2.601263,49.8888,0.000224,0.000357,16.8354,360.0,847.6,14.29,57.14,STRONG BEAR,38439,99998.27,509.78,1,3,2026-04-15T12:30:00-04:00,2.592299,TP1,352.89,59.89,293.0,0.293,0.5748
1,commodities,NGF,2026-04-15,BUY,LONG,2026-04-15T13:10:00-04:00,2026-04-15T13:15:00-04:00,2.605,2.605521,2.594291,2.615709,2.615709,2.626418,2.637127,2.647836,2.658545,0.007139,0.010709,2.600605,2.600569,2.600388,54.3407,-0.000363,-0.00109,11.8666,926.0,929.7,71.43,0.0,STRONG BULL,38380,99999.9,450.92,0,5,2026-04-15T13:35:00-04:00,2.59648,OPPOSITE_SIGNAL,-346.98,59.9,-406.87,-0.4069,-0.9023
1,commodities,NGF,2026-04-15,SELL,SHORT,2026-04-15T13:30:00-04:00,2026-04-15T13:35:00-04:00,2.597,2.59648,2.606786,2.587213,2.587213,2.577427,2.567641,2.557854,2.548068,0.006524,0.009786,2.600288,2.600533,2.600422,45.7601,-0.000366,-0.000522,10.006,912.0,796.3,14.29,71.43,STRONG BEAR,38513,99998.25,416.99,0,4,2026-04-15T13:50:00-04:00,2.603521,OPPOSITE_SIGNAL,-271.15,60.08,-331.23,-0.3312,-0.7943
1,commodities,NGF,2026-04-15,BUY,LONG,2026-04-15T13:45:00-04:00,2026-04-15T13:50:00-04:00,2.603,2.603521,2.593662,2.612338,2.612338,2.621675,2.631013,2.640351,2.649689,0.006225,0.009338,2.600907,2.600756,2.600432,52.7294,-4.5e-05,-0.000367,9.201,336.0,732.85,71.43,0.0,STRONG BULL,38409,99998.62,398.57,1,6,2026-04-15T14:15:00-04:00,2.611815,TP1,318.57,60.09,258.48,0.2585,0.6485
1,commodities,NGF,2026-04-16,SELL,SHORT,2026-04-16T12:05:00-04:00,2026-04-16T12:10:00-04:00,2.633,2.632473,2.644771,2.621228,2.621228,2.609457,2.597685,2.585914,2.574142,0.007848,0.011772,2.642815,2.643903,2.642225,39.8426,0.001198,0.004253,26.1036,892.0,952.6,0.0,85.71,STRONG BEAR,37987,99999.76,487.26,0,7,2026-04-16T12:40:00-04:00,2.6453,STOP_LOSS,-487.27,60.15,-547.42,-0.5474,-1.1235
1,commodities,NGF,2026-04-16,BUY,LONG,2026-04-16T14:10:00-04:00,2026-04-16T14:15:00-04:00,2.645,2.645529,2.637445,2.652555,2.652555,2.66011,2.667665,2.67522,2.682775,0.005037,0.007555,2.639943,2.639279,2.64108,60.8669,0.000241,-0.000624,16.3434,731.0,512.35,85.71,0.0,STRONG BULL,37799,99998.35,325.51,1,5,2026-04-16T14:35:00-04:00,2.652024,TP1,245.52,60.07,185.45,0.1855,0.5697
1,commodities,NGF,2026-04-17,SELL,SHORT,2026-04-17T09:25:00-04:00,2026-04-17T09:30:00-04:00,2.633,2.632473,2.645165,2.620835,2.620835,2.608669,2.596504,2.584339,2.572174,0.00811,0.012165,2.647953,2.649359,2.635075,36.982,0.000536,0.003698,28.7215,2639.0,934.3,14.29,85.71,STRONG BEAR,37987,99999.76,502.22,0,2,2026-04-17T09:35:00-04:00,2.645694,STOP_LOSS,-502.23,60.15,-562.38,-0.5624,-1.1198
1,commodities,NGF,2026-04-17,BUY,LONG,2026-04-17T09:45:00-04:00,2026-04-17T09:50:00-04:00,2.666,2.666533,2.649985,2.682015,2.682015,2.698029,2.714044,2.730059,2.746074,0.010676,0.016015,2.650557,2.649877,2.643105,60.6027,0.0012,0.001613,25.8158,2263.0,1172.75,85.71,14.29,STRONG BULL,37501,99997.66,640.44,0,9,2026-04-17T10:30:00-04:00,2.649455,STOP_LOSS,-640.44,59.81,-700.24,-0.7003,-1.0934
1,commodities,NGF,2026-04-17,SELL,SHORT,2026-04-17T14:20:00-04:00,2026-04-17T14:25:00-04:00,2.68,2.678464,2.689532,2.670468,2.670468,2.660936,2.651404,2.641873,2.632341,0.006355,0.009532,2.690331,2.691045,2.670402,38.1343,0.001305,0.004036,29.8478,1704.0,783.95,14.29,85.71,STRONG BEAR,37334,99997.78,433.29,1,2,2026-04-17T14:30:00-04:00,2.671002,TP1,278.58,59.92,218.66,0.2187,0.5047
1,commodities,NGF,2026-04-20,BUY,LONG,2026-04-20T09:25:00-04:00,2026-04-20T09:30:00-04:00,2.689,2.689538,2.678213,2.699787,2.699787,2.710574,2.721361,2.732148,2.742934,0.007191,0.010787,2.683537,2.682877,2.69114,55.9594,-0.000252,-0.001996,24.0222,1031.0,933.9,57.14,28.57,MILD BULL,37181,99999.7,440.98,0,1,2026-04-20T09:30:00-04:00,2.677677,STOP_LOSS,-440.99,59.87,-500.86,-0.5009,-1.1358
1,commodities,NGF,2026-04-20,SELL,SHORT,2026-04-20T09:30:00-04:00,2026-04-20T09:35:00-04:00,2.678,2.677464,2.689838,2.666162,2.666162,2.654324,2.642486,2.630649,2.618811,0.007892,0.011838,2.68243,2.682434,2.68734,45.844,-0.000616,-0.00172,22.6305,1638.0,999.65,14.29,71.43,STRONG BEAR,37348,99997.94,482.22,0,2,2026-04-20T09:40:00-04:00,2.683537,OPPOSITE_SIGNAL,-226.8,60.07,-286.87,-0.2869,-0.5949
1,commodities,NGF,2026-04-20,BUY,LONG,2026-04-20T09:35:00-04:00,2026-04-20T09:40:00-04:00,2.683,2.683537,2.671365,2.694635,2.694635,2.70627,2.717906,2.729541,2.741176,0.007757,0.011635,2.682544,2.682485,2.686136,50.2466,-0.000495,-0.001475,21.3382,1025.0,1012.65,71.43,14.29,STRONG BULL,37264,99999.31,473.48,0,2,2026-04-20T09:45:00-04:00,2.676465,OPPOSITE_SIGNAL,-263.54,59.92,-323.46,-0.3235,-0.6832
1,commodities,NGF,2026-04-20,SELL,SHORT,2026-04-20T09:40:00-04:00,2026-04-20T09:45:00-04:00,2.677,2.676465,2.688661,2.665339,2.665339,2.653678,2.642016,2.630355,2.618694,0.007774,0.011661,2.681435,2.681987,2.684903,45.4697,-0.000873,-0.001355,20.1383,1127.0,1028.2,14.29,71.43,STRONG BEAR,37362,99998.07,475.78,0,3,2026-04-20T09:55:00-04:00,2.689199,STOP_LOSS,-475.77,60.14,-535.91,-0.5359,-1.1264
1,commodities,NGF,2026-04-20,BUY,LONG,2026-04-20T10:00:00-04:00,2026-04-20T10:05:00-04:00,2.692,2.692538,2.679641,2.704359,2.704359,2.716717,2.729076,2.741435,2.753793,0.008239,0.012359,2.683692,2.682707,2.683761,57.7294,0.000307,-0.000912,19.038,784.0,703.85,85.71,0.0,STRONG BULL,37139,99998.18,498.89,0,4,2026-04-20T10:20:00-04:00,2.679105,STOP_LOSS,-498.88,59.85,-558.73,-0.5587,-1.1199
1,commodities,NGF,2026-04-20,SELL,SHORT,2026-04-20T10:25:00-04:00,2026-04-20T10:30:00-04:00,2.676,2.676465,2.687919,2.664082,2.664082,2.652163,2.640244,2.628326,2.616407,0.007946,0.011919,2.681311,2.681885,2.683388,44.7702,-0.000554,-0.000364,14.5964,923.0,796.85,0.0,85.71,STRONG BEAR,37362,99998.07,448.03,0,2,2026-04-20T10:35:00-04:00,2.688456,STOP_LOSS,-448.02,60.13,-508.15,-0.5082,-1.1342
1,commodities,NGF,2026-04-20,BUY,LONG,2026-04-20T10:35:00-04:00,2026-04-20T10:40:00-04:00,2.69,2.690538,2.677963,2.702037,2.702037,2.714074,2.726111,2.738148,2.750185,0.008025,0.012037,2.682999,2.68255,2.683361,55.8907,0.00017,-0.000288,13.5854,652.0,844.05,71.43,0.0,STRONG BULL,37167,99999.23,487.28,1,5,2026-04-20T11:00:00-04:00,2.701497,TP1,407.3,60.12,347.18,0.3472,0.7125
1,commodities,NGF,2026-04-20,SELL,SHORT,2026-04-20T13:05:00-04:00,2026-04-20T13:10:00-04:00,2.697,2.696461,2.705901,2.6881,2.6881,2.679199,2.670299,2.661398,2.652498,0.005934,0.008901,2.702707,2.703207,2.694059,44.4191,0.001281,0.00376,20.0234,1156.0,706.0,28.57,57.14,MILD BEAR,37085,99998.24,370.15,0,14,2026-04-20T14:15:00-04:00,2.706442,STOP_LOSS,-370.13,60.11,-430.24,-0.4303,-1.1624
1,commodities,NGF,2026-04-21,BUY,LONG,2026-04-21T10:30:00-04:00,2026-04-21T10:35:00-04:00,2.695,2.695539,2.684512,2.705488,2.705488,2.715975,2.726463,2.736951,2.747438,0.006992,0.010488,2.681958,2.681043,2.676985,64.0014,-0.000847,-0.003391,20.8197,1360.0,664.35,85.71,0.0,STRONG BULL,37098,99999.1,428.99,1,5,2026-04-21T10:55:00-04:00,2.704947,TP1,349.0,60.1,288.9,0.2889,0.6734
1,commodities,NGF,2026-04-21,SELL,SHORT,2026-04-21T13:25:00-04:00,2026-04-21T13:30:00-04:00,2.698,2.696461,2.706571,2.689429,2.689429,2.680859,2.672288,2.663717,2.655146,0.005714,0.008571,2.70052,2.700627,2.693405,47.4063,0.00079,0.001895,13.4277,293.0,673.55,14.29,57.14,STRONG BEAR,37085,99998.24,395.01,1,2,2026-04-21T13:35:00-04:00,2.689967,TP1,240.83,59.93,180.9,0.1809,0.458
1,commodities,NGF,2026-04-21,BUY,LONG,2026-04-21T14:40:00-04:00,2026-04-21T14:45:00-04:00,2.702,2.70254,2.69254,2.71146,2.71146,2.720919,2.730379,2.739838,2.749298,0.006306,0.00946,2.698391,2.697924,2.694573,55.5251,0.000203,-0.000399,12.5356,1574.0,1063.15,85.71,0.0,STRONG BULL,37002,99999.4,389.95,0,5,2026-04-21T15:05:00-04:00,2.695461,OPPOSITE_SIGNAL,-261.94,59.92,-321.86,-0.3219,-0.8254
1,commodities,NGF,2026-04-21,SELL,SHORT,2026-04-21T15:00:00-04:00,2026-04-21T15:05:00-04:00,2.694,2.695461,2.703511,2.684489,2.684489,2.674979,2.665468,2.655957,2.646447,0.00634,0.009511,2.697584,2.697768,2.694721,44.8108,-0.000123,-4e-05,12.4187,261.0,1055.6,0.0,71.43,STRONG BEAR,37099,99998.9,318.7,0,4,2026-04-21T15:20:00-04:00,2.696539,SESSION_END,-40.0,60.01,-100.02,-0.1,-0.3138
1,commodities,NGF,2026-04-22,BUY,LONG,2026-04-22T09:15:00-04:00,2026-04-22T09:20:00-04:00,2.738,2.738548,2.723484,2.752516,2.752516,2.767031,2.781547,2.796063,2.810579,0.009677,0.014516,2.705534,2.701285,2.741,76.0287,0.003081,0.000527,15.1637,1298.0,997.3,57.14,28.57,MILD BULL,36515,99998.06,569.93,1,27,2026-04-22T11:30:00-04:00,2.751965,TP1,489.93,60.15,429.78,0.4298,0.7541
1,commodities,NGF,2026-04-22,SELL,SHORT,2026-04-22T12:50:00-04:00,2026-04-22T12:55:00-04:00,2.741,2.739452,2.750266,2.731734,2.731734,2.722468,2.713203,2.703937,2.694671,0.006177,0.009266,2.747245,2.747613,2.744292,43.0412,0.001542,0.003889,29.7364,828.0,650.75,0.0,100.0,STRONG BEAR,36503,99998.22,414.81,1,2,2026-04-22T13:00:00-04:00,2.73228,TP1,261.78,59.92,201.86,0.2019,0.4866
1,commodities,NGF,2026-04-23,BUY,LONG,2026-04-23T09:15:00-04:00,2026-04-23T09:20:00-04:00,2.787,2.786557,2.772226,2.801774,2.801774,2.816548,2.831323,2.846097,2.860871,0.009849,0.014774,2.728563,2.723803,2.785667,82.6396,0.001585,-0.003832,36.3952,2282.0,680.2,100.0,0.0,STRONG BULL,35886,99998.39,534.2,0,15,2026-04-23T10:30:00-04:00,2.771671,STOP_LOSS,-534.19,59.84,-594.03,-0.594,-1.112
1,commodities,NGF,2026-04-23,SELL,SHORT,2026-04-23T10:45:00-04:00,2026-04-23T10:50:00-04:00,2.742,2.742451,2.757463,2.726538,2.726538,2.711075,2.695612,2.68015,2.664687,0.010308,0.015463,2.7613,2.7615,2.772943,39.3459,0.003941,0.009991,39.2801,3664.0,1906.1,0.0,85.71,STRONG BEAR,36463,99998.01,567.46,1,18,2026-04-23T12:15:00-04:00,2.727083,TP1,560.37,59.83,500.54,0.5005,0.8821
1,commodities,NGF,2026-04-23,BUY,LONG,2026-04-23T13:40:00-04:00,2026-04-23T13:45:00-04:00,2.745,2.745549,2.733103,2.756897,2.756897,2.768795,2.780692,2.792589,2.804486,0.007932,0.011897,2.730536,2.729004,2.749098,62.9216,-0.000906,-0.004522,18.8958,2064.0,1481.4,71.43,14.29,STRONG BULL,36422,99998.38,473.23,0,2,2026-04-23T13:50:00-04:00,2.732556,STOP_LOSS,-473.23,59.86,-533.09,-0.5331,-1.1265
1,commodities,NGF,2026-04-24,SELL,SHORT,2026-04-24T09:15:00-04:00,2026-04-24T09:20:00-04:00,2.687,2.686463,2.703783,2.670217,2.670217,2.653435,2.636652,2.619869,2.603086,0.011188,0.016783,2.73515,2.739619,2.688667,21.9106,-0.001805,0.003096,23.1123,1068.0,1362.2,0.0,71.43,STRONG BEAR,37223,99998.2,664.84,1,9,2026-04-24T10:00:00-04:00,2.670751,TP1,584.83,59.82,525.01,0.525,0.7897
1,commodities,NGF,2026-04-24,BUY,LONG,2026-04-24T12:45:00-04:00,2026-04-24T12:50:00-04:00,2.681,2.681536,2.668344,2.693656,2.693656,2.706312,2.718968,2.731623,2.744279,0.008437,0.012656,2.6706,2.669414,2.672098,57.829,-0.00175,-0.005487,27.9513,790.0,1063.1,85.71,0.0,STRONG BULL,37292,99999.85,511.86,1,9,2026-04-24T13:30:00-04:00,2.693117,TP1,431.88,60.13,371.75,0.3718,0.7263
1,commodities,NGF,2026-04-24,SELL,SHORT,2026-04-24T15:10:00-04:00,2026-04-24T15:15:00-04:00,2.679,2.678464,2.688361,2.669639,2.669639,2.660278,2.650917,2.641556,2.632194,0.006241,0.009361,2.684115,2.6844,2.67739,43.9375,0.000469,0.001572,15.1615,350.0,1330.35,14.29,57.14,STRONG BEAR,37334,99997.78,389.56,0,2,2026-04-24T15:20:00-04:00,2.681536,SESSION_END,-114.7,60.03,-174.73,-0.1747,-0.4485
1,commodities,NGF,2026-04-27,BUY,LONG,2026-04-27T09:15:00-04:00,2026-04-27T09:20:00-04:00,2.792,2.792558,2.77131,2.812691,2.812691,2.833381,2.854072,2.874762,2.895453,0.013794,0.020691,2.704283,2.693345,2.791667,85.7764,0.008379,0.002405,19.4153,1954.0,1342.35,71.43,14.29,STRONG BULL,35809,99998.73,780.75,0,32,2026-04-27T11:55:00-04:00,2.770755,STOP_LOSS,-780.73,59.77,-840.5,-0.8405,-1.0765
1,commodities,NGF,2026-04-27,SELL,SHORT,2026-04-27T11:55:00-04:00,2026-04-27T12:00:00-04:00,2.766,2.765447,2.779842,2.752158,2.752158,2.738317,2.724475,2.710633,2.696791,0.009228,0.013842,2.784851,2.786039,2.79315,37.8485,0.003995,0.010411,31.3743,2161.0,1293.15,0.0,100.0,STRONG BEAR,36160,99998.56,540.62,1,21,2026-04-27T13:40:00-04:00,2.752709,TP1,460.62,59.86,400.75,0.4008,0.7413
1,commodities,NGF,2026-04-28,BUY,LONG,2026-04-28T10:35:00-04:00,2026-04-28T10:40:00-04:00,2.742,2.742549,2.72854,2.755461,2.755461,2.768921,2.782382,2.795842,2.809302,0.008974,0.01346,2.730645,2.729108,2.719955,58.7119,-0.00131,-0.005179,40.0389,919.0,760.25,100.0,0.0,STRONG BULL,36462,99998.8,530.69,0,2,2026-04-28T10:45:00-04:00,2.727994,STOP_LOSS,-530.71,59.84,-590.55,-0.5906,-1.1128
1,commodities,NGF,2026-04-28,SELL,SHORT,2026-04-28T11:00:00-04:00,2026-04-28T11:05:00-04:00,2.718,2.717456,2.731403,2.704597,2.704597,2.691194,2.677791,2.664387,2.650984,0.008935,0.013403,2.727156,2.728184,2.721542,40.9095,-0.001955,-0.002424,32.9235,784.0,792.2,14.29,71.43,STRONG BEAR,36799,99999.68,533.33,1,30,2026-04-28T13:30:00-04:00,2.705138,TP1,453.3,59.86,393.44,0.3934,0.7377
1,commodities,SIF,2026-03-30,BUY,LONG,2026-03-30T11:00:00-04:00,2026-03-30T11:05:00-04:00,71.144997,71.179234,70.681622,71.608371,71.608371,72.071746,72.535121,72.998495,73.46187,0.308916,0.463375,70.904216,70.888296,70.77158,50.598,-0.035312,-0.110299,,126.0,223.8,71.43,0.0,STRONG BULL,1404,99935.64,718.49,0,17,2026-03-30T12:25:00-04:00,70.835828,OPPOSITE_SIGNAL,-482.14,59.82,-541.96,-0.5423,-0.7543
1,commodities,SIF,2026-03-30,SELL,SHORT,2026-03-30T12:20:00-04:00,2026-03-30T12:25:00-04:00,70.879997,70.835828,71.241057,70.518937,70.518937,70.157877,69.796817,69.435756,69.074696,0.240707,0.36106,71.008487,71.014819,70.86716,43.8194,0.005654,0.030923,14.4851,55.0,134.0,14.29,57.14,STRONG BEAR,1411,99949.35,591.88,1,10,2026-03-30T13:10:00-04:00,70.533041,TP1,427.23,59.84,367.39,0.3676,0.6207
1,commodities,SIF,2026-03-31,BUY,LONG,2026-03-31T09:15:00-04:00,2026-03-31T09:20:00-04:00,73.160004,73.214637,72.515849,73.804159,73.804159,74.448314,75.092469,75.736623,76.380778,0.429437,0.644155,70.658555,70.515577,73.211667,81.4363,0.044475,-0.127671,34.2927,81.0,96.9,71.43,14.29,STRONG BULL,1365,99937.98,973.64,1,9,2026-03-31T10:00:00-04:00,73.789398,TP1,784.55,60.2,724.35,0.7248,0.744
1,commodities,SIF,2026-04-01,SELL,SHORT,2026-04-01T09:50:00-04:00,2026-04-01T09:55:00-04:00,74.885002,74.865021,75.294227,74.475778,74.475778,74.066553,73.657329,73.248104,72.83888,0.272816,0.409225,75.123293,75.137387,75.17078,43.7253,0.037719,0.098681,23.1672,308.0,150.15,0.0,85.71,STRONG BEAR,1335,99944.8,593.09,0,6,2026-04-01T10:20:00-04:00,75.309285,STOP_LOSS,-593.09,60.14,-653.24,-0.6536,-1.1014
1,commodities,SIF,2026-04-01,BUY,LONG,2026-04-01T10:40:00-04:00,2026-04-01T10:45:00-04:00,75.360001,75.430084,74.901627,75.818374,75.818374,76.276748,76.735122,77.193496,77.65187,0.305583,0.458374,75.133842,75.109462,75.073213,59.1654,0.027172,0.013412,15.0981,471.0,263.25,85.71,0.0,STRONG BULL,1325,99944.86,720.05,1,5,2026-04-01T11:05:00-04:00,75.803211,TP1,494.39,60.12,434.28,0.4345,0.6031
1,commodities,SIF,2026-04-01,SELL,SHORT,2026-04-01T14:10:00-04:00,2026-04-01T14:15:00-04:00,75.745003,75.704857,76.002846,75.48716,75.48716,75.229317,74.971474,74.713631,74.455788,0.171895,0.257843,75.914027,75.927099,75.58513,42.0644,0.03272,0.094527,14.994,106.0,236.95,14.29,57.14,STRONG BEAR,1320,99930.41,413.41,1,1,2026-04-01T14:15:00-04:00,75.502257,TP1,267.43,59.88,207.55,0.2077,0.5021
1,commodities,SIF,2026-04-02,BUY,LONG,2026-04-02T11:15:00-04:00,2026-04-02T11:20:00-04:00,72.620003,72.594518,71.973959,73.266046,73.266046,73.91209,74.558133,75.204176,75.85022,0.430696,0.646043,72.511543,72.509659,71.730887,49.5106,-0.161897,-0.344723,19.6298,274.0,468.1,42.86,28.57,MILD BULL,1377,99962.65,874.33,0,2,2026-04-02T11:25:00-04:00,72.095579,OPPOSITE_SIGNAL,-687.04,59.77,-746.81,-0.7471,-0.8542
1,commodities,SIF,2026-04-02,SELL,SHORT,2026-04-02T11:20:00-04:00,2026-04-02T11:25:00-04:00,72.120003,72.095579,72.779901,71.460105,71.460105,70.800207,70.140309,69.480411,68.820513,0.439932,0.659898,72.433235,72.474236,71.749036,42.848,-0.177265,-0.311231,18.7691,420.0,476.7,28.57,42.86,MILD BEAR,1387,99996.57,969.34,0,19,2026-04-02T12:55:00-04:00,72.659526,OPPOSITE_SIGNAL,-782.19,60.23,-842.43,-0.8425,-0.8691
