rank_type,rank,target_level,market,instrument,session_date,signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,4,commodities,CLF,2026-04-13,SELL,SHORT,2026-04-13T12:30:00-04:00,2026-04-13T12:35:00-04:00,100.949997,100.939807,101.826072,97.445696,100.073922,99.197847,98.321772,97.445696,96.569621,0.58405,0.876075,101.997894,102.10973,102.071646,35.9965,0.100514,0.383171,20.7873,5851.0,2415.65,0.0,85.71,STRONG BEAR,990,99930.41,897.56,4,28,2026-04-13T14:50:00-04:00,97.465186,TP4,3439.88,58.93,3380.95,3.3833,3.7668
BEST,2,4,commodities,SIF,2026-03-31,BUY,LONG,2026-03-31T09:15:00-04:00,2026-03-31T09:20:00-04:00,73.160004,73.214637,72.515849,75.736623,73.804159,74.448314,75.092469,75.736623,76.380778,0.429437,0.644155,70.658555,70.515577,73.211667,81.4363,0.044475,-0.127671,34.2927,81.0,96.9,71.43,14.29,STRONG BULL,1365,99937.98,973.64,3,73,2026-03-31T15:20:00-04:00,75.334928,SESSION_END,2894.2,60.83,2833.37,2.8351,2.9101
BEST,3,4,commodities,CLF,2026-04-10,SELL,SHORT,2026-04-10T12:45:00-04:00,2026-04-10T12:50:00-04:00,98.519997,98.4903,99.118614,96.125528,97.92138,97.322763,96.724146,96.125528,95.526911,0.399078,0.598617,98.736371,98.753015,98.566556,46.055,0.046559,0.13208,18.3202,1987.0,2322.2,0.0,71.43,STRONG BEAR,1015,99967.65,657.86,4,21,2026-04-10T14:30:00-04:00,96.144754,TP4,2380.73,59.27,2321.46,2.3222,3.5288
BEST,4,4,commodities,CLF,2026-04-23,BUY,LONG,2026-04-23T11:25:00-04:00,2026-04-23T11:30:00-04:00,93.660004,93.688732,93.107856,95.868594,94.212151,94.764299,95.316446,95.868594,96.420742,0.368098,0.552148,93.504235,93.494517,93.712974,54.6017,0.020919,0.020763,13.2013,1494.0,1892.7,57.14,14.29,STRONG BULL,1067,99965.88,639.66,4,20,2026-04-23T13:05:00-04:00,95.84942,TP4,2305.45,60.67,2244.78,2.2455,3.5093
BEST,5,4,equity,RELIANCE_NS,2026-04-06,SELL,SHORT,2026-04-06T09:15:00+05:30,2026-04-06T09:20:00+05:30,1338.699951,1339.132144,1346.188166,1308.747091,1331.211736,1323.723521,1316.235306,1308.747091,1301.258875,4.992143,7.488215,1348.556571,1348.740312,1343.366659,36.0523,0.522914,1.573292,17.2707,0.0,543636.35,0.0,71.43,STRONG BEAR,74,99095.78,542.07,4,17,2026-04-06T10:40:00+05:30,1309.00884,TP4,2229.12,58.79,2170.34,2.1901,4.0038
BEST,6,4,commodities,CLF,2026-04-21,BUY,LONG,2026-04-21T10:10:00-04:00,2026-04-21T10:15:00-04:00,87.760002,87.787551,87.291896,89.632428,88.228109,88.696215,89.164321,89.632428,90.100534,0.312071,0.468106,87.218822,87.186368,87.099956,64.0423,0.001131,-0.061055,23.7291,3613.0,1544.8,85.71,0.0,STRONG BULL,1139,99990.02,584.44,4,15,2026-04-21T11:25:00-04:00,89.614501,TP4,2080.9,60.62,2020.28,2.0205,3.4568
BEST,7,4,commodities,SIF,2026-04-09,BUY,LONG,2026-04-09T11:10:00-04:00,2026-04-09T11:15:00-04:00,75.0,75.035001,74.597185,76.611258,75.402815,75.805629,76.208444,76.611258,77.014073,0.268543,0.402815,74.858799,74.850934,74.95725,53.6638,0.006552,0.00775,15.7323,264.0,322.1,57.14,14.29,STRONG BULL,1332,99946.62,603.04,4,28,2026-04-09T13:30:00-04:00,76.595936,TP4,2079.17,60.59,2018.57,2.0197,3.3473
BEST,8,4,commodities,NGF,2026-04-14,SELL,SHORT,2026-04-14T09:45:00-04:00,2026-04-14T09:50:00-04:00,2.621,2.619476,2.634082,2.568671,2.607918,2.594836,2.581753,2.568671,2.555589,0.008721,0.013082,2.630774,2.63121,2.637746,41.1941,-0.000502,-0.000128,19.1714,1181.0,1611.6,0.0,71.43,STRONG BEAR,38175,99998.49,577.71,4,29,2026-04-14T12:10:00-04:00,2.569185,TP4,1919.86,59.42,1860.44,1.8605,3.2204
BEST,9,4,equity,INFY_NS,2026-04-07,BUY,LONG,2026-04-07T09:50:00+05:30,2026-04-07T09:55:00+05:30,1311.199951,1311.562309,1304.73976,1337.040718,1317.660143,1324.120334,1330.580526,1337.040718,1343.500909,4.306794,6.460192,1306.794303,1306.620385,1306.75032,57.1755,-0.154798,-0.656979,24.4981,115233.0,158508.05,71.43,0.0,STRONG BULL,76,99678.74,538.35,4,21,2026-04-07T11:35:00+05:30,1336.773309,TP4,1916.04,60.38,1855.65,1.8616,3.4469
BEST,10,4,equity,ICICIBANK_NS,2026-04-06,BUY,LONG,2026-04-06T10:25:00+05:30,2026-04-06T10:30:00+05:30,1209.5,1209.841896,1203.65315,1232.887402,1215.34685,1221.193701,1227.040551,1232.887402,1238.734252,3.8979,5.84685,1207.747153,1207.551522,1206.410078,54.4844,0.40988,0.486421,19.4885,139086.0,459274.55,57.14,14.29,STRONG BULL,82,99207.04,527.22,4,46,2026-04-06T14:15:00+05:30,1232.640824,TP4,1869.51,60.09,1809.43,1.8239,3.432
WORST,1,4,commodities,CLF,2026-04-24,SELL,SHORT,2026-04-24T09:15:00-04:00,2026-04-24T09:20:00-04:00,94.669998,94.681057,95.609772,90.910903,93.730224,92.79045,91.850676,90.910903,89.971129,0.626516,0.939774,95.925928,95.973522,94.87,36.6801,0.066249,0.213125,19.8737,2268.0,3347.95,0.0,71.43,STRONG BEAR,1055,99888.52,999.97,0,22,2026-04-24T11:05:00-04:00,95.628894,STOP_LOSS,-999.97,60.23,-1060.2,-1.0614,-1.0602
WORST,2,4,commodities,CLF,2026-04-08,SELL,SHORT,2026-04-08T14:00:00-04:00,2026-04-08T14:05:00-04:00,94.360001,94.291136,95.257182,90.771274,93.462819,92.565637,91.668455,90.771274,89.874092,0.598121,0.897182,95.05744,95.150217,94.644368,39.5555,-0.206495,-0.262584,17.2764,4967.0,2746.65,14.29,71.43,STRONG BEAR,1015,95705.5,999.87,0,4,2026-04-08T14:20:00-04:00,95.276234,STOP_LOSS,-999.87,57.72,-1057.6,-1.1051,-1.0577
WORST,3,4,commodities,CLF,2026-03-31,SELL,SHORT,2026-03-31T12:40:00-04:00,2026-03-31T12:45:00-04:00,101.5,101.509693,102.617006,97.031975,100.382994,99.265987,98.148981,97.031975,95.914968,0.744671,1.117006,103.74779,103.946002,103.281078,25.889,-0.037357,0.231848,22.6793,27139.0,4135.35,0.0,85.71,STRONG BEAR,886,89937.59,999.26,0,1,2026-03-31T12:45:00-04:00,102.63753,STOP_LOSS,-999.26,54.26,-1053.53,-1.1714,-1.0543
WORST,4,4,commodities,CLF,2026-04-13,BUY,LONG,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,103.589996,103.600718,102.142239,109.381025,105.037753,106.48551,107.933267,109.381025,110.828782,0.965171,1.447757,97.596425,97.314625,103.589999,82.8133,0.005542,-0.461402,41.2565,1431.0,2922.65,71.43,14.29,STRONG BULL,676,70034.09,999.74,0,6,2026-04-13T09:45:00-04:00,102.121811,STOP_LOSS,-999.74,41.72,-1041.46,-1.4871,-1.0417
WORST,5,4,commodities,CLF,2026-04-06,SELL,SHORT,2026-04-06T10:20:00-04:00,2026-04-06T10:25:00-04:00,110.949997,110.927807,111.92345,107.056186,109.976544,109.003092,108.029639,107.056186,106.082734,0.648968,0.973453,111.72238,111.792343,112.10538,39.9699,0.040678,0.205255,16.6209,2283.0,1823.6,14.29,71.43,STRONG BEAR,901,99945.95,917.24,0,3,2026-04-06T10:35:00-04:00,111.945834,STOP_LOSS,-917.24,60.24,-977.49,-0.978,-1.0657
