market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,22,48,31.43,-6483.14,-92.62,1913.32,-1060.2,0.7754
commodities,GCF,59,19,40,32.2,-4102.28,-69.53,725.11,-428.18,0.5718
commodities,HGF,53,16,37,30.19,-5486.75,-103.52,531.62,-671.56,0.4134
commodities,NGF,71,15,56,21.13,-12443.87,-175.27,1312.89,-840.5,0.498
commodities,SIF,68,18,50,26.47,-10680.26,-157.06,1603.18,-842.43,0.5072
derivatives,CNXAUTO,43,15,28,34.88,-1004.39,-23.36,631.19,-515.96,0.8444
derivatives,CNXFMCG,56,13,43,23.21,-5598.85,-99.98,488.92,-507.65,0.3622
derivatives,CNXIT,53,18,35,33.96,-2574.27,-48.57,954.73,-485.55,0.7394
derivatives,NSEBANK,50,13,37,26.0,-2690.89,-53.82,276.61,-324.81,0.4583
derivatives,NSEI,49,14,35,28.57,-4095.36,-83.58,440.55,-444.75,0.4611
equity,BHARTIARTL_NS,56,18,38,32.14,-3568.35,-63.72,821.37,-608.74,0.6989
equity,HDFCBANK_NS,45,12,33,26.67,-5416.94,-120.38,778.48,-621.47,0.4951
equity,ICICIBANK_NS,51,14,37,27.45,-4652.84,-91.23,973.91,-598.15,0.5714
equity,INFY_NS,53,14,39,26.42,-6224.46,-117.44,1137.15,-682.44,0.5672
equity,ITC_NS,57,10,47,17.54,-8199.55,-143.85,625.8,-519.26,0.2796
equity,KOTAKBANK_NS,41,14,27,34.15,-1443.17,-35.2,708.36,-793.24,0.8306
equity,LT_NS,58,18,40,31.03,-4670.54,-80.53,1020.32,-741.48,0.6295
equity,RELIANCE_NS,55,15,40,27.27,-4759.95,-86.54,1061.53,-643.04,0.5635
equity,SBIN_NS,49,19,30,38.78,-1098.17,-22.41,795.56,-675.82,0.8859
equity,TCS_NS,44,15,29,34.09,-1736.04,-39.46,1137.89,-565.86,0.8144
