market,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,321,78,243,24.3,-44488.69,-138.59,3168.68,-1060.2,0.5435
derivatives,251,64,187,25.5,-10134.76,-40.38,1725.33,-515.96,0.7378
equity,509,136,373,26.72,-16820.78,-33.05,2724.74,-793.24,0.8503
