market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,31,39,44.29,-5238.11,-74.83,927.9,-1060.2,0.774
commodities,GCF,59,25,34,42.37,-4653.05,-78.87,441.73,-428.18,0.4528
commodities,HGF,53,22,31,41.51,-6073.51,-114.59,211.57,-671.56,0.2381
commodities,NGF,71,24,47,33.8,-13857.36,-195.17,606.44,-840.5,0.3818
commodities,SIF,68,23,45,33.82,-11552.24,-169.89,724.35,-842.43,0.4033
derivatives,CNXAUTO,43,20,23,46.51,-2224.0,-51.72,362.87,-515.96,0.5904
derivatives,CNXFMCG,56,24,32,42.86,-4671.96,-83.43,290.53,-507.65,0.3213
derivatives,CNXIT,53,22,31,41.51,-4834.79,-91.22,430.76,-485.55,0.4515
derivatives,NSEBANK,50,18,32,36.0,-3092.59,-61.85,174.58,-324.81,0.3095
derivatives,NSEI,49,22,27,44.9,-5032.36,-102.7,174.59,-444.75,0.2324
equity,BHARTIARTL_NS,56,22,34,39.29,-7188.39,-128.36,361.34,-608.74,0.3511
equity,HDFCBANK_NS,45,21,24,46.67,-3851.49,-85.59,469.18,-621.47,0.5506
equity,ICICIBANK_NS,51,17,34,33.33,-5990.53,-117.46,460.05,-598.15,0.4017
equity,INFY_NS,53,21,32,39.62,-7971.62,-150.41,537.9,-682.44,0.402
equity,ITC_NS,57,22,35,38.6,-6112.86,-107.24,280.06,-519.26,0.3005
equity,KOTAKBANK_NS,41,24,17,58.54,-639.62,-15.6,372.58,-793.24,0.8895
equity,LT_NS,58,24,34,41.38,-5619.98,-96.9,485.54,-741.48,0.4851
equity,RELIANCE_NS,55,24,31,43.64,-4598.17,-83.6,507.12,-643.04,0.512
equity,SBIN_NS,49,24,25,48.98,-2749.99,-56.12,485.17,-675.82,0.6616
equity,TCS_NS,44,20,24,45.45,-3222.2,-73.23,529.01,-565.86,0.5864
