market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,20,50,28.57,-9327.04,-133.24,3380.95,-1060.2,0.6867
commodities,GCF,59,17,42,28.81,-4348.18,-73.7,1557.61,-428.18,0.5531
commodities,HGF,53,14,39,26.42,-5774.97,-108.96,743.47,-671.56,0.4138
commodities,NGF,71,13,58,18.31,-15052.81,-212.01,1860.44,-840.5,0.4087
commodities,SIF,68,16,52,23.53,-7782.65,-114.45,2833.37,-842.43,0.6509
derivatives,CNXAUTO,43,13,30,30.23,-1564.86,-36.39,1040.79,-515.96,0.7623
derivatives,CNXFMCG,56,11,45,19.64,-4795.57,-85.64,955.56,-507.65,0.4726
derivatives,CNXIT,53,17,36,32.08,-583.28,-11.01,1363.45,-485.55,0.941
derivatives,NSEBANK,50,10,40,20.0,-2379.13,-47.58,484.04,-324.81,0.5611
derivatives,NSEI,49,13,36,26.53,-3122.31,-63.72,956.65,-444.75,0.5927
equity,BHARTIARTL_NS,56,17,39,30.36,-3710.77,-66.26,1431.91,-608.74,0.69
equity,HDFCBANK_NS,45,11,34,24.44,-4090.24,-90.89,1211.75,-621.47,0.6347
equity,ICICIBANK_NS,51,14,37,27.45,-697.47,-13.68,1809.43,-598.15,0.9358
equity,INFY_NS,53,13,40,24.53,-4569.28,-86.21,1855.65,-682.44,0.6843
equity,ITC_NS,57,10,47,17.54,-6613.43,-116.03,1067.69,-519.26,0.4189
equity,KOTAKBANK_NS,41,14,27,34.15,1917.15,46.76,1516.06,-793.24,1.2251
equity,LT_NS,58,14,44,24.14,-5175.33,-89.23,1707.18,-741.48,0.609
equity,RELIANCE_NS,55,13,42,23.64,-4322.83,-78.6,2170.34,-643.04,0.6256
equity,SBIN_NS,49,17,32,34.69,2452.76,50.06,1703.06,-675.82,1.2505
equity,TCS_NS,44,14,30,31.82,2257.66,51.31,1494.18,-565.86,1.2399
