date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,4,9,-1493.47,774.33,-2267.8,-2.2678,97732.2,-2267.8,-2.2678
2026-03-31,13,2,11,-836.69,766.0,-1602.73,-1.6399,96129.47,-3870.53,-3.8705
2026-04-01,54,21,33,-240.46,3054.97,-3295.38,-3.4281,92834.09,-7165.91,-7.1659
2026-04-02,36,16,20,9591.32,2101.5,7489.81,8.068,100323.9,0.0,0.0
2026-04-06,56,14,42,-3450.25,3310.0,-6760.23,-6.7384,93563.67,-6760.23,-6.7384
2026-04-07,76,19,57,-2687.97,4301.66,-6989.78,-7.4706,86573.89,-13750.01,-13.7056
2026-04-08,48,14,34,-2872.88,2818.68,-5691.55,-6.5742,80882.34,-19441.56,-19.3788
2026-04-09,56,17,39,5083.79,3189.73,1894.03,2.3417,82776.37,-17547.53,-17.4909
2026-04-10,73,16,57,-2853.43,4216.84,-7070.29,-8.5414,75706.08,-24617.82,-24.5383
2026-04-13,54,14,40,2983.28,3037.15,-53.9,-0.0712,75652.18,-24671.72,-24.5921
2026-04-14,9,1,8,339.83,539.23,-199.42,-0.2636,75452.76,-24871.14,-24.7908
2026-04-15,70,14,56,-5605.65,3863.13,-9468.76,-12.5493,65984.0,-34339.9,-34.229
2026-04-16,66,21,45,-761.37,3791.19,-4552.55,-6.8995,61431.45,-38892.45,-38.7669
2026-04-17,69,16,53,-3596.21,3929.24,-7525.38,-12.25,53906.07,-46417.83,-46.268
2026-04-20,25,2,23,-5959.31,1491.13,-7450.46,-13.8212,46455.61,-53868.29,-53.6944
2026-04-21,49,10,39,-574.06,2900.85,-3474.93,-7.4801,42980.68,-57343.22,-57.1581
2026-04-22,63,20,43,3781.38,3440.48,340.89,0.7931,43321.57,-57002.33,-56.8183
2026-04-23,66,12,54,-3087.54,3739.94,-6827.45,-15.7599,36494.12,-63829.78,-63.6237
2026-04-24,52,13,39,-4430.56,2870.29,-7300.85,-20.0056,29193.27,-71130.63,-70.901
2026-04-27,59,14,45,-1679.2,3352.51,-5031.75,-17.236,24161.52,-76162.38,-75.9165
2026-04-28,54,13,41,-1791.22,2982.99,-4774.17,-19.7594,19387.35,-80936.55,-80.6752
2026-04-29,20,8,12,4437.12,1107.03,3330.07,17.1765,22717.42,-77606.48,-77.3559
