market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,20,50,28.57,-7809.66,-111.57,3168.68,-1060.2,0.7377
commodities,GCF,59,16,43,27.12,-4872.41,-82.58,1840.44,-428.18,0.5148
commodities,HGF,53,14,39,26.42,-5454.72,-102.92,954.35,-671.56,0.4463
commodities,NGF,71,13,58,18.31,-17071.6,-240.45,1114.94,-840.5,0.3294
commodities,SIF,68,15,53,22.06,-9280.3,-136.47,2833.37,-842.43,0.5846
derivatives,CNXAUTO,43,13,30,30.23,-1011.54,-23.52,1324.26,-515.96,0.8463
derivatives,CNXFMCG,56,11,45,19.64,-4087.62,-72.99,1072.7,-507.65,0.5505
derivatives,CNXIT,53,17,36,32.08,18.46,0.35,1725.33,-485.55,1.0019
derivatives,NSEBANK,50,10,40,20.0,-2319.97,-46.4,617.5,-324.81,0.572
derivatives,NSEI,49,13,36,26.53,-2734.09,-55.8,1218.95,-444.75,0.6434
equity,BHARTIARTL_NS,56,17,39,30.36,-3204.72,-57.23,1818.76,-608.74,0.7322
equity,HDFCBANK_NS,45,11,34,24.44,-3242.43,-72.05,1542.69,-621.47,0.7104
equity,ICICIBANK_NS,51,14,37,27.45,734.7,14.41,1720.41,-598.15,1.0677
equity,INFY_NS,53,13,40,24.53,-5114.85,-96.51,1732.13,-682.44,0.6466
equity,ITC_NS,57,9,48,15.79,-6656.27,-116.78,1367.7,-519.26,0.4161
equity,KOTAKBANK_NS,41,14,27,34.15,1853.01,45.2,1814.01,-793.24,1.2175
equity,LT_NS,58,14,44,24.14,-4073.94,-70.24,2171.85,-741.48,0.6922
equity,RELIANCE_NS,55,13,42,23.64,-3358.82,-61.07,2724.74,-643.04,0.7091
equity,SBIN_NS,49,17,32,34.69,3665.17,74.8,2138.53,-675.82,1.3743
equity,TCS_NS,44,14,30,31.82,2577.37,58.58,1892.19,-565.86,1.2739
