trade_id,report_date,entry_date,exit_date,signal_timestamp,entry_timestamp,direction,entry_price_points,entry_ma,exit_candle_timestamp,exit_timestamp,exit_price_points,exit_reason,exit_ma,points_pnl,quantity_btc,entry_notional_usd,exit_notional_usd,gross_pnl_usd,trade_return_pct,cumulative_pnl_usd,equity_after_trade,holding_days,remarks
T00021,2025-05-18,2025-05-18,2025-05-18,2025-05-18 01:00:00+00:00,2025-05-18 02:00:00+00:00,LONG,103296.14,103209.43,2025-05-18 03:00:00+00:00,2025-05-18 04:00:00+00:00,103212.39,stop_loss_ma_touch,103212.39,-83.75,9.68090386,1000000.00,999189.22,-810.78,-0.0811,-28381.57,971618.43,0,
T00022,2025-05-18,2025-05-18,2025-05-18,2025-05-18 03:00:00+00:00,2025-05-18 04:00:00+00:00,LONG,103320.92,103203.70,2025-05-18 19:00:00+00:00,2025-05-18 20:00:00+00:00,103933.86,stop_loss_ma_touch,103933.86,612.94,9.67858203,1000000.00,1005932.39,5932.39,0.5932,-22449.18,977550.82,0,
T00023,2025-05-18,2025-05-18,2025-05-18,2025-05-18 19:00:00+00:00,2025-05-18 20:00:00+00:00,SHORT,103925.72,103964.59,2025-05-18 20:00:00+00:00,2025-05-18 21:00:00+00:00,103964.59,stop_loss_ma_touch,103964.59,-38.87,9.62225713,1000000.00,1000374.02,-374.02,-0.0374,-22823.20,977176.80,0,
T00024,2025-05-18,2025-05-18,2025-05-18,2025-05-18 20:00:00+00:00,2025-05-18 21:00:00+00:00,LONG,104112.36,103993.98,2025-05-18 22:00:00+00:00,2025-05-18 23:00:00+00:00,104033.31,stop_loss_ma_touch,104033.31,-79.05,9.60500751,1000000.00,999240.72,-759.28,-0.0759,-23582.47,976417.53,0,
T00025,2025-05-19,2025-05-18,2025-05-19,2025-05-18 22:00:00+00:00,2025-05-18 23:00:00+00:00,LONG,105971.10,104154.04,2025-05-19 03:00:00+00:00,2025-05-19 04:00:00+00:00,104497.38,stop_loss_ma_touch,104497.38,-1473.72,9.43653506,1000000.00,986093.19,-13906.81,-1.3907,-37489.28,962510.72,1,
T00026,2025-05-19,2025-05-19,2025-05-19,2025-05-19 03:00:00+00:00,2025-05-19 04:00:00+00:00,SHORT,103634.83,104510.46,2025-05-19 14:00:00+00:00,2025-05-19 15:00:00+00:00,104130.33,stop_loss_ma_touch,104130.33,-495.50,9.64926560,1000000.00,1004781.21,-4781.21,-0.4781,-42270.50,957729.50,0,
T00027,2025-05-20,2025-05-19,2025-05-20,2025-05-19 14:00:00+00:00,2025-05-19 15:00:00+00:00,LONG,104367.08,104091.88,2025-05-20 08:00:00+00:00,2025-05-20 09:00:00+00:00,104906.45,stop_loss_ma_touch,104906.45,539.37,9.58156537,1000000.00,1005168.01,5168.01,0.5168,-37102.49,962897.51,1,
T00028,2025-05-20,2025-05-20,2025-05-20,2025-05-20 08:00:00+00:00,2025-05-20 09:00:00+00:00,LONG,105256.88,104989.23,2025-05-20 10:00:00+00:00,2025-05-20 11:00:00+00:00,105081.87,stop_loss_ma_touch,105081.87,-175.01,9.50056661,1000000.00,998337.31,-1662.69,-0.1663,-38765.18,961234.82,0,
T00029,2025-05-20,2025-05-20,2025-05-20,2025-05-20 10:00:00+00:00,2025-05-20 11:00:00+00:00,SHORT,105052.06,105169.39,2025-05-20 11:00:00+00:00,2025-05-20 12:00:00+00:00,105169.39,stop_loss_ma_touch,105169.39,-117.33,9.51908987,1000000.00,1001116.87,-1116.87,-0.1117,-39882.06,960117.94,0,
T00030,2025-05-20,2025-05-20,2025-05-20,2025-05-20 11:00:00+00:00,2025-05-20 12:00:00+00:00,SHORT,105241.60,105263.66,2025-05-20 15:00:00+00:00,2025-05-20 16:00:00+00:00,105416.30,stop_loss_ma_touch,105416.30,-174.70,9.50194600,1000000.00,1001659.99,-1659.99,-0.1660,-41542.05,958457.95,0,
T00031,2025-05-20,2025-05-20,2025-05-20,2025-05-20 15:00:00+00:00,2025-05-20 16:00:00+00:00,SHORT,105379.12,105439.49,2025-05-20 16:00:00+00:00,2025-05-20 17:00:00+00:00,105439.49,stop_loss_ma_touch,105439.49,-60.37,9.48954594,1000000.00,1000572.88,-572.88,-0.0573,-42114.93,957885.07,0,
T00032,2025-05-20,2025-05-20,2025-05-20,2025-05-20 16:00:00+00:00,2025-05-20 17:00:00+00:00,SHORT,105242.22,105432.96,2025-05-20 17:00:00+00:00,2025-05-20 18:00:00+00:00,105432.96,stop_loss_ma_touch,105432.96,-190.74,9.50189002,1000000.00,1001812.39,-1812.39,-0.1812,-43927.32,956072.68,0,
T00033,2025-05-20,2025-05-20,2025-05-20,2025-05-20 17:00:00+00:00,2025-05-20 18:00:00+00:00,LONG,106249.57,105468.36,2025-05-20 18:00:00+00:00,2025-05-20 19:00:00+00:00,105468.36,stop_loss_ma_touch,105468.36,-781.21,9.41180280,1000000.00,992647.41,-7352.59,-0.7353,-51279.91,948720.09,0,
T00034,2025-05-20,2025-05-20,2025-05-20,2025-05-20 18:00:00+00:00,2025-05-20 19:00:00+00:00,SHORT,105314.65,105489.32,2025-05-20 19:00:00+00:00,2025-05-20 20:00:00+00:00,105489.32,stop_loss_ma_touch,105489.32,-174.67,9.49535511,1000000.00,1001658.55,-1658.55,-0.1659,-52938.47,947061.53,0,
T00035,2025-05-21,2025-05-20,2025-05-21,2025-05-20 19:00:00+00:00,2025-05-20 20:00:00+00:00,LONG,107086.17,105553.07,2025-05-20 23:00:00+00:00,2025-05-21 00:00:00+00:00,106883.24,end_of_data,105765.57,-202.93,9.33827403,1000000.00,998104.98,-1895.02,-0.1895,-54833.48,945166.52,1,
