date,status,trades,gap_events,long_trades,short_trades,stop_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,total_pnl_usd,average_pnl_usd,max_profit_usd,max_loss_usd,ending_equity,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct,remarks
2025-05-15,TRADED,5,0,3,2,5,0,0,1,4,0,-872.36,-174.47,199.09,-388.49,-8442.76,-1688.55,1931.82,-3761.27,991557.24,1,3,872.36,8442.76,0.8443,
2025-05-16,TRADED,7,0,5,2,7,0,0,1,6,0,-1224.10,-174.87,131.38,-475.40,-11759.27,-1679.90,1270.26,-4561.09,979797.98,1,5,1283.18,12329.78,1.2428,
2025-05-17,TRADED,5,0,2,3,5,0,0,2,3,0,-383.56,-76.71,59.59,-224.11,-3718.05,-743.61,576.43,-2175.23,976079.93,2,3,454.01,4399.19,0.4487,
2025-05-18,TRADED,7,0,4,3,7,0,0,1,6,0,34.25,4.89,612.94,-216.97,337.58,48.23,5932.39,-2098.19,976417.53,1,4,460.77,4461.50,0.4571,
2025-05-19,TRADED,2,0,1,1,2,0,0,0,2,0,-1969.22,-984.61,-495.50,-1473.72,-18688.02,-9344.01,-4781.21,-13906.81,957729.50,0,2,1969.22,18688.03,1.9139,
2025-05-20,TRADED,8,0,3,5,8,0,0,1,7,0,-1134.66,-141.83,539.37,-781.21,-10667.95,-1333.49,5168.01,-7352.59,947061.53,1,7,1674.03,15835.98,1.6446,
2025-05-21,TRADED,1,0,1,0,0,0,1,0,1,0,-202.93,-202.93,-202.93,-202.93,-1895.02,-1895.02,-1895.02,-1895.02,945166.52,0,1,202.93,1895.01,0.2001,
