sizing_method,trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
volatility_adjusted,1,2026-03-30T12:00:00-04:00,2026-03-30,commodities,CLF,1126.5,101126.5,0.0,0.0
volatility_adjusted,2,2026-03-30T15:20:00-04:00,2026-03-30,commodities,SIF,1153.81,102280.31,0.0,0.0
volatility_adjusted,3,2026-03-31T09:50:00-04:00,2026-03-31,commodities,GCF,324.98,102605.29,0.0,0.0
volatility_adjusted,4,2026-03-31T10:35:00-04:00,2026-03-31,commodities,CLF,-759.92,101845.37,-759.92,-0.7406
volatility_adjusted,5,2026-04-01T10:20:00+05:30,2026-04-01,equity,HDFCBANK_NS,-1059.69,100785.68,-1819.61,-1.7734
volatility_adjusted,6,2026-04-01T13:10:00+05:30,2026-04-01,derivatives,CNXAUTO,-576.01,100209.67,-2395.62,-2.3348
volatility_adjusted,7,2026-04-01T13:15:00+05:30,2026-04-01,derivatives,NSEI,-435.51,99774.16,-2831.13,-2.7592
volatility_adjusted,8,2026-04-01T15:20:00+05:30,2026-04-01,equity,BHARTIARTL_NS,978.5,100752.66,-1852.63,-1.8056
volatility_adjusted,9,2026-04-01T15:20:00+05:30,2026-04-01,equity,RELIANCE_NS,-393.1,100359.56,-2245.73,-2.1887
volatility_adjusted,10,2026-04-01T09:40:00-04:00,2026-04-01,commodities,SIF,-881.25,99478.31,-3126.98,-3.0476
volatility_adjusted,11,2026-04-01T10:00:00-04:00,2026-04-01,commodities,GCF,-377.03,99101.28,-3504.01,-3.415
volatility_adjusted,12,2026-04-02T13:35:00+05:30,2026-04-02,equity,SBIN_NS,-341.75,98759.53,-3845.76,-3.7481
volatility_adjusted,13,2026-04-02T13:35:00+05:30,2026-04-02,equity,TCS_NS,1875.04,100634.57,-1970.72,-1.9207
volatility_adjusted,14,2026-04-02T15:10:00+05:30,2026-04-02,equity,INFY_NS,1873.18,102507.75,-97.54,-0.0951
