rank_type,rank,sizing_method,market,instrument,session_date,setup,direction,first_candle_time,first_open,first_high,first_low,first_close,first_volume,gap_pct,signal_time,signal_close,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,atr_at_entry,slippage_points,quantity,equity_at_entry,risk_pct_budget,position_risk_amount,open_risk_before,portfolio_risk_limit,notional,open_notional_before,gross_exposure_limit,limiting_factor,sizing_note,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple,holding_candles,equity_after_exit
WORST,1,volatility_adjusted,equity,HDFCBANK_NS,2026-04-01,OPEN_EQUALS_LOW,LONG,2026-04-01T09:15:00+05:30,744.299988,752.150024,744.299988,752.049988,0.0,1.1002,2026-04-01T09:20:00+05:30,754.299988,2026-04-01T09:25:00+05:30,754.150012,744.151128,774.147781,2026-04-01T10:20:00+05:30,743.951128,STOP_LOSS,3.953574,0.2,99,101845.37,1.0,1009.69,0.0,6110.72,74660.85,0.0,305536.11,risk_budget,fixed_percent_risk,-1009.69,50.0,-1059.69,-1.4193,-1.0495,12,100785.68
WORST,2,volatility_adjusted,equity,KOTAKBANK_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,358.0,358.0,351.649994,351.700012,0.0,0.1539,2026-04-06T09:20:00+05:30,350.549988,2026-04-06T09:25:00+05:30,350.349988,358.0716,334.906763,2026-04-06T13:05:00+05:30,358.2716,STOP_LOSS,1.850002,0.2,127,100965.92,1.0,1006.04,986.54,6057.96,44494.45,67757.8,302897.76,risk_budget,fixed_percent_risk,-1006.04,50.0,-1056.04,-2.3734,-1.0497,45,98067.98
WORST,3,volatility_adjusted,equity,ICICIBANK_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1213.199951,1213.199951,1202.900024,1207.599976,0.0,-0.2467,2026-04-06T09:25:00+05:30,1201.599976,2026-04-06T09:30:00+05:30,1201.3,1213.442591,1177.014818,2026-04-06T11:45:00+05:30,1213.642591,STOP_LOSS,5.042847,0.2,81,100965.92,1.0,999.75,2995.89,6057.96,97305.3,166823.25,302897.76,risk_budget,fixed_percent_risk,-999.75,50.0,-1049.75,-1.0788,-1.05,28,99916.17
WORST,4,volatility_adjusted,commodities,HGF,2026-04-06,OPEN_EQUALS_LOW,LONG,2026-04-06T09:15:00-04:00,5.625,5.6325,5.625,5.6295,238.0,-0.3543,2026-04-06T09:20:00-04:00,5.633,2026-04-06T09:25:00-04:00,5.833,5.623875,6.25125,2026-04-06T09:25:00-04:00,5.423875,STOP_LOSS,0.008786,0.2,2410,98634.58,1.0,985.99,985.87,5918.07,14057.53,83205.6,295903.74,risk_budget,fixed_percent_risk,-985.99,50.0,-1035.99,-7.3697,-1.0507,1,97598.59
WORST,5,volatility_adjusted,commodities,CLF,2026-04-06,OPEN_EQUALS_LOW,LONG,2026-04-06T09:15:00-04:00,111.330002,111.889999,111.25,111.870003,2377.0,0.0090,2026-04-06T09:20:00-04:00,112.239998,2026-04-06T09:25:00-04:00,112.439998,111.307736,114.704522,2026-04-06T10:15:00-04:00,111.107736,STOP_LOSS,0.505715,0.2,740,98634.58,1.0,985.87,0.0,5918.07,83205.6,0.0,295903.74,risk_budget,fixed_percent_risk,-985.87,50.0,-1035.87,-1.245,-1.0507,11,96562.72
WORST,6,volatility_adjusted,equity,INFY_NS,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,1329.900024,1329.900024,1316.099976,1321.599976,0.0,-1.2035,2026-04-09T09:40:00+05:30,1315.199951,2026-04-09T09:45:00+05:30,1314.8,1330.166004,1284.067991,2026-04-09T12:55:00+05:30,1330.366004,STOP_LOSS,5.271423,0.2,63,98416.41,1.0,980.66,1959.45,5904.98,82832.4,180156.35,295249.23,risk_budget,fixed_percent_risk,-980.66,50.0,-1030.66,-1.2443,-1.051,39,97385.75
WORST,7,volatility_adjusted,equity,INFY_NS,2026-04-15,OPEN_EQUALS_LOW,LONG,2026-04-15T09:15:00+05:30,1302.599976,1314.0,1302.099976,1313.400024,0.0,2.0447,2026-04-15T09:20:00+05:30,1320.5,2026-04-15T09:25:00+05:30,1320.2,1302.339456,1355.921089,2026-04-15T11:35:00+05:30,1302.139456,STOP_LOSS,5.878584,0.2,54,98118.75,1.0,975.27,0.0,5887.12,71290.8,0.0,294356.25,risk_budget,fixed_percent_risk,-975.27,50.0,-1025.27,-1.4382,-1.0513,27,97093.48
WORST,8,volatility_adjusted,commodities,NGF,2026-04-15,OPEN_EQUALS_HIGH,SHORT,2026-04-15T09:15:00-04:00,2.607,2.607,2.594,2.595,664.0,0.1922,2026-04-15T09:25:00-04:00,2.593,2026-04-15T09:30:00-04:00,2.393,2.607522,1.963957,2026-04-15T10:35:00-04:00,2.807522,STOP_LOSS,0.009714,0.2,2328,96511.84,1.0,965.01,964.6,5790.71,5570.9,96365.88,289535.52,risk_budget,fixed_percent_risk,-965.01,50.0,-1015.01,-18.2198,-1.0518,14,94482.23
WORST,9,volatility_adjusted,commodities,CLF,2026-04-15,OPEN_EQUALS_HIGH,SHORT,2026-04-15T09:15:00-04:00,91.43,91.440002,91.129997,91.309998,1343.0,-0.2944,2026-04-15T09:25:00-04:00,90.959999,2026-04-15T09:30:00-04:00,90.740002,91.448286,89.323435,2026-04-15T09:55:00-04:00,91.648286,STOP_LOSS,0.417858,0.2,1062,96511.84,1.0,964.6,0.0,5790.71,96365.88,0.0,289535.52,risk_budget,fixed_percent_risk,-964.6,50.0,-1014.6,-1.0529,-1.0518,6,95497.24
WORST,10,volatility_adjusted,commodities,SIF,2026-04-17,OPEN_EQUALS_HIGH,SHORT,2026-04-17T09:15:00-04:00,82.150002,82.154999,81.720001,81.830002,1024.0,4.3241,2026-04-17T13:20:00-04:00,81.574997,2026-04-17T13:25:00-04:00,81.405003,82.166432,79.882147,2026-04-17T14:25:00-04:00,82.366432,STOP_LOSS,0.208213,0.2,984,94625.99,1.0,946.05,958.1,5677.56,80102.52,6702.7,283877.97,risk_budget,fixed_percent_risk,-946.05,50.0,-996.05,-1.2435,-1.0529,13,93629.94
