market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,4,1,3,25.0,-1740.01,-435.0,1126.5,-1072.05,0.393
commodities,GCF,5,2,3,40.0,-199.08,-39.82,383.45,-377.03,0.7806
commodities,HGF,1,0,1,0.0,-1034.76,-1034.76,-1034.76,-1034.76,0.0
commodities,NGF,1,0,1,0.0,-879.06,-879.06,-879.06,-879.06,0.0
commodities,SIF,3,2,1,66.67,1404.09,468.03,1153.81,-881.25,2.5933
derivatives,CNXAUTO,1,0,1,0.0,-576.01,-576.01,-576.01,-576.01,0.0
derivatives,NSEI,2,1,1,50.0,-163.71,-81.85,271.8,-435.51,0.6241
equity,BHARTIARTL_NS,2,1,1,50.0,586.5,293.25,978.5,-392.0,2.4962
equity,HDFCBANK_NS,3,1,2,33.33,-1528.14,-509.38,323.7,-1059.69,0.1748
equity,ICICIBANK_NS,1,0,1,0.0,-1049.75,-1049.75,-1049.75,-1049.75,0.0
equity,INFY_NS,1,1,0,100.0,1873.18,1873.18,1873.18,1873.18,inf
equity,KOTAKBANK_NS,1,0,1,0.0,-1056.04,-1056.04,-1056.04,-1056.04,0.0
equity,LT_NS,1,0,1,0.0,-258.0,-258.0,-258.0,-258.0,0.0
equity,RELIANCE_NS,3,1,2,33.33,274.6,91.53,958.6,-393.1,1.4015
equity,SBIN_NS,1,0,1,0.0,-341.75,-341.75,-341.75,-341.75,0.0
equity,TCS_NS,1,1,0,100.0,1875.04,1875.04,1875.04,1875.04,inf
