sizing_method,trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
fixed_fractional,1,2026-03-30T12:00:00-04:00,2026-03-30,commodities,CLF,1126.5,101126.5,0.0,0.0
fixed_fractional,2,2026-03-30T15:20:00-04:00,2026-03-30,commodities,SIF,1153.81,102280.31,0.0,0.0
fixed_fractional,3,2026-03-31T09:50:00-04:00,2026-03-31,commodities,GCF,324.98,102605.29,0.0,0.0
fixed_fractional,4,2026-03-31T10:35:00-04:00,2026-03-31,commodities,CLF,-759.92,101845.37,-759.92,-0.7406
fixed_fractional,5,2026-04-01T10:20:00+05:30,2026-04-01,equity,HDFCBANK_NS,-1059.69,100785.68,-1819.61,-1.7734
fixed_fractional,6,2026-04-01T13:10:00+05:30,2026-04-01,derivatives,CNXAUTO,-576.01,100209.67,-2395.62,-2.3348
fixed_fractional,7,2026-04-01T13:15:00+05:30,2026-04-01,derivatives,NSEI,-435.51,99774.16,-2831.13,-2.7592
fixed_fractional,8,2026-04-01T15:20:00+05:30,2026-04-01,equity,BHARTIARTL_NS,978.5,100752.66,-1852.63,-1.8056
fixed_fractional,9,2026-04-01T15:20:00+05:30,2026-04-01,equity,RELIANCE_NS,-393.1,100359.56,-2245.73,-2.1887
fixed_fractional,10,2026-04-01T09:40:00-04:00,2026-04-01,commodities,SIF,-881.25,99478.31,-3126.98,-3.0476
fixed_fractional,11,2026-04-01T10:00:00-04:00,2026-04-01,commodities,GCF,-377.03,99101.28,-3504.01,-3.415
fixed_fractional,12,2026-04-02T13:35:00+05:30,2026-04-02,equity,SBIN_NS,-341.75,98759.53,-3845.76,-3.7481
fixed_fractional,13,2026-04-02T13:35:00+05:30,2026-04-02,equity,TCS_NS,1875.04,100634.57,-1970.72,-1.9207
fixed_fractional,14,2026-04-02T15:10:00+05:30,2026-04-02,equity,INFY_NS,1873.18,102507.75,-97.54,-0.0951
fixed_fractional,15,2026-04-02T15:20:00+05:30,2026-04-02,equity,RELIANCE_NS,-290.9,102216.85,-388.44,-0.3786
fixed_fractional,16,2026-04-02T09:40:00-04:00,2026-04-02,commodities,CLF,-1072.05,101144.8,-1460.49,-1.4234
fixed_fractional,17,2026-04-02T09:40:00-04:00,2026-04-02,commodities,GCF,-305.69,100839.11,-1766.18,-1.7213
fixed_fractional,18,2026-04-06T11:45:00+05:30,2026-04-06,equity,ICICIBANK_NS,-1049.75,99789.36,-2815.93,-2.7444
fixed_fractional,19,2026-04-06T12:25:00+05:30,2026-04-06,equity,HDFCBANK_NS,-792.15,98997.21,-3608.08,-3.5165
fixed_fractional,20,2026-04-06T13:05:00+05:30,2026-04-06,equity,KOTAKBANK_NS,-1056.04,97941.17,-4664.12,-4.5457
fixed_fractional,21,2026-04-06T15:20:00+05:30,2026-04-06,equity,BHARTIARTL_NS,-392.0,97549.17,-5056.12,-4.9277
fixed_fractional,22,2026-04-06T15:20:00+05:30,2026-04-06,equity,RELIANCE_NS,958.6,98507.77,-4097.52,-3.9935
fixed_fractional,23,2026-04-06T09:25:00-04:00,2026-04-06,commodities,HGF,-1034.76,97473.01,-5132.28,-5.002
fixed_fractional,24,2026-04-06T10:15:00-04:00,2026-04-06,commodities,CLF,-1034.54,96438.47,-6166.82,-6.0102
fixed_fractional,25,2026-04-06T11:30:00-04:00,2026-04-06,commodities,GCF,-224.79,96213.68,-6391.61,-6.2293
fixed_fractional,26,2026-04-06T15:20:00-04:00,2026-04-06,commodities,NGF,-879.06,95334.62,-7270.67,-7.0861
fixed_fractional,27,2026-04-07T10:00:00-04:00,2026-04-07,commodities,GCF,383.45,95718.07,-6887.22,-6.7123
fixed_fractional,28,2026-04-07T10:05:00-04:00,2026-04-07,commodities,SIF,1131.53,96849.6,-5755.69,-5.6095
fixed_fractional,29,2026-04-08T15:20:00+05:30,2026-04-08,derivatives,NSEI,271.8,97121.4,-5483.89,-5.3446
fixed_fractional,30,2026-04-08T15:20:00+05:30,2026-04-08,equity,HDFCBANK_NS,323.7,97445.1,-5160.19,-5.0292
fixed_fractional,31,2026-04-08T15:20:00+05:30,2026-04-08,equity,LT_NS,-258.0,97187.1,-5418.19,-5.2806
fixed_fractional,32,2026-04-08T10:30:00-04:00,2026-04-08,commodities,SIF,1102.32,98289.42,-4315.87,-4.2063
fixed_fractional,33,2026-04-09T12:55:00+05:30,2026-04-09,equity,INFY_NS,-1030.66,97258.76,-5346.53,-5.2108
fixed_fractional,34,2026-04-09T15:20:00+05:30,2026-04-09,equity,HDFCBANK_NS,617.8,97876.56,-4728.73,-4.6087
fixed_fractional,35,2026-04-09T15:20:00+05:30,2026-04-09,equity,ITC_NS,-672.0,97204.56,-5400.73,-5.2636
fixed_fractional,36,2026-04-09T15:20:00+05:30,2026-04-09,equity,RELIANCE_NS,147.8,97352.36,-5252.93,-5.1196
fixed_fractional,37,2026-04-09T10:30:00-04:00,2026-04-09,commodities,SIF,-764.33,96588.03,-6017.26,-5.8645
fixed_fractional,38,2026-04-09T15:20:00-04:00,2026-04-09,commodities,NGF,-902.26,95685.77,-6919.52,-6.7438
fixed_fractional,39,2026-04-10T09:25:00+05:30,2026-04-10,equity,BHARTIARTL_NS,-339.37,95346.4,-7258.89,-7.0746
fixed_fractional,40,2026-04-10T15:20:00+05:30,2026-04-10,derivatives,NSEBANK,253.25,95599.65,-7005.64,-6.8278
fixed_fractional,41,2026-04-10T15:20:00+05:30,2026-04-10,equity,ICICIBANK_NS,1109.2,96708.85,-5896.44,-5.7467
fixed_fractional,42,2026-04-10T15:20:00+05:30,2026-04-10,equity,INFY_NS,572.2,97281.05,-5324.24,-5.1891
fixed_fractional,43,2026-04-10T15:20:00+05:30,2026-04-10,equity,LT_NS,254.3,97535.35,-5069.94,-4.9412
fixed_fractional,44,2026-04-10T09:40:00-04:00,2026-04-10,commodities,SIF,-870.75,96664.6,-5940.69,-5.7898
fixed_fractional,45,2026-04-10T15:20:00-04:00,2026-04-10,commodities,GCF,-188.0,96476.6,-6128.69,-5.9731
fixed_fractional,46,2026-04-13T10:55:00-04:00,2026-04-13,commodities,SIF,-749.02,95727.58,-6877.71,-6.7031
fixed_fractional,47,2026-04-14T09:30:00-04:00,2026-04-14,commodities,GCF,-260.16,95467.42,-7137.87,-6.9566
fixed_fractional,48,2026-04-14T10:05:00-04:00,2026-04-14,commodities,CLF,1410.99,96878.41,-5726.88,-5.5815
fixed_fractional,49,2026-04-14T13:40:00-04:00,2026-04-14,commodities,SIF,1104.77,97983.18,-4622.11,-4.5047
fixed_fractional,50,2026-04-15T11:35:00+05:30,2026-04-15,equity,INFY_NS,-1025.27,96957.91,-5647.38,-5.504
