date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,5,8,-1484.42,0.0,-1484.42,-1.4844,98515.58,-1484.42,-1.4844
2026-03-31,13,5,8,275.32,0.0,275.32,0.2795,98790.9,-1209.1,-1.2091
2026-04-01,54,30,24,4530.93,0.0,4530.93,4.5864,103321.83,0.0,0.0
2026-04-02,36,19,17,628.98,0.0,628.98,0.6088,103950.81,0.0,0.0
2026-04-06,56,20,36,-7059.39,0.0,-7059.39,-6.7911,96891.42,-7059.39,-6.7911
2026-04-07,76,30,46,-2822.52,0.0,-2822.52,-2.9131,94068.9,-9881.91,-9.5063
2026-04-08,48,16,32,-4063.62,0.0,-4063.62,-4.3198,90005.28,-13945.53,-13.4155
2026-04-09,56,27,29,2333.54,0.0,2333.54,2.5927,92338.82,-11611.99,-11.1707
2026-04-10,73,35,38,1085.62,0.0,1085.62,1.1757,93424.44,-10526.37,-10.1263
2026-04-13,54,26,28,-774.24,0.0,-774.24,-0.8287,92650.2,-11300.61,-10.8711
2026-04-14,9,2,7,-799.08,0.0,-799.08,-0.8625,91851.12,-12099.69,-11.6398
2026-04-15,70,30,40,813.78,0.0,813.78,0.886,92664.9,-11285.91,-10.857
2026-04-16,66,35,31,2286.12,0.0,2286.12,2.4671,94951.02,-8999.79,-8.6577
2026-04-17,69,25,44,-2825.08,0.0,-2825.08,-2.9753,92125.94,-11824.87,-11.3754
2026-04-20,25,7,18,-3917.09,0.0,-3917.09,-4.2519,88208.85,-15741.96,-15.1437
2026-04-21,49,24,25,2265.7,0.0,2265.7,2.5686,90474.55,-13476.26,-12.9641
2026-04-22,63,31,32,3621.42,0.0,3621.42,4.0027,94095.97,-9854.84,-9.4803
2026-04-23,66,28,38,-1233.19,0.0,-1233.19,-1.3106,92862.78,-11088.03,-10.6666
2026-04-24,52,28,24,1470.38,0.0,1470.38,1.5834,94333.16,-9617.65,-9.2521
2026-04-27,59,24,35,-1877.92,0.0,-1877.92,-1.9907,92455.24,-11495.57,-11.0587
2026-04-28,54,27,27,-608.74,0.0,-608.74,-0.6584,91846.5,-12104.31,-11.6443
2026-04-29,20,12,8,1612.88,0.0,1612.88,1.7561,93459.38,-10491.43,-10.0927
