market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,21,49,30.0,-953.32,-13.62,3267.0,-999.28,0.9619
commodities,GCF,59,21,38,35.59,879.38,14.9,1938.3,-332.12,1.1441
commodities,HGF,53,19,34,35.85,-156.63,-2.96,1053.64,-571.97,0.9745
commodities,NGF,71,17,54,23.94,-9977.65,-140.53,1214.11,-741.05,0.4991
commodities,SIF,68,22,46,32.35,-2480.12,-36.47,2936.9,-741.5,0.8577
derivatives,CNXAUTO,43,19,24,44.19,2514.17,58.47,1419.65,-419.5,1.5783
derivatives,CNXFMCG,56,17,39,30.36,366.32,6.54,1165.4,-414.9,1.0641
derivatives,CNXIT,53,20,33,37.74,4939.62,93.2,1815.14,-391.36,1.7401
derivatives,NSEBANK,50,12,38,24.0,447.13,8.94,668.19,-270.18,1.1356
derivatives,NSEI,49,18,31,36.73,1936.64,39.52,1310.19,-351.29,1.4312
equity,BHARTIARTL_NS,56,18,38,32.14,2356.11,42.07,1918.41,-509.61,1.2877
equity,HDFCBANK_NS,45,14,31,31.11,1239.03,27.53,1641.56,-522.04,1.1577
equity,ICICIBANK_NS,51,14,37,27.45,5801.84,113.76,1820.01,-498.0,1.8081
equity,INFY_NS,53,16,37,30.19,154.8,2.92,1832.0,-582.26,1.0146
equity,ITC_NS,57,13,44,22.81,-963.83,-16.91,1468.32,-419.08,0.8593
equity,KOTAKBANK_NS,41,16,25,39.02,5943.6,144.97,1914.91,-692.99,2.0021
equity,LT_NS,58,16,42,27.59,1590.91,27.43,2270.31,-644.93,1.1761
equity,RELIANCE_NS,55,17,38,30.91,2113.62,38.43,2822.44,-543.99,1.277
equity,SBIN_NS,49,19,30,38.78,8541.65,174.32,2239.39,-575.92,2.2746
equity,TCS_NS,44,17,27,38.64,6905.8,156.95,1989.06,-468.11,2.0437
