market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,21,49,30.0,-2471.07,-35.3,3479.16,-999.28,0.9012
commodities,GCF,59,22,37,37.29,1403.06,23.78,1655.33,-332.12,1.2384
commodities,HGF,53,19,34,35.85,-476.87,-9.0,842.91,-571.97,0.9224
commodities,NGF,71,17,54,23.94,-7960.27,-112.12,1959.07,-741.05,0.6004
commodities,SIF,68,22,46,32.35,-980.49,-14.42,2936.9,-741.5,0.9437
derivatives,CNXAUTO,43,19,24,44.19,1960.86,45.6,1136.04,-419.5,1.451
derivatives,CNXFMCG,56,17,39,30.36,-341.98,-6.11,1049.1,-414.9,0.9402
derivatives,CNXIT,53,20,33,37.74,4337.32,81.84,1453.07,-391.36,1.6499
derivatives,NSEBANK,50,12,38,24.0,387.8,7.76,534.66,-270.18,1.1176
derivatives,NSEI,49,18,31,36.73,1547.98,31.59,1047.76,-351.29,1.3447
equity,BHARTIARTL_NS,56,18,38,32.14,1849.82,33.03,1531.37,-509.61,1.2258
equity,HDFCBANK_NS,45,14,31,31.11,391.34,8.7,1310.79,-522.04,1.0498
equity,ICICIBANK_NS,51,14,37,27.45,4369.52,85.68,1909.57,-498.0,1.6086
equity,INFY_NS,53,16,37,30.19,700.65,13.22,1956.29,-582.26,1.0661
equity,ITC_NS,57,13,44,22.81,-920.8,-16.15,1168.16,-419.08,0.8656
equity,KOTAKBANK_NS,41,16,25,39.02,6007.01,146.51,1615.14,-692.99,2.0128
equity,LT_NS,58,16,42,27.59,489.3,8.44,1805.52,-644.93,1.0542
equity,RELIANCE_NS,55,17,38,30.91,1149.69,20.9,2268.32,-543.99,1.1507
equity,SBIN_NS,49,19,30,38.78,7328.9,149.57,1803.27,-575.92,2.0936
equity,TCS_NS,44,17,27,38.64,6586.22,149.69,1591.24,-468.11,1.9954
