date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,4,9,-760.12,0.0,-760.12,-0.7601,99239.88,-760.12,-0.7601
2026-03-31,13,2,11,-1131.39,0.0,-1131.39,-1.1401,98108.49,-1891.51,-1.8915
2026-04-01,54,21,33,1891.07,0.0,1891.07,1.9275,99999.56,-0.44,-0.0004
2026-04-02,36,17,19,6956.99,0.0,6956.99,6.957,106956.55,0.0,0.0
2026-04-06,56,17,39,-3821.45,0.0,-3821.45,-3.5729,103135.1,-3821.45,-3.5729
2026-04-07,76,21,55,603.4,0.0,603.4,0.5851,103738.5,-3218.05,-3.0087
2026-04-08,48,15,33,-1674.88,0.0,-1674.88,-1.6145,102063.62,-4892.93,-4.5747
2026-04-09,56,21,35,8563.43,0.0,8563.43,8.3903,110627.05,0.0,0.0
2026-04-10,73,23,50,145.54,0.0,145.54,0.1316,110772.59,0.0,0.0
2026-04-13,54,19,35,3883.02,0.0,3883.02,3.5054,114655.61,0.0,0.0
2026-04-14,9,2,7,199.54,0.0,199.54,0.174,114855.15,0.0,0.0
2026-04-15,70,20,50,-3399.17,0.0,-3399.17,-2.9595,111455.98,-3399.17,-2.9595
2026-04-16,66,25,41,2190.1,0.0,2190.1,1.965,113646.08,-1209.07,-1.0527
2026-04-17,69,20,49,-797.55,0.0,-797.55,-0.7018,112848.53,-2006.62,-1.7471
2026-04-20,25,5,20,-4965.05,0.0,-4965.05,-4.3997,107883.48,-6971.67,-6.07
2026-04-21,49,14,35,415.28,0.0,415.28,0.3849,108298.76,-6556.39,-5.7084
2026-04-22,63,23,40,7651.89,0.0,7651.89,7.0655,115950.65,0.0,0.0
2026-04-23,66,16,50,-888.31,0.0,-888.31,-0.7661,115062.34,-888.31,-0.7661
2026-04-24,52,17,35,-684.14,0.0,-684.14,-0.5946,114378.2,-1572.45,-1.3561
2026-04-27,59,18,41,-239.17,0.0,-239.17,-0.2091,114139.03,-1811.62,-1.5624
2026-04-28,54,17,37,518.64,0.0,518.64,0.4544,114657.67,-1292.98,-1.1151
2026-04-29,20,11,9,3977.17,0.0,3977.17,3.4687,118634.84,0.0,0.0
