market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,21,49,30.0,385.9,5.51,3031.08,-999.28,1.0154
commodities,GCF,59,22,37,37.29,1379.26,23.38,1238.87,-332.12,1.2343
commodities,HGF,53,19,34,35.85,-1272.03,-24.0,632.18,-571.97,0.7931
commodities,NGF,71,17,54,23.94,-8184.68,-115.28,1501.26,-741.05,0.5891
commodities,SIF,68,23,45,33.82,-1945.74,-28.61,2585.12,-741.5,0.8858
derivatives,CNXAUTO,43,19,24,44.19,3094.38,71.96,1013.53,-419.5,1.7118
derivatives,CNXFMCG,56,17,39,30.36,-1064.8,-19.01,877.39,-414.9,0.8137
derivatives,CNXIT,53,20,33,37.74,4112.43,77.59,1570.37,-391.36,1.6162
derivatives,NSEBANK,50,12,38,24.0,-99.57,-1.99,428.58,-270.18,0.9698
derivatives,NSEI,49,18,31,36.73,1447.42,29.54,798.69,-351.29,1.3223
equity,BHARTIARTL_NS,56,18,38,32.14,3472.77,62.01,1270.61,-509.61,1.424
equity,HDFCBANK_NS,45,14,31,31.11,-58.38,-1.3,1301.53,-522.04,0.9926
equity,ICICIBANK_NS,51,14,37,27.45,2789.38,54.69,1610.01,-498.0,1.3885
equity,INFY_NS,53,16,37,30.19,985.56,18.6,1859.54,-582.26,1.093
equity,ITC_NS,57,13,44,22.81,-1751.81,-30.73,867.99,-419.08,0.7444
equity,KOTAKBANK_NS,41,16,25,39.02,4592.74,112.02,1211.35,-692.99,1.7743
equity,LT_NS,58,16,42,27.59,85.31,1.47,1365.39,-644.93,1.0094
equity,RELIANCE_NS,55,17,38,30.91,70.88,1.29,1714.19,-543.99,1.0093
equity,SBIN_NS,49,19,30,38.78,5507.59,112.4,1343.87,-575.92,1.8218
equity,TCS_NS,44,17,27,38.64,5088.23,115.64,1365.0,-468.11,1.769
