period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2022-03,31,0,2,0,483,0,247,236,422,61,0,0,14,15,0,-4637.05,-159.90,-110603.60,-3813.92,605186.01,2022-03-03,1078.27,24590.14,2022-03-02,-2014.28,-45753.65,4,4,4646.37,111450.18,15.5702
2022-04,30,0,4,0,313,0,173,140,273,40,0,0,10,16,0,-3159.57,-121.52,-72218.05,-2777.62,532968.01,2022-04-30,1272.24,33036.02,2022-04-07,-1597.07,-36678.82,4,7,5958.03,142956.42,23.6219
2022-05,31,1,1,0,378,0,203,175,325,53,0,0,14,15,0,-2486.85,-85.75,-84573.57,-2916.33,448394.45,2022-05-15,1089.05,36601.19,2022-05-26,-1237.75,-41863.48,4,5,3074.39,101586.89,18.4710
2022-06,30,0,1,0,260,0,131,129,213,47,0,0,10,19,0,-288.55,-9.95,-16299.99,-562.07,432094.43,2022-06-21,471.87,22872.17,2022-06-17,-432.33,-20694.09,2,6,1187.56,57262.69,12.1434
2022-07,31,0,1,0,324,0,178,146,268,56,0,0,13,17,0,118.91,3.96,8866.04,295.53,440960.46,2022-07-13,746.48,37970.84,2022-07-01,-594.19,-30717.43,3,4,1614.53,70904.09,15.3487
2022-08,31,1,1,0,405,0,204,201,343,62,0,0,12,17,0,-508.64,-17.54,-31013.76,-1069.44,409946.76,2022-08-15,944.60,38777.00,2022-08-02,-728.29,-31596.29,3,4,1573.92,74094.37,15.3075
2022-09,30,0,0,0,379,0,207,172,320,59,0,0,14,16,0,-15.79,-0.53,587.76,19.59,410534.48,2022-09-12,515.75,23771.22,2022-09-11,-527.94,-24466.42,3,3,1170.46,56987.82,12.7758
2022-10,31,1,2,0,403,0,184,219,346,57,0,0,17,11,0,79.97,2.86,3773.26,134.76,414307.76,2022-10-10,421.64,21784.27,2022-10-12,-449.99,-23570.35,6,4,879.86,44995.45,10.7896
2022-11,30,0,1,0,400,0,200,200,342,58,0,0,14,15,0,48.59,1.68,8515.54,293.64,422823.25,2022-11-15,474.59,28654.97,2022-11-03,-488.10,-24064.63,4,4,1165.08,57116.59,13.7860
2022-12,31,0,0,0,503,0,247,256,439,64,0,0,12,19,0,-1109.95,-35.80,-66321.18,-2139.39,356501.94,2022-12-13,260.42,15266.26,2022-12-21,-229.25,-13619.79,4,6,1180.31,70557.04,16.6871
2023-01,31,0,2,0,392,0,215,177,325,67,0,0,13,16,0,58.46,2.02,3795.13,130.87,360297.09,2023-01-29,667.98,28880.24,2023-01-23,-518.45,-22749.47,3,5,1045.35,45846.74,12.4244
2023-02,28,0,0,0,277,0,131,146,223,54,0,0,15,13,0,3682.35,131.51,153223.52,5472.27,513520.55,2023-02-21,1502.94,60761.62,2023-02-01,-434.88,-18873.72,5,5,919.75,39475.22,10.9563
2023-03,31,0,3,0,391,1,189,202,343,47,1,0,13,15,0,-1270.15,-45.36,-49807.60,-1778.84,463712.91,2023-03-08,484.05,21781.85,2023-03-18,-648.48,-23700.01,3,5,1795.07,69369.47,13.3518
2023-04,30,0,1,0,378,0,195,183,317,61,0,0,14,15,0,475.23,16.39,15767.67,543.71,479480.54,2023-04-20,553.02,19138.22,2023-04-28,-447.32,-15269.71,6,3,1351.30,47307.54,8.9804
2023-05,31,1,0,0,328,1,169,159,275,52,1,0,15,15,0,-369.76,-12.33,-12735.96,-424.53,466744.60,2023-05-11,815.06,29549.11,2023-05-09,-619.36,-22379.76,4,3,1706.21,60747.78,12.3481
2023-06,30,0,1,0,411,0,223,188,349,62,0,0,12,17,0,-1475.10,-50.87,-55096.03,-1899.86,411648.65,2023-06-02,518.65,19215.74,2023-06-11,-604.31,-23413.86,3,4,2950.08,105458.03,21.7437
2023-07,31,0,0,0,443,0,241,202,369,74,0,0,11,20,0,202.80,6.54,5590.27,180.33,417238.91,2023-07-13,682.70,22355.47,2023-07-19,-460.61,-15366.07,2,5,1340.99,44738.67,9.6842
2023-08,31,0,2,0,377,0,195,182,311,66,0,0,14,15,0,177.29,6.11,4328.90,149.27,421567.92,2023-08-01,433.57,14855.03,2023-08-21,-376.96,-14453.62,4,5,884.06,33036.70,7.5235
2023-09,30,1,0,0,483,0,231,252,404,79,0,0,8,21,0,-2128.17,-73.39,-80368.85,-2771.34,341199.12,2023-09-14,713.36,27236.43,2023-09-06,-520.10,-20219.43,2,5,2437.64,92049.88,21.8351
2023-10,31,1,0,0,392,0,204,188,322,70,0,0,16,14,0,866.76,28.89,32750.37,1091.68,373949.49,2023-10-11,1082.44,39647.85,2023-10-25,-751.51,-22097.97,3,2,954.24,28154.97,7.1704
2023-11,30,0,0,0,435,0,225,210,361,74,0,0,14,16,0,-348.89,-11.63,-11514.94,-383.83,362434.53,2023-11-21,1013.61,27297.64,2023-11-01,-943.71,-27395.64,3,4,1806.74,50809.65,13.5873
2023-12,31,0,1,0,331,0,170,161,262,69,0,0,17,13,0,839.26,27.98,23050.63,768.35,385485.11,2023-12-13,997.05,24089.57,2023-12-19,-766.96,-18022.25,4,4,1939.93,46036.23,10.9349
2024-01,31,0,0,0,467,0,253,214,395,72,0,0,13,18,0,-1764.72,-56.93,-38579.00,-1244.48,346906.14,2024-01-22,1079.95,26191.62,2024-01-13,-1031.38,-23998.06,3,3,3201.62,73204.34,18.3367
2024-02,29,0,2,1,349,1,167,182,285,64,0,0,12,14,0,63.96,2.46,-9645.91,-371.00,337260.10,2024-02-29,1004.01,16309.66,2024-02-16,-1438.65,-27635.14,6,4,3588.04,76267.45,21.9850
2024-03,31,0,1,0,333,0,174,159,281,52,0,0,16,14,0,1188.46,39.62,14191.16,473.04,351451.18,2024-03-15,1850.59,26170.27,2024-03-07,-1963.70,-29690.64,5,4,4396.15,65081.33,18.9081
2024-04,30,0,0,0,365,0,182,183,315,50,0,0,15,15,0,-6295.29,-209.84,-96063.63,-3202.12,255387.60,2024-04-10,2449.38,35355.79,2024-04-03,-1991.12,-30210.80,4,4,8479.80,129868.78,36.4071
2024-05,31,2,0,0,340,1,174,166,277,63,0,0,15,14,0,2820.22,97.25,47174.20,1626.70,302561.83,2024-05-09,1876.73,30352.85,2024-05-07,-1458.76,-22922.77,4,3,2122.20,34004.99,11.9169
2024-06,30,0,0,0,404,0,220,184,338,66,0,0,12,18,0,94.19,3.14,5921.55,197.38,308483.39,2024-06-27,1169.10,19022.89,2024-06-02,-956.31,-14110.61,3,7,3895.85,55486.90,18.3390
2024-07,31,0,2,0,305,0,154,151,244,61,0,0,16,13,0,8148.01,280.97,143928.48,4963.05,452411.79,2024-07-09,2553.93,44992.52,2024-07-31,-2009.40,-30313.80,5,5,5205.71,79190.14,15.8362
2024-08,31,0,1,0,322,0,175,147,264,58,0,0,14,16,0,1242.72,41.42,18731.20,624.37,471142.97,2024-08-29,1431.73,24014.83,2024-08-09,-2419.97,-39964.83,4,4,3710.84,60998.30,12.8990
2024-09,30,2,0,0,343,0,171,172,282,61,0,0,15,13,0,2636.36,94.16,45067.23,1609.54,516210.25,2024-09-09,1379.63,25207.58,2024-09-12,-1515.27,-26230.63,6,3,2838.42,49036.54,9.2994
2024-10,31,1,1,0,360,1,170,190,291,68,1,0,16,13,0,8296.96,286.10,128499.10,4431.00,644709.24,2024-10-16,1943.77,29016.97,2024-10-22,-1498.22,-22299.40,3,2,1498.22,22299.41,3.5028
2024-11,30,0,1,0,405,0,202,203,336,69,0,0,12,17,0,-3113.70,-107.37,-30169.44,-1040.33,614539.75,2024-11-21,3034.29,32016.69,2024-11-13,-2370.54,-26935.22,3,3,7480.97,84132.29,12.5626
2024-12,31,0,0,0,399,0,189,210,330,69,0,0,12,19,0,-2842.60,-91.70,-31317.63,-1010.25,583222.10,2024-12-18,5497.13,52159.94,2024-12-07,-2860.79,-28709.60,2,5,9181.13,92079.20,14.2342
2025-01,31,1,2,0,368,0,186,182,303,65,0,0,12,16,0,-4630.05,-165.36,-42831.65,-1529.70,540390.55,2025-01-09,2267.31,23952.47,2025-01-18,-3772.19,-36357.91,2,4,7092.26,68666.01,11.2742
2025-02,28,1,0,0,317,0,162,155,255,62,0,0,14,13,0,5291.93,196.00,53291.86,1973.77,593682.34,2025-02-20,2263.29,23493.08,2025-02-24,-2322.54,-24239.35,7,4,3459.73,35945.47,5.8231
2025-03,31,0,0,0,377,0,191,186,325,52,0,0,13,18,0,-8688.07,-280.26,-102911.10,-3319.71,490771.20,2025-03-18,1998.07,23983.59,2025-03-25,-2217.49,-25341.10,3,4,12673.39,148687.87,23.9291
2025-04,30,0,0,0,383,0,206,177,323,60,0,0,16,14,0,-1686.24,-56.21,-16898.44,-563.28,473872.68,2025-04-01,2380.15,28675.75,2025-04-14,-2981.59,-35282.89,4,3,6385.30,72795.63,13.5033
2025-05,31,0,0,0,368,0,191,177,301,67,0,0,16,15,0,-458.77,-14.80,-2884.07,-93.03,470988.67,2025-05-13,2190.69,21240.29,2025-05-11,-2446.48,-23485.61,3,4,6437.57,61864.03,12.5430
2025-06,30,1,0,0,390,0,197,193,326,64,0,0,12,17,0,-5148.19,-177.52,-47719.88,-1645.51,423268.81,2025-06-12,2025.99,18660.36,2025-06-19,-2597.46,-24793.08,3,4,7519.82,71439.01,14.9406
2025-07,31,1,0,0,370,0,193,177,300,70,0,0,18,12,0,3635.19,121.17,34543.66,1151.46,457812.39,2025-07-15,3273.27,27435.78,2025-07-24,-2293.10,-19336.60,4,6,6764.71,57029.71,11.0941
2025-08,31,1,0,0,368,0,181,187,313,55,0,0,12,18,0,-1117.28,-37.24,-11077.47,-369.25,446734.90,2025-08-01,3062.25,26446.34,2025-08-22,-2470.80,-21871.85,3,8,7185.73,62637.09,12.4763
2025-09,30,0,1,0,359,0,193,166,295,64,0,0,11,18,0,-336.37,-11.60,-2590.33,-89.32,444144.60,2025-09-10,2168.34,19335.29,2025-09-15,-1586.20,-13751.39,3,6,5150.70,44657.27,9.5523
2025-10,31,0,0,0,338,1,180,158,270,67,1,0,18,13,0,7602.22,245.23,72436.90,2336.67,516581.52,2025-10-29,3284.61,28929.88,2025-10-13,-3486.86,-30400.44,4,2,9004.45,74979.12,15.6545
2025-11,30,0,1,0,405,0,201,204,339,66,0,0,14,15,0,-4239.56,-146.19,-50422.72,-1738.71,466158.84,2025-11-16,2902.94,30488.25,2025-11-22,-4504.50,-53416.99,5,3,7754.51,86047.53,15.5825
2025-12,31,0,0,0,326,0,173,153,254,72,0,0,20,11,0,12673.33,408.82,142793.93,4606.26,608952.75,2025-12-29,2605.51,29575.16,2025-12-16,-1059.59,-12196.92,4,2,1871.42,21268.17,4.0627
2026-01,31,0,0,0,349,0,173,176,289,60,0,0,16,15,0,5387.09,173.78,60686.14,1957.62,669638.74,2026-01-02,3003.99,33897.71,2026-01-23,-2451.69,-27400.04,2,4,5205.58,57015.61,8.1211
2026-02,28,1,1,0,289,0,143,146,242,47,0,0,13,13,0,4146.46,159.48,52964.72,2037.10,722603.47,2026-02-23,2358.78,35147.97,2026-02-07,-1648.79,-23794.12,5,6,8912.05,129343.25,17.0222
2026-03,31,0,1,0,341,0,188,153,291,50,0,0,16,14,0,-854.76,-28.49,-11753.48,-391.78,710850.07,2026-03-15,1964.00,27430.50,2026-03-17,-2615.89,-35236.50,4,3,3414.71,46775.20,6.2574
2026-04,30,0,0,0,340,0,164,176,287,53,0,0,14,16,0,-3044.93,-101.50,-38356.65,-1278.55,672493.46,2026-04-28,1428.45,18463.87,2026-04-03,-1644.67,-24634.63,4,5,5949.38,78342.11,10.6328
2026-05,10,0,0,0,84,1,50,34,63,20,0,1,7,3,0,1023.06,102.31,13594.13,1359.41,686087.57,2026-05-05,1346.12,16868.68,2026-05-06,-1226.19,-15042.82,3,1,1357.40,16823.45,2.4015
