date,status,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,total_pnl_usd,average_pnl_usd,max_profit_usd,max_loss_usd,ending_equity,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct,remarks
2021-05-11,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1000000.00,0,0,0.00,0.00,0.0000,
2021-05-12,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1000000.00,0,0,0.00,0.00,0.0000,
2021-05-13,TRADED,1,0,0,1,0,1,0,0,1,0,0,968.64,968.64,968.64,968.64,19485.83,19485.83,19485.83,19485.83,1019485.83,1,0,0.00,0.00,0.0000,
2021-05-14,TRADED,10,0,4,6,9,1,0,0,1,9,0,-662.94,-66.29,578.57,-230.70,-13233.14,-1323.31,11642.50,-4621.87,1006252.68,1,5,733.61,14696.89,1.4395,
2021-05-15,TRADED,5,0,1,4,3,2,0,0,2,3,0,-23.25,-4.65,346.74,-189.28,-453.95,-90.79,6917.46,-3755.84,1005798.72,1,2,369.99,7371.41,0.7326,
2021-05-16,TRADED,8,0,1,7,6,2,0,0,2,6,0,24.61,3.08,402.60,-208.27,529.36,66.17,8333.12,-4281.09,1006328.09,1,4,498.79,10301.34,1.0217,
2021-05-17,TRADED,6,0,2,4,4,2,0,0,2,4,0,894.42,149.07,881.60,-165.06,20027.15,3337.86,19905.79,-3694.45,1026355.25,1,2,308.62,6930.87,0.6839,
2021-05-18,TRADED,4,0,2,2,2,2,0,0,2,2,0,1468.28,367.07,805.87,-71.94,33116.55,8279.14,18209.39,-1628.32,1059471.80,2,2,134.97,3051.82,0.2973,
2021-05-19,TRADED,4,0,3,1,4,0,0,0,0,4,0,-371.38,-92.84,-28.66,-154.05,-9423.40,-2355.85,-718.80,-3930.91,1050048.41,0,4,371.38,9423.39,0.8894,
2021-05-20,TRADED,9,0,3,6,7,2,0,0,2,7,0,-109.27,-12.14,151.23,-126.51,-2730.25,-303.36,3931.59,-3218.14,1047318.15,1,6,319.41,8140.11,0.7724,
2021-05-21,TRADED,10,0,5,5,10,0,0,0,0,10,0,-967.28,-96.73,-4.10,-198.62,-23801.50,-2380.15,-101.14,-4870.10,1023516.66,0,10,967.28,23801.49,2.2726,
2021-05-22,TRADED,3,0,2,1,2,1,0,0,1,2,0,266.13,88.71,341.00,-48.24,7133.44,2377.81,9132.23,-1288.82,1030650.10,1,1,48.24,1288.82,0.1259,
2021-05-23,TRADED,11,0,5,6,7,4,0,0,4,7,0,934.31,84.94,704.90,-155.23,24980.23,2270.93,18846.10,-4122.10,1055630.32,2,6,362.79,9666.93,0.9321,
2021-05-24,TRADED,2,0,0,2,2,0,0,0,0,2,0,-176.14,-88.07,-80.98,-95.16,-5081.43,-2540.72,-2348.08,-2733.35,1050548.88,0,2,176.14,5081.44,0.4814,
2021-05-25,TRADED,11,0,5,6,9,2,0,0,2,9,0,621.21,56.47,734.61,-176.83,16398.18,1490.74,19318.34,-4643.40,1066947.06,2,6,684.11,17931.89,1.6529,
2021-05-26,TRADED,11,0,4,7,9,2,0,0,2,9,0,-496.75,-45.16,431.94,-215.95,-12708.48,-1155.32,11327.15,-5560.36,1054238.58,1,5,622.86,16006.76,1.4956,
2021-05-27,TRADED,11,0,6,5,9,2,0,0,2,9,0,425.77,38.71,673.75,-134.26,10944.17,994.92,17294.43,-3445.12,1065182.76,1,3,243.93,6266.37,0.5859,
2021-05-28,TRADED,2,0,0,2,0,2,0,0,2,0,0,998.95,499.48,509.67,489.28,25815.34,12907.67,13165.83,12649.51,1090998.11,2,0,0.00,0.00,0.0000,
2021-05-29,TRADED,11,0,5,6,10,1,0,0,1,10,0,-149.58,-13.60,371.64,-166.67,-4104.74,-373.16,10237.82,-4578.32,1086893.37,1,7,430.06,11821.93,1.0836,
2021-05-30,TRADED,4,0,1,3,4,0,0,0,0,4,0,-323.39,-80.85,-37.38,-112.52,-9297.05,-2324.26,-1071.57,-3234.68,1077596.31,0,4,323.39,9297.06,0.8554,
2021-05-31,TRADED,4,0,2,2,2,2,0,0,2,2,0,710.20,177.55,702.16,-136.55,19890.04,4972.51,19665.02,-3857.52,1097486.34,1,1,136.55,3857.52,0.3566,
2021-06-01,TRADED,13,0,7,6,12,1,0,0,1,12,0,-305.42,-23.49,709.28,-169.24,-8288.69,-637.59,19318.82,-4573.96,1089197.64,1,11,859.34,23370.86,2.1006,
2021-06-02,TRADED,11,0,6,5,8,3,0,0,3,8,0,103.70,9.43,366.85,-174.64,2887.16,262.47,10063.97,-4812.04,1092084.81,2,5,359.42,9865.43,0.9050,
2021-06-03,TRADED,10,0,6,4,8,2,0,0,2,8,0,380.07,38.01,642.61,-120.80,9657.10,965.71,16692.29,-3223.09,1101741.91,2,8,474.55,12688.10,1.1618,
2021-06-04,TRADED,5,0,1,4,5,0,0,0,0,5,0,-427.63,-85.53,-17.12,-174.82,-11315.24,-2263.05,-460.16,-4508.83,1090426.67,0,5,427.63,11315.24,1.0270,
2021-06-05,TRADED,3,0,2,1,1,2,0,0,2,1,0,228.15,76.05,221.64,-176.29,6182.58,2060.86,5970.16,-4719.16,1096609.25,2,1,176.29,4719.16,0.4285,
2021-06-06,TRADED,27,0,14,13,24,3,0,0,3,24,0,-744.32,-27.57,531.96,-182.14,-20621.87,-763.77,14854.56,-5043.13,1075987.37,1,16,1337.89,37186.45,3.3858,
2021-06-07,TRADED,14,0,7,7,10,4,0,0,4,10,0,14.37,1.03,334.19,-168.83,366.52,26.18,9259.04,-4715.90,1076353.91,2,6,544.86,15123.10,1.4055,
2021-06-08,TRADED,1,0,0,1,1,0,0,0,0,1,0,-92.23,-92.23,-92.23,-92.23,-2802.96,-2802.96,-2802.96,-2802.96,1073550.95,0,1,92.23,2802.96,0.2604,
2021-06-09,TRADED,9,0,4,5,8,1,0,0,1,8,0,-531.69,-59.08,200.00,-144.01,-16199.07,-1799.90,6100.79,-4371.01,1057351.87,1,6,581.28,17732.22,1.6494,
2021-06-10,TRADED,8,0,3,5,6,2,0,0,2,6,0,256.76,32.09,627.97,-132.34,7102.07,887.76,17048.03,-3591.13,1064453.95,1,5,455.53,12325.10,1.1592,
2021-06-11,TRADED,25,0,11,14,22,3,0,0,3,22,0,-1169.77,-46.79,325.11,-219.63,-31709.27,-1268.37,8794.84,-5923.82,1032744.69,1,16,1422.27,38533.42,3.6105,
2021-06-12,TRADED,13,0,7,6,12,1,0,0,1,12,0,-555.28,-42.71,239.25,-144.68,-15249.71,-1173.05,6654.17,-4018.30,1017495.00,1,8,555.28,15249.69,1.4766,
2021-06-13,TRADED,11,0,7,4,8,3,0,0,3,8,0,454.59,41.33,580.19,-162.97,12679.75,1152.70,16225.67,-4606.24,1030174.75,2,4,415.34,11677.18,1.1476,
2021-06-14,TRADED,2,0,2,0,1,1,0,0,1,1,0,174.72,87.36,259.59,-84.87,4424.22,2212.11,6573.40,-2149.18,1034598.97,1,1,84.87,2149.18,0.2086,
2021-06-15,TRADED,22,0,12,10,19,3,0,0,3,19,0,243.80,11.08,719.36,-208.43,6079.87,276.36,17831.59,-5209.13,1040678.82,2,17,1289.78,32115.57,3.0559,
2021-06-16,TRADED,9,0,3,6,7,2,0,0,2,7,0,387.29,43.03,710.05,-136.91,9729.21,1081.02,17766.14,-3421.09,1050408.03,1,6,446.32,11126.73,1.0660,
2021-06-17,TRADED,12,0,6,6,9,3,0,0,3,9,0,-532.02,-44.34,195.39,-289.03,-13602.39,-1133.53,5028.21,-7373.12,1036805.63,1,5,609.38,15593.61,1.4845,
2021-06-18,TRADED,1,0,0,1,0,1,0,0,1,0,0,364.26,364.26,364.26,364.26,9599.47,9599.47,9599.47,9599.47,1046405.10,1,0,0.00,0.00,0.0000,
2021-06-19,TRADED,20,0,11,9,17,3,0,0,3,17,0,-835.51,-41.78,334.83,-172.19,-23340.82,-1167.04,9347.77,-4797.19,1023064.29,1,8,939.53,26248.54,2.5084,
2021-06-20,TRADED,16,0,6,10,13,3,0,0,3,13,0,357.72,22.36,511.05,-166.78,9946.24,621.64,14342.81,-4773.83,1033010.52,2,11,588.02,16480.37,1.5901,
2021-06-21,TRADED,5,0,3,2,5,0,0,0,0,5,0,-385.61,-77.12,-7.10,-156.96,-10983.91,-2196.78,-202.56,-4457.99,1022026.61,0,5,385.61,10983.91,1.0633,
2021-06-22,TRADED,9,0,6,3,8,1,0,0,1,8,0,-393.63,-43.74,245.80,-187.92,-11858.13,-1317.57,7692.56,-5735.65,1010168.49,1,8,639.43,19550.69,1.9129,
2021-06-23,TRADED,8,0,4,4,7,1,0,0,1,7,0,-70.70,-8.84,528.21,-160.02,-2112.91,-264.11,15787.63,-4748.40,1008055.56,1,6,485.24,14519.09,1.4373,
2021-06-24,TRADED,9,0,2,7,7,2,0,0,2,7,0,13.94,1.55,422.56,-131.31,363.72,40.41,12640.25,-3955.26,1008419.28,1,6,408.62,12276.54,1.2178,
2021-06-25,TRADED,6,0,2,4,3,3,0,0,3,3,0,848.78,141.46,572.65,-131.22,24754.47,4125.74,16699.52,-3827.81,1033173.75,2,2,145.71,4249.01,0.4163,
2021-06-26,TRADED,13,0,7,6,11,2,0,0,2,11,0,378.15,29.09,559.57,-128.73,11969.67,920.74,17626.47,-4062.17,1045143.42,2,9,505.32,15981.97,1.5061,
2021-06-27,TRADED,11,0,8,3,9,2,0,0,2,9,0,25.65,2.33,511.96,-123.88,1379.44,125.40,16202.59,-3766.00,1046522.85,1,5,486.31,14823.16,1.3966,
2021-06-28,TRADED,10,0,6,4,10,0,0,0,0,10,0,-573.48,-57.35,-1.61,-156.99,-16737.73,-1673.77,-47.08,-4607.98,1029785.11,0,10,573.48,16737.74,1.5994,
2021-06-29,TRADED,8,0,6,2,5,3,0,0,3,5,0,514.12,64.27,584.07,-156.65,14795.27,1849.41,16852.56,-4565.41,1044580.38,2,3,272.87,7900.94,0.7643,
2021-06-30,TRADED,3,0,1,2,2,1,0,0,1,2,0,487.03,162.34,526.54,-27.47,13932.74,4644.25,15056.16,-786.48,1058513.13,1,1,27.47,786.48,0.0742,
2021-07-01,TRADED,4,0,3,1,4,0,0,0,0,4,0,-342.53,-85.63,-39.19,-173.20,-9787.64,-2446.91,-1123.05,-4935.16,1048725.49,0,4,342.53,9787.64,0.9247,
2021-07-02,TRADED,22,0,13,9,17,5,0,0,5,17,0,110.33,5.02,341.11,-154.85,3327.52,151.25,10230.63,-4634.22,1052053.02,2,6,419.60,12606.30,1.1954,
2021-07-03,TRADED,2,0,2,0,2,0,0,0,0,2,0,-179.74,-89.87,-83.96,-95.78,-5310.17,-2655.09,-2444.45,-2865.72,1046742.85,0,2,179.74,5310.17,0.5047,
2021-07-04,TRADED,2,0,2,0,1,1,0,0,1,1,0,443.10,221.55,548.08,-104.98,12958.86,6479.43,15928.10,-2969.24,1059701.71,1,1,104.98,2969.23,0.2794,
2021-07-05,TRADED,1,0,1,0,1,0,0,0,0,1,0,-101.61,-101.61,-101.61,-101.61,-2871.23,-2871.23,-2871.23,-2871.23,1056830.47,0,1,101.61,2871.24,0.2709,
2021-07-06,TRADED,23,0,9,14,22,1,0,0,2,21,0,-994.02,-43.22,377.76,-157.33,-29183.94,-1268.87,11093.60,-4626.13,1027646.53,1,18,1018.95,29914.67,2.8286,
2021-07-07,TRADED,14,0,7,7,11,3,0,0,3,11,0,-67.95,-4.85,378.75,-167.70,-2001.43,-142.96,11045.05,-4884.21,1025645.09,1,5,467.41,13647.31,1.3280,
2021-07-08,TRADED,1,0,0,1,0,1,0,0,1,0,0,479.34,479.34,479.34,479.34,14519.89,14519.89,14519.89,14519.89,1040164.99,1,0,0.00,0.00,0.0000,
