sizing_method,trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
fractional_kelly,1,2026-03-30T09:45:00-04:00,2026-03-30,commodities,CLF,942.0,100942.0,0.0,0.0
fractional_kelly,2,2026-03-30T09:55:00-04:00,2026-03-30,commodities,SIF,958.15,101900.15,0.0,0.0
fractional_kelly,3,2026-03-31T09:50:00-04:00,2026-03-31,commodities,GCF,329.72,102229.87,0.0,0.0
fractional_kelly,4,2026-03-31T10:10:00-04:00,2026-03-31,commodities,CLF,576.4,102806.27,0.0,0.0
fractional_kelly,5,2026-04-01T10:20:00+05:30,2026-04-01,equity,HDFCBANK_NS,-1065.34,101740.93,-1065.34,-1.0363
fractional_kelly,6,2026-04-01T13:10:00+05:30,2026-04-01,derivatives,CNXAUTO,-583.82,101157.11,-1649.16,-1.6041
fractional_kelly,7,2026-04-01T13:15:00+05:30,2026-04-01,derivatives,NSEI,-436.87,100720.24,-2086.03,-2.0291
fractional_kelly,8,2026-04-01T15:20:00+05:30,2026-04-01,equity,BHARTIARTL_NS,969.19,101689.43,-1116.84,-1.0864
fractional_kelly,9,2026-04-01T15:20:00+05:30,2026-04-01,equity,RELIANCE_NS,-413.71,101275.72,-1530.55,-1.4888
fractional_kelly,10,2026-04-01T09:40:00-04:00,2026-04-01,commodities,SIF,-403.92,100871.8,-1934.47,-1.8817
fractional_kelly,11,2026-04-01T10:00:00-04:00,2026-04-01,commodities,GCF,-435.05,100436.75,-2369.52,-2.3048
fractional_kelly,12,2026-04-02T13:35:00+05:30,2026-04-02,equity,SBIN_NS,-320.67,100116.08,-2690.19,-2.6168
fractional_kelly,13,2026-04-02T13:35:00+05:30,2026-04-02,equity,TCS_NS,1876.43,101992.51,-813.76,-0.7915
fractional_kelly,14,2026-04-02T15:10:00+05:30,2026-04-02,equity,INFY_NS,1902.62,103895.13,0.0,0.0
fractional_kelly,15,2026-04-02T15:20:00+05:30,2026-04-02,equity,RELIANCE_NS,-314.35,103580.78,-314.35,-0.3026
fractional_kelly,16,2026-04-02T09:40:00-04:00,2026-04-02,commodities,CLF,-1080.4,102500.38,-1394.75,-1.3425
fractional_kelly,17,2026-04-02T09:40:00-04:00,2026-04-02,commodities,GCF,-348.47,102151.91,-1743.22,-1.6779
fractional_kelly,18,2026-04-06T11:45:00+05:30,2026-04-06,equity,ICICIBANK_NS,-1078.31,101073.6,-2821.53,-2.7157
fractional_kelly,19,2026-04-06T12:25:00+05:30,2026-04-06,equity,HDFCBANK_NS,-775.06,100298.54,-3596.59,-3.4618
fractional_kelly,20,2026-04-06T13:05:00+05:30,2026-04-06,equity,KOTAKBANK_NS,-1047.5,99251.04,-4644.09,-4.47
fractional_kelly,21,2026-04-06T15:20:00+05:30,2026-04-06,equity,BHARTIARTL_NS,-394.73,98856.31,-5038.82,-4.8499
fractional_kelly,22,2026-04-06T15:20:00+05:30,2026-04-06,equity,RELIANCE_NS,970.93,99827.24,-4067.89,-3.9154
fractional_kelly,23,2026-04-06T09:25:00-04:00,2026-04-06,commodities,HGF,-261.4,99565.84,-4329.29,-4.167
fractional_kelly,24,2026-04-06T10:10:00-04:00,2026-04-06,commodities,NGF,838.65,100404.49,-3490.64,-3.3598
fractional_kelly,25,2026-04-06T10:15:00-04:00,2026-04-06,commodities,CLF,-928.15,99476.34,-4418.79,-4.2531
fractional_kelly,26,2026-04-06T11:30:00-04:00,2026-04-06,commodities,GCF,-273.65,99202.69,-4692.44,-4.5165
fractional_kelly,27,2026-04-07T10:00:00-04:00,2026-04-07,commodities,GCF,411.93,99614.62,-4280.51,-4.12
fractional_kelly,28,2026-04-07T10:00:00-04:00,2026-04-07,commodities,SIF,1035.77,100650.39,-3244.74,-3.1231
fractional_kelly,29,2026-04-08T15:20:00+05:30,2026-04-08,derivatives,NSEI,265.97,100916.36,-2978.77,-2.8671
fractional_kelly,30,2026-04-08T15:20:00+05:30,2026-04-08,equity,HDFCBANK_NS,361.61,101277.97,-2617.16,-2.519
fractional_kelly,31,2026-04-08T15:20:00+05:30,2026-04-08,equity,LT_NS,-268.64,101009.33,-2885.8,-2.7776
fractional_kelly,32,2026-04-08T10:15:00-04:00,2026-04-08,commodities,SIF,892.83,101902.16,-1992.97,-1.9183
fractional_kelly,33,2026-04-09T12:55:00+05:30,2026-04-09,equity,INFY_NS,-1269.62,100632.54,-3262.59,-3.1403
fractional_kelly,34,2026-04-09T15:20:00+05:30,2026-04-09,equity,HDFCBANK_NS,743.04,101375.58,-2519.55,-2.4251
fractional_kelly,35,2026-04-09T15:20:00+05:30,2026-04-09,equity,ITC_NS,-635.79,100739.79,-3155.34,-3.037
fractional_kelly,36,2026-04-09T09:35:00-04:00,2026-04-09,commodities,SIF,363.64,101103.43,-2791.7,-2.687
fractional_kelly,37,2026-04-09T10:00:00-04:00,2026-04-09,commodities,NGF,444.08,101547.51,-2347.62,-2.2596
fractional_kelly,38,2026-04-10T09:25:00+05:30,2026-04-10,equity,BHARTIARTL_NS,-385.59,101161.92,-2733.21,-2.6307
fractional_kelly,39,2026-04-10T15:20:00+05:30,2026-04-10,derivatives,NSEBANK,257.46,101419.38,-2475.75,-2.3829
fractional_kelly,40,2026-04-10T15:20:00+05:30,2026-04-10,equity,ICICIBANK_NS,1346.56,102765.94,-1129.19,-1.0869
fractional_kelly,41,2026-04-10T15:20:00+05:30,2026-04-10,equity,INFY_NS,716.34,103482.28,-412.85,-0.3974
fractional_kelly,42,2026-04-10T15:20:00+05:30,2026-04-10,equity,LT_NS,157.86,103640.14,-254.99,-0.2454
fractional_kelly,43,2026-04-10T15:20:00+05:30,2026-04-10,equity,TCS_NS,4.77,103644.91,-250.22,-0.2408
fractional_kelly,44,2026-04-10T09:40:00-04:00,2026-04-10,commodities,SIF,-435.75,103209.16,-685.97,-0.6603
fractional_kelly,45,2026-04-10T15:20:00-04:00,2026-04-10,commodities,GCF,-237.06,102972.1,-923.03,-0.8884
fractional_kelly,46,2026-04-13T10:55:00-04:00,2026-04-13,commodities,SIF,-290.57,102681.53,-1213.6,-1.1681
fractional_kelly,47,2026-04-14T09:30:00-04:00,2026-04-14,commodities,GCF,-324.87,102356.66,-1538.47,-1.4808
fractional_kelly,48,2026-04-14T10:05:00-04:00,2026-04-14,commodities,CLF,1850.35,104207.01,0.0,0.0
fractional_kelly,49,2026-04-14T10:25:00-04:00,2026-04-14,commodities,SIF,938.89,105145.9,0.0,0.0
fractional_kelly,50,2026-04-15T11:35:00+05:30,2026-04-15,equity,INFY_NS,-1498.77,103647.13,-1498.77,-1.4254
fractional_kelly,51,2026-04-15T15:20:00+05:30,2026-04-15,derivatives,CNXFMCG,-325.41,103321.72,-1824.18,-1.7349
fractional_kelly,52,2026-04-15T15:20:00+05:30,2026-04-15,equity,ITC_NS,-347.84,102973.88,-2172.02,-2.0657
fractional_kelly,53,2026-04-15T15:20:00+05:30,2026-04-15,equity,LT_NS,-41.86,102932.02,-2213.88,-2.1055
fractional_kelly,54,2026-04-15T09:55:00-04:00,2026-04-15,commodities,CLF,-678.61,102253.41,-2892.49,-2.7509
