sizing_method,trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
volatility_adjusted,1,2026-03-30T09:45:00-04:00,2026-03-30,commodities,CLF,942.0,100942.0,0.0,0.0
volatility_adjusted,2,2026-03-30T09:55:00-04:00,2026-03-30,commodities,SIF,958.15,101900.15,0.0,0.0
volatility_adjusted,3,2026-03-31T09:50:00-04:00,2026-03-31,commodities,GCF,329.72,102229.87,0.0,0.0
volatility_adjusted,4,2026-03-31T10:10:00-04:00,2026-03-31,commodities,CLF,576.4,102806.27,0.0,0.0
volatility_adjusted,5,2026-04-01T10:20:00+05:30,2026-04-01,equity,HDFCBANK_NS,-1065.34,101740.93,-1065.34,-1.0363
volatility_adjusted,6,2026-04-01T13:10:00+05:30,2026-04-01,derivatives,CNXAUTO,-583.82,101157.11,-1649.16,-1.6041
volatility_adjusted,7,2026-04-01T13:15:00+05:30,2026-04-01,derivatives,NSEI,-436.87,100720.24,-2086.03,-2.0291
volatility_adjusted,8,2026-04-01T15:20:00+05:30,2026-04-01,equity,BHARTIARTL_NS,969.19,101689.43,-1116.84,-1.0864
volatility_adjusted,9,2026-04-01T15:20:00+05:30,2026-04-01,equity,RELIANCE_NS,-413.71,101275.72,-1530.55,-1.4888
volatility_adjusted,10,2026-04-01T09:40:00-04:00,2026-04-01,commodities,SIF,-403.92,100871.8,-1934.47,-1.8817
volatility_adjusted,11,2026-04-01T10:00:00-04:00,2026-04-01,commodities,GCF,-435.05,100436.75,-2369.52,-2.3048
volatility_adjusted,12,2026-04-02T13:35:00+05:30,2026-04-02,equity,SBIN_NS,-320.67,100116.08,-2690.19,-2.6168
volatility_adjusted,13,2026-04-02T13:35:00+05:30,2026-04-02,equity,TCS_NS,1876.43,101992.51,-813.76,-0.7915
volatility_adjusted,14,2026-04-02T15:10:00+05:30,2026-04-02,equity,INFY_NS,1902.62,103895.13,0.0,0.0
volatility_adjusted,15,2026-04-02T15:20:00+05:30,2026-04-02,equity,RELIANCE_NS,-314.35,103580.78,-314.35,-0.3026
