market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,8,3,5,37.5,-1328.51,-166.06,1850.35,-1437.02,0.7172
commodities,GCF,8,2,6,25.0,-1483.86,-185.48,411.93,-606.41,0.3332
commodities,HGF,2,0,2,0.0,-627.87,-313.94,-261.4,-366.47,0.0
commodities,NGF,5,3,2,60.0,416.83,83.37,838.65,-733.44,1.2949
commodities,SIF,12,5,7,41.67,1355.05,112.92,1035.77,-806.07,1.4781
derivatives,CNXAUTO,1,0,1,0.0,-583.82,-583.82,-583.82,-583.82,0.0
derivatives,CNXFMCG,2,1,1,50.0,397.76,198.88,723.17,-325.41,2.2223
derivatives,NSEBANK,1,1,0,100.0,257.46,257.46,257.46,257.46,inf
derivatives,NSEI,4,3,1,75.0,429.11,107.28,432.35,-436.87,1.9822
equity,BHARTIARTL_NS,6,3,3,50.0,1493.72,248.95,969.19,-394.73,2.8347
equity,HDFCBANK_NS,5,2,3,40.0,-1084.56,-216.91,743.04,-1065.34,0.5046
equity,ICICIBANK_NS,2,1,1,50.0,268.25,134.12,1346.56,-1078.31,1.2488
equity,INFY_NS,5,3,2,60.0,3.68,0.74,1902.62,-1498.77,1.0013
equity,ITC_NS,5,1,4,20.0,-1644.07,-328.81,147.75,-635.79,0.0825
equity,KOTAKBANK_NS,4,3,1,75.0,308.6,77.15,734.71,-1047.5,1.2946
equity,LT_NS,3,1,2,33.33,-152.64,-50.88,157.86,-268.64,0.5084
equity,RELIANCE_NS,5,2,3,40.0,622.7,124.54,970.93,-413.71,1.6137
equity,SBIN_NS,1,0,1,0.0,-320.67,-320.67,-320.67,-320.67,0.0
equity,TCS_NS,2,2,0,100.0,1881.2,940.6,1876.43,4.77,inf
