sizing_method,market,instrument,session_date,setup,direction,first_candle_time,first_open,first_high,first_low,first_close,first_volume,gap_pct,signal_time,signal_close,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,atr_at_entry,quantity,equity_at_entry,risk_pct_budget,position_risk_amount,open_risk_before,portfolio_risk_limit,notional,open_notional_before,gross_exposure_limit,limiting_factor,sizing_note,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple,holding_candles,equity_after_exit
volatility_adjusted,equity,KOTAKBANK_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,358.0,358.0,351.649994,351.700012,0.0,0.1539,2026-04-06T09:20:00+05:30,350.549988,2026-04-06T09:25:00+05:30,350.479878,358.0716,335.296433,2026-04-06T13:05:00+05:30,358.143214,STOP_LOSS,1.850002,133,102461.74,1.0,1019.22,998.64,6147.7,46613.82,67751.85,307385.22,risk_budget,fixed_percent_risk,-1019.22,28.27,-1047.5,-2.2472,-1.0277,45,99545.96
volatility_adjusted,equity,BHARTIARTL_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1808.5,1809.099976,1788.0,1789.800049,0.0,0.9264,2026-04-06T09:20:00+05:30,1783.800049,2026-04-06T09:25:00+05:30,1782.943389,1808.8617,1731.106766,2026-04-06T15:20:00+05:30,1792.258404,END_OF_DAY,8.057155,38,102461.74,1.0,998.64,0.0,6147.7,67751.85,0.0,307385.22,risk_budget,fixed_percent_risk,-353.97,40.76,-394.73,-0.5826,-0.3953,72,99151.23
volatility_adjusted,equity,RELIANCE_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1355.0,1355.0,1336.400024,1338.699951,0.0,0.4150,2026-04-06T09:20:00+05:30,1331.599976,2026-04-06T09:25:00+05:30,1330.933711,1355.271,1282.259134,2026-04-06T15:20:00+05:30,1306.461191,END_OF_DAY,5.792855,41,102461.74,1.0,1008.94,2017.86,6147.7,54568.28,114365.67,307385.22,risk_budget,fixed_percent_risk,1003.37,32.44,970.93,1.7793,0.9623,72,100122.16
volatility_adjusted,commodities,HGF,2026-04-06,OPEN_EQUALS_LOW,LONG,2026-04-06T09:15:00-04:00,5.625,5.6325,5.625,5.6295,238.0,-0.3543,2026-04-06T09:20:00-04:00,5.633,2026-04-06T09:25:00-04:00,5.634126,5.623875,5.654629,2026-04-06T09:25:00-04:00,5.62275,STOP_LOSS,0.008786,17770,100122.16,1.0,202.16,870.48,6007.33,100118.42,100025.84,300366.48,per_trade_allocation,fixed_percent_risk,-202.16,60.01,-262.17,-0.2619,-1.2969,1,99859.99
volatility_adjusted,commodities,NGF,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00-04:00,2.864,2.865,2.856,2.857,917.0,2.2492,2026-04-06T09:20:00-04:00,2.852,2026-04-06T09:25:00-04:00,2.85143,2.864573,2.825143,2026-04-06T10:10:00-04:00,2.825708,TARGET,0.009929,35021,99859.99,1.0,480.35,870.48,5991.6,99859.93,100025.84,299579.97,per_trade_allocation,fixed_percent_risk,900.79,59.65,841.15,0.8423,1.7511,10,100701.14
volatility_adjusted,commodities,CLF,2026-04-06,OPEN_EQUALS_LOW,LONG,2026-04-06T09:15:00-04:00,111.330002,111.889999,111.25,111.870003,2377.0,0.0090,2026-04-06T09:20:00-04:00,112.239998,2026-04-06T09:25:00-04:00,112.262446,111.307736,114.171866,2026-04-06T10:15:00-04:00,111.285474,STOP_LOSS,0.505715,891,100122.16,1.0,870.48,0.0,6007.33,100025.84,0.0,300366.48,per_trade_allocation,fixed_percent_risk,-870.48,59.75,-930.24,-0.93,-1.0686,11,99770.9
volatility_adjusted,commodities,GCF,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00-04:00,4694.700195,4695.200195,4689.200195,4689.200195,154.0,-0.1149,2026-04-06T11:10:00-04:00,4687.5,2026-04-06T11:15:00-04:00,4686.362345,4695.639135,4667.808763,2026-04-06T11:30:00-04:00,4696.578263,STOP_LOSS,10.321463,21,99770.9,1.0,214.53,0.0,5986.25,98413.61,0.0,299312.7,per_trade_allocation,fixed_percent_risk,-214.53,59.11,-273.65,-0.2781,-1.2755,4,99497.25
volatility_adjusted,commodities,GCF,2026-04-07,OPEN_EQUALS_HIGH,SHORT,2026-04-07T09:15:00-04:00,4682.0,4682.700195,4675.299805,4676.200195,256.0,0.1647,2026-04-07T09:30:00-04:00,4673.0,2026-04-07T09:35:00-04:00,4671.265755,4682.9364,4647.924466,2026-04-07T10:00:00-04:00,4648.854051,TARGET,8.74285,21,99497.25,1.0,264.75,0.0,5969.83,98096.58,0.0,298491.75,per_trade_allocation,fixed_percent_risk,470.65,58.72,411.93,0.4199,1.5559,6,99909.18
volatility_adjusted,commodities,SIF,2026-04-07,OPEN_EQUALS_HIGH,SHORT,2026-04-07T09:15:00-04:00,72.245003,72.269997,72.040001,72.084999,78.0,-1.1020,2026-04-07T09:30:00-04:00,71.940002,2026-04-07T09:35:00-04:00,71.855629,72.259452,71.047983,2026-04-07T10:00:00-04:00,71.062192,TARGET,0.29,1384,99497.25,1.0,578.89,264.75,5969.83,99448.19,98096.58,298491.75,per_trade_allocation,fixed_percent_risk,1098.12,59.34,1038.78,1.0445,1.7944,6,100947.96
volatility_adjusted,derivatives,NSEI,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,23855.150391,23909.449219,23836.900391,23900.0,0.0,3.1113,2026-04-08T09:35:00+05:30,23913.900391,2026-04-08T09:40:00+05:30,23918.132279,23850.379361,24053.638117,2026-04-08T15:20:00+05:30,23999.000021,END_OF_DAY,89.435547,4,100947.96,1.0,290.09,0.0,6056.88,95672.53,0.0,302843.88,per_trade_allocation,fixed_percent_risk,323.47,57.5,265.97,0.278,0.9168,69,101213.93
volatility_adjusted,equity,HDFCBANK_NS,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,798.849976,809.349976,798.849976,807.900024,0.0,3.4646,2026-04-08T09:35:00+05:30,811.349976,2026-04-08T09:40:00+05:30,811.41225,798.690206,836.856339,2026-04-08T15:20:00+05:30,816.536672,END_OF_DAY,5.017862,78,100947.96,1.0,1004.78,290.09,6056.88,63290.16,95672.53,302843.88,risk_budget,fixed_percent_risk,399.7,38.09,361.61,0.5714,0.3599,69,101575.54
volatility_adjusted,equity,LT_NS,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,3944.0,4021.199951,3944.0,4002.899902,0.0,5.9987,2026-04-08T11:45:00+05:30,4029.899902,2026-04-08T11:50:00+05:30,4032.506291,3943.2112,4211.096473,2026-04-08T15:20:00+05:30,4010.497789,END_OF_DAY,9.828561,11,100947.96,1.0,990.92,1294.87,6056.88,44357.57,158962.69,302843.88,risk_budget,fixed_percent_risk,-242.09,26.54,-268.64,-0.6056,-0.2711,43,101306.9
volatility_adjusted,commodities,SIF,2026-04-08,OPEN_EQUALS_HIGH,SHORT,2026-04-08T09:15:00-04:00,77.339996,77.385002,77.129997,77.160004,322.0,6.9931,2026-04-08T09:30:00-04:00,77.040001,2026-04-08T09:35:00-04:00,76.9846,77.355464,76.242871,2026-04-08T10:15:00-04:00,76.25812,TARGET,0.26393,1315,101306.9,1.0,508.03,0.0,6078.41,101234.75,0.0,303920.7,per_trade_allocation,fixed_percent_risk,955.32,60.45,894.87,0.884,1.7614,9,102201.77
volatility_adjusted,equity,INFY_NS,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,1329.900024,1329.900024,1316.099976,1321.599976,0.0,-1.2035,2026-04-09T09:40:00+05:30,1315.199951,2026-04-09T09:45:00+05:30,1314.737,1330.166004,1283.878991,2026-04-09T12:55:00+05:30,1330.432038,STOP_LOSS,5.271423,65,102201.77,1.0,1020.18,1979.55,6132.11,85457.9,191453.49,306605.31,risk_budget,fixed_percent_risk,-1020.18,51.58,-1071.76,-1.2541,-1.0506,39,101130.01
volatility_adjusted,equity,HDFCBANK_NS,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,814.900024,814.900024,808.75,810.0,0.0,-0.2204,2026-04-09T09:30:00+05:30,806.0,2026-04-09T09:35:00+05:30,806.08875,815.063004,788.140241,2026-04-09T15:20:00+05:30,799.709898,END_OF_DAY,2.407139,111,102201.77,1.0,1014.24,965.31,6132.11,89475.85,101977.64,306605.31,risk_budget,fixed_percent_risk,708.05,53.47,654.58,0.7316,0.6454,70,101784.59
volatility_adjusted,equity,ITC_NS,2026-04-09,OPEN_EQUALS_LOW,LONG,2026-04-09T09:15:00+05:30,301.649994,304.049988,301.600006,304.049988,0.0,-0.0828,2026-04-09T09:20:00+05:30,304.399994,2026-04-09T09:25:00+05:30,304.410876,301.589664,310.053301,2026-04-09T15:20:00+05:30,302.68945,END_OF_DAY,0.599995,335,102201.77,1.0,965.31,0.0,6132.11,101977.64,0.0,306605.31,per_trade_allocation,fixed_percent_risk,-576.68,61.01,-637.69,-0.6253,-0.6606,72,101146.9
volatility_adjusted,equity,RELIANCE_NS,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,1345.099976,1346.199951,1338.300049,1346.099976,0.0,-0.2669,2026-04-09T09:50:00+05:30,1338.199951,2026-04-09T09:55:00+05:30,1337.532489,1345.368996,1321.859475,2026-04-09T15:20:00+05:30,1329.065809,END_OF_DAY,3.299988,22,102201.77,1.0,178.32,2999.73,6132.11,29425.71,276911.39,306605.31,gross_exposure,fixed_percent_risk,186.27,17.6,168.67,0.5732,0.9459,66,101315.57
volatility_adjusted,commodities,SIF,2026-04-09,OPEN_EQUALS_LOW,LONG,2026-04-09T09:15:00-04:00,74.565002,74.654999,74.550003,74.605003,133.0,0.4648,2026-04-09T09:20:00-04:00,74.669998,2026-04-09T09:25:00-04:00,74.714937,74.550089,75.044632,2026-04-09T09:35:00-04:00,75.029623,TARGET,0.18,1356,101315.57,1.0,243.75,0.0,6078.93,101313.45,0.0,303946.71,per_trade_allocation,fixed_percent_risk,426.71,60.92,365.8,0.3611,1.5007,3,101681.37
volatility_adjusted,commodities,NGF,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00-04:00,2.731,2.733,2.727,2.73,1241.0,-0.1828,2026-04-09T09:25:00-04:00,2.725,2026-04-09T09:30:00-04:00,2.724455,2.731546,2.710272,2026-04-09T10:00:00-04:00,2.710814,TARGET,0.01,37187,101315.57,1.0,284.02,243.75,6078.93,101314.31,101313.45,303946.71,per_trade_allocation,fixed_percent_risk,507.25,60.64,446.61,0.4408,1.5725,7,102127.98
volatility_adjusted,equity,BHARTIARTL_NS,2026-04-10,OPEN_EQUALS_HIGH,SHORT,2026-04-10T09:15:00+05:30,1869.0,1870.5,1865.300049,1866.400024,0.0,0.4137,2026-04-10T09:20:00+05:30,1863.900024,2026-04-10T09:25:00+05:30,1863.727156,1869.3738,1852.433867,2026-04-10T09:25:00+05:30,1869.747675,STOP_LOSS,5.364284,54,102127.98,1.0,325.11,0.0,6127.68,100641.27,0.0,306383.94,per_trade_allocation,fixed_percent_risk,-325.11,60.48,-385.59,-0.3831,-1.186,1,101742.39
volatility_adjusted,derivatives,NSEBANK,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,55193.550781,55581.25,55180.800781,55571.300781,0.0,0.6795,2026-04-10T09:25:00+05:30,55625.75,2026-04-10T09:30:00+05:30,55639.977333,55182.512071,56554.907856,2026-04-10T15:20:00+05:30,55930.913142,END_OF_DAY,140.08231,1,101742.39,1.0,468.5,1013.18,6104.54,55639.98,84626.07,305227.17,per_trade_allocation,fixed_percent_risk,290.94,33.47,257.46,0.4627,0.5495,71,101999.85
volatility_adjusted,equity,ICICIBANK_NS,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,1288.5,1301.400024,1288.5,1301.300049,0.0,0.4757,2026-04-10T09:25:00+05:30,1302.5,2026-04-10T09:30:00+05:30,1303.060609,1288.2423,1332.697227,2026-04-10T15:20:00+05:30,1321.335656,END_OF_DAY,5.271441,67,101742.39,1.0,1010.09,1481.68,6104.54,87305.06,140266.05,305227.17,risk_budget,fixed_percent_risk,1224.43,52.75,1171.68,1.3421,1.16,71,103171.53
volatility_adjusted,equity,INFY_NS,2026-04-10,OPEN_EQUALS_HIGH,SHORT,2026-04-10T09:15:00+05:30,1317.0,1317.0,1302.699951,1306.900024,0.0,-1.0890,2026-04-10T09:20:00+05:30,1302.199951,2026-04-10T09:25:00+05:30,1301.939511,1317.2634,1271.291734,2026-04-10T15:20:00+05:30,1291.858296,END_OF_DAY,5.964312,65,101742.39,1.0,1013.18,0.0,6104.54,84626.07,0.0,305227.17,risk_budget,fixed_percent_risk,655.28,50.58,604.7,0.7146,0.5968,72,103776.23
volatility_adjusted,equity,LT_NS,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,3924.699951,3939.0,3923.699951,3936.5,0.0,0.8143,2026-04-10T09:30:00+05:30,3940.100098,2026-04-10T09:35:00+05:30,3940.987991,3923.915011,3975.133951,2026-04-10T15:20:00+05:30,3957.7083,END_OF_DAY,10.24285,19,101742.39,1.0,339.3,2491.77,6104.54,74878.77,227571.11,305227.17,gross_exposure,fixed_percent_risk,317.69,45.02,272.66,0.3641,0.8036,70,104048.89
volatility_adjusted,equity,TCS_NS,2026-04-10,OPEN_EQUALS_HIGH,SHORT,2026-04-10T09:15:00+05:30,2563.699951,2563.699951,2531.800049,2547.5,0.0,-1.2024,2026-04-10T09:30:00+05:30,2530.699951,2026-04-10T09:35:00+05:30,2530.793789,2564.212691,2463.955984,2026-04-10T15:20:00+05:30,2524.5048,END_OF_DAY,12.235683,1,101742.39,1.0,33.93,2831.07,6104.54,2530.79,302449.88,305227.17,gross_exposure,fixed_percent_risk,6.29,1.52,4.77,0.1886,0.1406,70,104053.66
volatility_adjusted,commodities,SIF,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00-04:00,76.235001,76.43,76.18,76.315002,298.0,0.3158,2026-04-10T09:20:00-04:00,76.440002,2026-04-10T09:25:00-04:00,76.480289,76.219754,77.001361,2026-04-10T09:40:00-04:00,76.20451,STOP_LOSS,0.241785,1360,104053.66,1.0,375.06,0.0,6243.22,104013.19,0.0,312160.98,per_trade_allocation,fixed_percent_risk,-375.06,62.3,-437.36,-0.4205,-1.1661,4,103616.3
volatility_adjusted,commodities,GCF,2026-04-10,OPEN_EQUALS_HIGH,SHORT,2026-04-10T09:15:00-04:00,4796.799805,4797.700195,4790.200195,4796.5,1389.0,-0.0750,2026-04-10T11:35:00-04:00,4784.799805,2026-04-10T11:40:00-04:00,4784.143078,4797.759165,4756.910904,2026-04-10T15:20:00-04:00,4792.558418,END_OF_DAY,9.128488,21,103616.3,1.0,306.09,0.0,6216.98,100467.0,0.0,310848.9,per_trade_allocation,fixed_percent_risk,-176.72,60.33,-237.06,-0.236,-0.7745,45,103379.24
volatility_adjusted,commodities,SIF,2026-04-13,OPEN_EQUALS_HIGH,SHORT,2026-04-13T09:15:00-04:00,74.120003,74.175003,74.019997,74.135002,200.0,-3.1681,2026-04-13T10:50:00-04:00,74.014999,2026-04-13T10:55:00-04:00,73.9852,74.134827,73.685947,2026-04-13T10:55:00-04:00,74.149654,STOP_LOSS,0.279286,1397,103379.24,1.0,229.74,0.0,6202.75,103357.32,0.0,310137.72,per_trade_allocation,fixed_percent_risk,-229.74,62.08,-291.83,-0.2823,-1.2702,1,103087.41
volatility_adjusted,commodities,GCF,2026-04-14,OPEN_EQUALS_LOW,LONG,2026-04-14T09:15:00-04:00,4804.5,4810.299805,4803.299805,4809.799805,1210.0,0.8395,2026-04-14T09:20:00-04:00,4814.299805,2026-04-14T09:25:00-04:00,4815.163035,4803.5391,4838.410906,2026-04-14T09:30:00-04:00,4802.578392,STOP_LOSS,7.271345,21,103087.41,1.0,264.28,0.0,6185.24,101118.42,0.0,309262.23,per_trade_allocation,fixed_percent_risk,-264.28,60.59,-324.87,-0.3213,-1.2293,2,102762.54
volatility_adjusted,commodities,CLF,2026-04-14,OPEN_EQUALS_HIGH,SHORT,2026-04-14T09:15:00-04:00,96.080002,96.129997,95.330002,95.529999,2368.0,-1.6179,2026-04-14T09:40:00-04:00,95.209999,2026-04-14T09:45:00-04:00,95.200957,96.099218,93.404436,2026-04-14T10:05:00-04:00,93.423117,TARGET,0.420714,1079,102762.54,1.0,989.96,0.0,6165.75,102721.83,0.0,308287.62,per_trade_allocation,fixed_percent_risk,1918.29,61.06,1857.23,1.808,1.8761,5,104619.77
