sizing_method,trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
fixed_fractional,1,2026-03-30T09:45:00-04:00,2026-03-30,commodities,CLF,942.0,100942.0,0.0,0.0
fixed_fractional,2,2026-03-30T09:55:00-04:00,2026-03-30,commodities,SIF,958.15,101900.15,0.0,0.0
fixed_fractional,3,2026-03-31T09:50:00-04:00,2026-03-31,commodities,GCF,329.72,102229.87,0.0,0.0
fixed_fractional,4,2026-03-31T10:10:00-04:00,2026-03-31,commodities,CLF,576.4,102806.27,0.0,0.0
fixed_fractional,5,2026-04-01T10:20:00+05:30,2026-04-01,equity,HDFCBANK_NS,-1065.34,101740.93,-1065.34,-1.0363
fixed_fractional,6,2026-04-01T13:10:00+05:30,2026-04-01,derivatives,CNXAUTO,-583.82,101157.11,-1649.16,-1.6041
fixed_fractional,7,2026-04-01T13:15:00+05:30,2026-04-01,derivatives,NSEI,-436.87,100720.24,-2086.03,-2.0291
fixed_fractional,8,2026-04-01T15:20:00+05:30,2026-04-01,equity,BHARTIARTL_NS,969.19,101689.43,-1116.84,-1.0864
fixed_fractional,9,2026-04-01T15:20:00+05:30,2026-04-01,equity,RELIANCE_NS,-413.71,101275.72,-1530.55,-1.4888
fixed_fractional,10,2026-04-01T09:40:00-04:00,2026-04-01,commodities,SIF,-403.92,100871.8,-1934.47,-1.8817
fixed_fractional,11,2026-04-01T10:00:00-04:00,2026-04-01,commodities,GCF,-435.05,100436.75,-2369.52,-2.3048
fixed_fractional,12,2026-04-02T13:35:00+05:30,2026-04-02,equity,SBIN_NS,-320.67,100116.08,-2690.19,-2.6168
fixed_fractional,13,2026-04-02T13:35:00+05:30,2026-04-02,equity,TCS_NS,1876.43,101992.51,-813.76,-0.7915
fixed_fractional,14,2026-04-02T15:10:00+05:30,2026-04-02,equity,INFY_NS,1902.62,103895.13,0.0,0.0
fixed_fractional,15,2026-04-02T15:20:00+05:30,2026-04-02,equity,RELIANCE_NS,-314.35,103580.78,-314.35,-0.3026
fixed_fractional,16,2026-04-02T09:40:00-04:00,2026-04-02,commodities,CLF,-1080.4,102500.38,-1394.75,-1.3425
fixed_fractional,17,2026-04-02T09:40:00-04:00,2026-04-02,commodities,GCF,-348.47,102151.91,-1743.22,-1.6779
fixed_fractional,18,2026-04-06T11:45:00+05:30,2026-04-06,equity,ICICIBANK_NS,-1078.31,101073.6,-2821.53,-2.7157
fixed_fractional,19,2026-04-06T12:25:00+05:30,2026-04-06,equity,HDFCBANK_NS,-775.06,100298.54,-3596.59,-3.4618
fixed_fractional,20,2026-04-06T13:05:00+05:30,2026-04-06,equity,KOTAKBANK_NS,-1047.5,99251.04,-4644.09,-4.47
fixed_fractional,21,2026-04-06T15:20:00+05:30,2026-04-06,equity,BHARTIARTL_NS,-394.73,98856.31,-5038.82,-4.8499
fixed_fractional,22,2026-04-06T15:20:00+05:30,2026-04-06,equity,RELIANCE_NS,970.93,99827.24,-4067.89,-3.9154
fixed_fractional,23,2026-04-06T09:25:00-04:00,2026-04-06,commodities,HGF,-261.4,99565.84,-4329.29,-4.167
fixed_fractional,24,2026-04-06T10:10:00-04:00,2026-04-06,commodities,NGF,838.65,100404.49,-3490.64,-3.3598
fixed_fractional,25,2026-04-06T10:15:00-04:00,2026-04-06,commodities,CLF,-928.15,99476.34,-4418.79,-4.2531
fixed_fractional,26,2026-04-06T11:30:00-04:00,2026-04-06,commodities,GCF,-273.65,99202.69,-4692.44,-4.5165
fixed_fractional,27,2026-04-07T10:00:00-04:00,2026-04-07,commodities,GCF,411.93,99614.62,-4280.51,-4.12
fixed_fractional,28,2026-04-07T10:00:00-04:00,2026-04-07,commodities,SIF,1035.77,100650.39,-3244.74,-3.1231
fixed_fractional,29,2026-04-08T15:20:00+05:30,2026-04-08,derivatives,NSEI,265.97,100916.36,-2978.77,-2.8671
fixed_fractional,30,2026-04-08T15:20:00+05:30,2026-04-08,equity,HDFCBANK_NS,361.61,101277.97,-2617.16,-2.519
fixed_fractional,31,2026-04-08T15:20:00+05:30,2026-04-08,equity,LT_NS,-268.64,101009.33,-2885.8,-2.7776
fixed_fractional,32,2026-04-08T10:15:00-04:00,2026-04-08,commodities,SIF,892.83,101902.16,-1992.97,-1.9183
fixed_fractional,33,2026-04-09T12:55:00+05:30,2026-04-09,equity,INFY_NS,-1055.27,100846.89,-3048.24,-2.934
fixed_fractional,34,2026-04-09T15:20:00+05:30,2026-04-09,equity,HDFCBANK_NS,654.58,101501.47,-2393.66,-2.3039
fixed_fractional,35,2026-04-09T15:20:00+05:30,2026-04-09,equity,ITC_NS,-635.79,100865.68,-3029.45,-2.9159
fixed_fractional,36,2026-04-09T15:20:00+05:30,2026-04-09,equity,RELIANCE_NS,168.67,101034.35,-2860.78,-2.7535
fixed_fractional,37,2026-04-09T09:35:00-04:00,2026-04-09,commodities,SIF,364.72,101399.07,-2496.06,-2.4025
fixed_fractional,38,2026-04-09T10:00:00-04:00,2026-04-09,commodities,NGF,445.37,101844.44,-2050.69,-1.9738
fixed_fractional,39,2026-04-10T09:25:00+05:30,2026-04-10,equity,BHARTIARTL_NS,-385.59,101458.85,-2436.28,-2.3449
fixed_fractional,40,2026-04-10T15:20:00+05:30,2026-04-10,derivatives,NSEBANK,257.46,101716.31,-2178.82,-2.0971
fixed_fractional,41,2026-04-10T15:20:00+05:30,2026-04-10,equity,ICICIBANK_NS,1171.68,102887.99,-1007.14,-0.9694
fixed_fractional,42,2026-04-10T15:20:00+05:30,2026-04-10,equity,INFY_NS,604.7,103492.69,-402.44,-0.3874
fixed_fractional,43,2026-04-10T15:20:00+05:30,2026-04-10,equity,LT_NS,272.66,103765.35,-129.78,-0.1249
fixed_fractional,44,2026-04-10T09:40:00-04:00,2026-04-10,commodities,SIF,-436.07,103329.28,-565.85,-0.5446
fixed_fractional,45,2026-04-10T15:20:00-04:00,2026-04-10,commodities,GCF,-237.06,103092.22,-802.91,-0.7728
fixed_fractional,46,2026-04-13T10:55:00-04:00,2026-04-13,commodities,SIF,-290.99,102801.23,-1093.9,-1.0529
fixed_fractional,47,2026-04-14T09:30:00-04:00,2026-04-14,commodities,GCF,-324.87,102476.36,-1418.77,-1.3656
fixed_fractional,48,2026-04-14T10:05:00-04:00,2026-04-14,commodities,CLF,1852.07,104328.43,0.0,0.0
fixed_fractional,49,2026-04-14T10:25:00-04:00,2026-04-14,commodities,SIF,940.33,105268.76,0.0,0.0
fixed_fractional,50,2026-04-15T11:35:00+05:30,2026-04-15,equity,INFY_NS,-1081.39,104187.37,-1081.39,-1.0273
fixed_fractional,51,2026-04-15T15:20:00+05:30,2026-04-15,derivatives,CNXFMCG,-325.41,103861.96,-1406.8,-1.3364
fixed_fractional,52,2026-04-15T15:20:00+05:30,2026-04-15,equity,ITC_NS,-347.84,103514.12,-1754.64,-1.6668
fixed_fractional,53,2026-04-15T15:20:00+05:30,2026-04-15,equity,LT_NS,-41.86,103472.26,-1796.5,-1.7066
fixed_fractional,54,2026-04-15T09:55:00-04:00,2026-04-15,commodities,CLF,-682.21,102790.05,-2478.71,-2.3546
fixed_fractional,55,2026-04-15T10:35:00-04:00,2026-04-15,commodities,NGF,-683.37,102106.68,-3162.08,-3.0038
fixed_fractional,56,2026-04-15T11:35:00-04:00,2026-04-15,commodities,SIF,-335.2,101771.48,-3497.28,-3.3222
fixed_fractional,57,2026-04-16T11:10:00+05:30,2026-04-16,equity,ITC_NS,-39.92,101731.56,-3537.2,-3.3602
fixed_fractional,58,2026-04-16T12:00:00+05:30,2026-04-16,derivatives,NSEI,432.35,102163.91,-3104.85,-2.9495
fixed_fractional,59,2026-04-16T13:05:00+05:30,2026-04-16,equity,BHARTIARTL_NS,1210.5,103374.41,-1894.35,-1.7995
fixed_fractional,60,2026-04-16T15:20:00+05:30,2026-04-16,equity,KOTAKBANK_NS,766.28,104140.69,-1128.07,-1.0716
fixed_fractional,61,2026-04-16T15:20:00+05:30,2026-04-16,equity,RELIANCE_NS,-565.68,103575.01,-1693.75,-1.609
fixed_fractional,62,2026-04-16T09:35:00-04:00,2026-04-16,commodities,CLF,-578.55,102996.46,-2272.3,-2.1586
fixed_fractional,63,2026-04-16T09:45:00-04:00,2026-04-16,commodities,SIF,-325.38,102671.08,-2597.68,-2.4677
fixed_fractional,64,2026-04-17T15:20:00+05:30,2026-04-17,derivatives,CNXFMCG,723.17,103394.25,-1874.51,-1.7807
