date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,2,2,0,2020.11,119.96,1900.15,1.9002,101900.15,0.0,0.0
2026-03-31,2,2,0,1028.3,122.18,906.12,0.8892,102806.27,0.0,0.0
2026-04-01,7,1,6,-1969.8,399.7,-2369.52,-2.3048,100436.75,-2369.52,-2.3048
2026-04-02,6,2,4,2003.3,288.13,1715.16,1.7077,102151.91,-654.36,-0.6365
2026-04-06,9,2,7,-2526.79,422.41,-2949.22,-2.8871,99202.69,-3603.58,-3.5052
2026-04-07,2,2,0,1565.59,117.89,1447.7,1.4593,100650.39,-2155.88,-2.097
2026-04-08,4,3,1,1434.22,182.45,1251.77,1.2437,101902.16,-904.11,-0.8794
2026-04-09,6,4,2,246.18,303.9,-57.72,-0.0566,101844.44,-961.83,-0.9356
2026-04-10,7,4,3,1612.55,364.74,1247.78,1.2252,103092.22,0.0,0.0
2026-04-13,1,0,1,-229.08,61.91,-290.99,-0.2823,102801.23,-290.99,-0.2823
2026-04-14,3,2,1,2650.79,183.25,2467.53,2.4003,105268.76,0.0,0.0
2026-04-15,7,0,7,-3084.46,412.81,-3497.28,-3.3222,101771.48,-3497.28,-3.3222
2026-04-16,7,3,4,1267.44,367.82,899.6,0.8839,102671.08,-2597.68,-2.4677
2026-04-17,7,4,3,961.55,387.43,574.1,0.5592,103245.18,-2023.58,-1.9223
2026-04-20,7,4,3,-282.44,372.3,-654.72,-0.6341,102590.46,-2678.3,-2.5442
2026-04-21,6,0,6,-2095.93,304.56,-2400.5,-2.3399,100189.96,-5078.8,-4.8246
2026-04-22,5,4,1,883.66,228.3,655.36,0.6541,100845.32,-4423.44,-4.202
2026-04-23,6,2,4,-404.03,346.28,-750.29,-0.744,100095.03,-5173.73,-4.9148
2026-04-24,6,3,3,860.87,299.43,561.47,0.5609,100656.5,-4612.26,-4.3814
2026-04-27,9,3,6,-1021.67,421.9,-1443.56,-1.4341,99212.94,-6055.82,-5.7527
2026-04-28,5,1,4,-334.96,244.93,-579.9,-0.5845,98633.04,-6635.72,-6.3036
2026-04-29,7,6,1,1852.31,235.39,1616.92,1.6393,100249.96,-5018.8,-4.7676
