Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,ATR,Stoch_K,Stoch_D,SMA_20,SMA_50,EMA_12,EMA_26,Price_Change,Price_Change_Pct,Volume_SMA
2026-04-15 00:00:00+05:30,804.9500122070312,814.7999877929688,804.0,809.9000244140625,39769515,55.422579040622615,-16.56750512573319,-26.002225299965104,9.434720174231913,857.5467536038198,788.4300018310547,719.3132500582897,26.996425083705358,90.14620683091637,84.80419176477896,788.4300018310547,858.9339990234375,792.3752736824196,808.9427788081528,0.019126729550208443,1.9126729550208443,62994747.85
2026-04-16 00:00:00+05:30,818.0,820.0499877929688,792.2000122070312,795.4500122070312,62861293,60.27232886744171,-15.095004236963518,-23.82078108736479,8.725776850401271,855.2551590606968,787.3525024414063,719.4498458221158,26.171421595982142,73.66168604784139,79.16498641274426,787.3525024414063,856.1329992675782,792.8483103785136,807.9433146154771,-0.01784172338738399,-1.784172338738399,64052789.3
2026-04-17 00:00:00+05:30,790.0999755859375,803.9500122070312,788.2000122070312,799.9000244140625,37282544,57.49786089208645,-13.41432588039254,-21.73949004597034,8.3251641655778,848.796442617937,785.3175048828125,721.838567147688,25.253566196986608,78.42615494701897,80.74468260859224,785.3175048828125,853.5459997558594,793.9331894609057,807.3475153412983,0.0055943329420340415,0.5594332942034042,63307786.25
2026-04-20 00:00:00+05:30,797.0999755859375,809.9500122070312,790.0,795.4500122070312,52148044,52.98254192032231,-12.299672006370656,-19.851526438050403,7.551854431679747,839.9737440161193,782.8225067138671,725.671269411615,24.542855398995535,73.66168604784139,75.24984234756725,782.8225067138671,850.8930004882812,794.1665468064634,806.4662188128341,-0.005563210490324599,-0.5563210490324599,63973839.5
2026-04-21 00:00:00+05:30,795.2000122070312,814.9000244140625,795.2000122070312,811.75,49135752,63.185377984863045,-9.985916560260648,-17.878404462492455,7.892487902231807,832.9147166819613,781.2575073242188,729.6002979664762,23.96785627092634,91.11349994935519,81.06711364807184,781.2575073242188,848.1540002441407,796.8716934516228,806.8576100118835,0.020491530005440906,2.0491530005440906,65255273.95
2026-04-22 00:00:00+05:30,810.0,813.0499877929688,798.0,799.9000244140625,23876412,67.27320347251165,-9.004642778166271,-16.10365212562722,7.0990093474609495,833.12254888342,781.3425079345703,729.5624669857207,22.932141985212052,78.42615494701897,81.06711364807184,781.3425079345703,845.0900012207031,797.3375905227674,806.3422333009337,-0.014598060469279361,-1.4598060469279361,57867224.9
2026-04-23 00:00:00+05:30,792.0,796.6500244140625,782.5,784.3499755859375,37677616,60.384801610099984,-9.373681256795521,-14.757657951860882,5.3839766950653605,833.3327667493135,781.5375061035156,729.7422454577178,22.435712541852677,61.7772738708655,77.10564292241322,781.5375061035156,841.7830004882812,795.3394959171013,804.7131771738968,-0.019439990440699884,-1.9439990440699884,54594632.25
2026-04-24 00:00:00+05:30,777.2999877929688,787.5999755859375,777.0,784.8499755859375,27720358,58.72525416422746,-9.516105349661302,-13.709347431420968,4.193242081759665,832.2894784109201,783.5725036621094,734.8555289132987,21.167855398995535,53.097910816277235,64.4337798780539,783.5725036621094,838.6580004882812,793.7257235584608,803.2418289081221,0.0006374705368308309,0.06374705368308309,52363563.25
2026-04-27 00:00:00+05:30,787.5,793.0,785.0,789.7999877929688,18115375,55.239685515782895,-9.124372763742713,-12.792352497885318,3.6679797341426053,832.7922800834262,784.8175018310546,736.842723578683,19.767857142857142,48.77221633633944,54.549133674494065,784.8175018310546,835.7090002441406,793.1217642099235,802.2461369736662,0.006306953380913027,0.6306953380913027,50205832.7
2026-04-28 00:00:00+05:30,785.0,794.5,778.2999877929688,782.5499877929688,35366803,52.84136543874144,-9.291825891427834,-12.092247176593823,2.8004212851659886,832.8021484047335,784.8300018310547,736.8578552573758,19.996429443359375,12.891961362821144,38.254029505145944,784.8300018310547,832.7119995117188,791.4953370688535,800.7871629602813,-0.00917953926570636,-0.917953926570636,49012640.85
2026-04-29 00:00:00+05:30,785.5,790.0,780.25,785.0,10277900,39.20139736599393,-9.121689038866066,-11.498135549048273,2.376446510182207,832.3138776668038,786.2700012207031,740.2261247746023,17.421430315290177,18.583048242598153,26.749075313919576,786.2700012207031,829.87,790.4960544428759,799.617743481742,0.0031308060127137605,0.31308060127137605,46252275.9
