trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-03-30T11:50:00-04:00,2026-03-30,commodities,CLF,-637.37,99362.63,-637.37,-0.6374
2,2026-03-30T12:20:00-04:00,2026-03-30,commodities,NGF,-452.84,98909.79,-1090.21,-1.0902
3,2026-03-30T12:25:00-04:00,2026-03-30,commodities,SIF,-442.58,98467.21,-1532.79,-1.5328
4,2026-03-30T12:30:00-04:00,2026-03-30,commodities,GCF,-332.12,98135.09,-1864.91,-1.8649
5,2026-03-30T13:00:00-04:00,2026-03-30,commodities,HGF,-241.18,97893.91,-2106.09,-2.1061
6,2026-03-30T13:35:00-04:00,2026-03-30,commodities,NGF,-467.37,97426.54,-2573.46,-2.5735
7,2026-03-30T14:00:00-04:00,2026-03-30,commodities,NGF,-439.54,96987.0,-3013.0,-3.013
8,2026-03-30T14:20:00-04:00,2026-03-30,commodities,CLF,-504.92,96482.08,-3517.92,-3.5179
9,2026-03-30T14:30:00-04:00,2026-03-30,commodities,CLF,-574.08,95908.0,-4092.0,-4.092
10,2026-03-30T15:20:00-04:00,2026-03-30,commodities,CLF,706.64,96614.64,-3385.36,-3.3854
11,2026-03-30T15:20:00-04:00,2026-03-30,commodities,GCF,720.31,97334.95,-2665.05,-2.665
12,2026-03-30T15:20:00-04:00,2026-03-30,commodities,HGF,354.57,97689.52,-2310.48,-2.3105
13,2026-03-30T15:20:00-04:00,2026-03-30,commodities,SIF,1333.39,99022.91,-977.09,-0.9771
14,2026-03-31T09:30:00-04:00,2026-03-31,commodities,HGF,-293.39,98729.52,-1270.48,-1.2705
15,2026-03-31T10:40:00-04:00,2026-03-31,commodities,CLF,-617.56,98111.96,-1888.04,-1.888
16,2026-03-31T12:30:00-04:00,2026-03-31,commodities,NGF,-586.46,97525.5,-2474.5,-2.4745
17,2026-03-31T12:35:00-04:00,2026-03-31,commodities,CLF,-751.62,96773.88,-3226.12,-3.2261
18,2026-03-31T12:35:00-04:00,2026-03-31,commodities,NGF,-539.98,96233.9,-3766.1,-3.7661
19,2026-03-31T12:45:00-04:00,2026-03-31,commodities,CLF,-998.96,95234.94,-4765.06,-4.7651
20,2026-03-31T14:10:00-04:00,2026-03-31,commodities,NGF,-484.26,94750.68,-5249.32,-5.2493
21,2026-03-31T14:15:00-04:00,2026-03-31,commodities,NGF,-413.08,94337.6,-5662.4,-5.6624
22,2026-03-31T15:20:00-04:00,2026-03-31,commodities,CLF,-97.24,94240.36,-5759.64,-5.7596
23,2026-03-31T15:20:00-04:00,2026-03-31,commodities,GCF,1938.3,96178.66,-3821.34,-3.8213
24,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,-172.83,96005.83,-3994.17,-3.9942
25,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,0.0,96005.83,-3994.17,-3.9942
26,2026-03-31T15:20:00-04:00,2026-03-31,commodities,SIF,2936.9,98942.73,-1057.27,-1.0573
27,2026-04-01T10:20:00-04:00,2026-04-01,commodities,SIF,-553.0,98389.73,-1610.27,-1.6103
28,2026-04-01T10:55:00-04:00,2026-04-01,commodities,HGF,-256.05,98133.68,-1866.32,-1.8663
29,2026-04-01T11:10:00+05:30,2026-04-01,equity,RELIANCE_NS,-216.0,97917.68,-2082.32,-2.0823
30,2026-04-01T11:35:00-04:00,2026-04-01,commodities,CLF,512.46,98430.14,-1569.86,-1.5699
