rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,2,commodities,CLF,2026-04-22,BUY,BUY,LONG,2026-04-22T09:20:00-04:00,2026-04-22T09:25:00-04:00,91.110001,91.089996,89.891324,93.547353,92.328677,93.547353,94.766029,95.984705,97.203382,0.812451,1.218676,89.607165,89.5184,91.130642,65.4128,-0.004413,-0.180805,30.6848,4283.0,3932.3,85.71,14.29,STRONG BULL,834,75969.06,999.69,0.0,2,40,2026-04-22T12:40:00-04:00,93.547353,TP2,2049.44,0.0,2049.44,2.6977,2.0501
BEST,2,2,commodities,CLF,2026-04-09,SELL,SELL,SHORT,2026-04-09T11:45:00-04:00,2026-04-09T11:50:00-04:00,99.629997,99.639999,100.888035,97.113922,98.37196,97.113922,95.855884,94.597846,93.339809,0.838692,1.258038,100.631546,100.691839,100.883093,43.0709,0.293352,0.750767,37.2903,4809.0,4133.0,0.0,100.0,STRONG BEAR,801,79811.64,999.68,0.0,2,6,2026-04-09T12:15:00-04:00,97.113922,TP2,2023.39,0.0,2023.39,2.5352,2.024
BEST,3,2,commodities,CLF,2026-04-13,SELL,SELL,SHORT,2026-04-13T12:30:00-04:00,2026-04-13T12:35:00-04:00,100.949997,100.959999,101.826072,99.197847,100.073922,99.197847,98.321772,97.445696,96.569621,0.58405,0.876075,101.997894,102.10973,102.071646,35.9965,0.100514,0.383171,20.7873,5851.0,2415.65,0.0,85.71,STRONG BEAR,990,99950.4,857.41,0.0,2,6,2026-04-13T13:00:00-04:00,99.197847,TP2,1744.53,0.0,1744.53,1.7454,2.0347
BEST,4,2,commodities,SIF,2026-03-31,BUY,BUY,LONG,2026-03-31T09:15:00-04:00,2026-03-31T09:20:00-04:00,73.160004,73.199997,72.515849,74.448314,73.804159,74.448314,75.092469,75.736623,76.380778,0.429437,0.644155,70.658555,70.515577,73.211667,81.4363,0.044475,-0.127671,34.2927,81.0,96.9,71.43,14.29,STRONG BULL,1366,99991.2,934.55,0.0,2,40,2026-03-31T12:35:00-04:00,74.448314,TP2,1705.2,0.0,1705.2,1.7054,1.8246
BEST,5,2,commodities,CLF,2026-04-17,BUY,BUY,LONG,2026-04-17T13:00:00-04:00,2026-04-17T13:05:00-04:00,81.730003,81.720001,81.056677,83.076657,82.40333,83.076657,83.749983,84.42331,85.096637,0.448884,0.673327,81.435738,81.396158,81.041983,53.0828,-0.118287,-0.262443,15.4872,2870.0,2435.25,85.71,0.0,STRONG BULL,1223,99943.56,811.25,0.0,2,19,2026-04-17T14:35:00-04:00,83.076657,TP2,1659.19,0.0,1659.19,1.6601,2.0452
BEST,6,2,commodities,CLF,2026-04-07,BUY,BUY,LONG,2026-04-07T09:15:00-04:00,2026-04-07T09:20:00-04:00,115.660004,115.660004,114.731834,117.516343,116.588173,117.516343,118.444512,119.372681,120.300851,0.61878,0.928169,113.236431,112.957491,115.459999,77.1695,0.205234,0.018323,23.2723,1477.0,1857.55,71.43,0.0,STRONG BULL,864,99930.24,801.94,0.0,2,22,2026-04-07T11:05:00-04:00,117.516343,TP2,1603.88,0.0,1603.88,1.605,2.0
BEST,7,2,commodities,CLF,2026-04-07,SELL,SELL,SHORT,2026-04-07T11:50:00-04:00,2026-04-07T11:55:00-04:00,115.330002,115.330002,116.253439,113.483128,114.406565,113.483128,112.559691,111.636254,110.712817,0.615625,0.923437,115.9684,116.000057,116.232336,44.4894,0.161403,0.405659,21.2035,2041.0,2828.75,0.0,71.43,STRONG BEAR,867,99991.11,800.62,0.0,2,24,2026-04-07T13:50:00-04:00,113.483128,TP2,1601.24,0.0,1601.24,1.6014,2.0
BEST,8,2,commodities,CLF,2026-04-21,SELL,SELL,SHORT,2026-04-21T13:55:00-04:00,2026-04-21T14:00:00-04:00,89.419998,89.43,90.113996,88.032002,88.726,88.032002,87.338003,86.644005,85.950007,0.462666,0.693998,90.008857,90.083394,89.150392,40.4488,0.093645,0.322704,35.8405,3552.0,3002.45,14.29,85.71,STRONG BEAR,1118,99982.74,764.71,0.0,2,12,2026-04-21T14:55:00-04:00,88.032002,TP2,1562.96,0.0,1562.96,1.5632,2.0439
BEST,9,2,commodities,CLF,2026-04-24,SELL,SELL,SHORT,2026-04-24T11:35:00-04:00,2026-04-24T11:40:00-04:00,94.860001,94.879997,95.530252,93.519498,94.189749,93.519498,92.849246,92.178995,91.508743,0.446834,0.670252,95.237197,95.280187,95.190481,40.9099,-0.05983,-0.071921,14.407,1895.0,2114.0,14.29,57.14,STRONG BEAR,1053,99908.64,684.72,0.0,3,2,2026-04-24T11:45:00-04:00,93.519498,TP2,1432.61,0.0,1432.61,1.4339,2.0923
BEST,10,2,commodities,NGF,2026-04-01,SELL,SELL,SHORT,2026-04-01T09:15:00-04:00,2026-04-01T09:20:00-04:00,2.842,2.842,2.862064,2.801873,2.821936,2.801873,2.781809,2.761746,2.741682,0.013376,0.020064,2.884646,2.88995,2.842667,24.772,-0.004553,-0.002155,19.8321,1563.0,1185.3,0.0,85.71,STRONG BEAR,35186,99998.61,705.96,0.0,2,45,2026-04-01T13:00:00-04:00,2.801873,TP2,1411.91,0.0,1411.91,1.4119,2.0
WORST,1,2,commodities,CLF,2026-04-08,SELL,SELL,SHORT,2026-04-08T14:00:00-04:00,2026-04-08T14:05:00-04:00,94.360001,94.309998,95.257182,92.565637,93.462819,92.565637,91.668455,90.771274,89.874092,0.598121,0.897182,95.05744,95.150217,94.644368,39.5555,-0.206495,-0.262584,17.2764,4967.0,2746.65,14.29,71.43,STRONG BEAR,1055,99497.05,999.28,0.0,0,4,2026-04-08T14:20:00-04:00,95.257182,STOP_LOSS,-999.28,0.0,-999.28,-1.0043,-1.0
WORST,2,2,commodities,CLF,2026-04-13,BUY,BUY,LONG,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,103.589996,103.580002,102.142239,106.48551,105.037753,106.48551,107.933267,109.381025,110.828782,0.965171,1.447757,97.596425,97.314625,103.589999,82.8133,0.005542,-0.461402,41.2565,1431.0,2922.65,71.43,14.29,STRONG BULL,695,71988.1,999.24,0.0,0,6,2026-04-13T09:45:00-04:00,102.142239,STOP_LOSS,-999.25,0.0,-999.25,-1.3881,-1.0
WORST,3,2,commodities,CLF,2026-03-31,SELL,SELL,SHORT,2026-03-31T12:40:00-04:00,2026-03-31T12:45:00-04:00,101.5,101.529999,102.617006,99.265987,100.382994,99.265987,98.148981,97.031975,95.914968,0.744671,1.117006,103.74779,103.946002,103.281078,25.889,-0.037357,0.231848,22.6793,27139.0,4135.35,0.0,85.71,STRONG BEAR,919,93306.07,998.96,0.0,0,1,2026-03-31T12:45:00-04:00,102.617006,STOP_LOSS,-998.96,0.0,-998.96,-1.0706,-1.0
WORST,4,2,commodities,CLF,2026-04-24,SELL,SELL,SHORT,2026-04-24T09:15:00-04:00,2026-04-24T09:20:00-04:00,94.669998,94.699997,95.609772,92.79045,93.730224,92.79045,91.850676,90.910903,89.971129,0.626516,0.939774,95.925928,95.973522,94.87,36.6801,0.066249,0.213125,19.8737,2268.0,3347.95,0.0,71.43,STRONG BEAR,1055,99908.5,959.81,0.0,0,22,2026-04-24T11:05:00-04:00,95.609772,STOP_LOSS,-959.81,0.0,-959.81,-0.9607,-1.0
