date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,4,9,-1540.25,0.0,-1540.25,-1.5402,98459.75,-1540.25,-1.5402
2026-03-31,13,2,11,-2427.77,0.0,-2427.77,-2.4657,96031.98,-3968.02,-3.968
2026-04-01,54,22,32,1713.87,0.0,1713.87,1.7847,97745.85,-2254.15,-2.2542
2026-04-02,36,17,19,2920.99,0.0,2920.99,2.9884,100666.84,0.0,0.0
2026-04-06,56,17,39,-6080.34,0.0,-6080.34,-6.0401,94586.5,-6080.34,-6.0401
2026-04-07,76,25,51,1257.09,0.0,1257.09,1.329,95843.59,-4823.25,-4.7913
2026-04-08,48,15,33,-2739.25,0.0,-2739.25,-2.858,93104.34,-7562.5,-7.5124
2026-04-09,56,22,34,6334.72,0.0,6334.72,6.8039,99439.06,-1227.78,-1.2196
2026-04-10,73,25,48,1063.76,0.0,1063.76,1.0698,100502.82,-164.02,-0.1629
2026-04-13,54,20,34,1394.95,0.0,1394.95,1.388,101897.77,0.0,0.0
2026-04-14,9,2,7,-299.77,0.0,-299.77,-0.2942,101598.0,-299.77,-0.2942
2026-04-15,70,20,50,-2585.65,0.0,-2585.65,-2.545,99012.35,-2885.42,-2.8317
2026-04-16,66,27,39,1626.95,0.0,1626.95,1.6432,100639.3,-1258.47,-1.235
2026-04-17,69,20,49,-1441.96,0.0,-1441.96,-1.4328,99197.34,-2700.43,-2.6501
2026-04-20,25,5,20,-4330.34,0.0,-4330.34,-4.3654,94867.0,-7030.77,-6.8998
2026-04-21,49,17,32,2945.05,0.0,2945.05,3.1044,97812.05,-4085.72,-4.0096
2026-04-22,63,26,37,6905.05,0.0,6905.05,7.0595,104717.1,0.0,0.0
2026-04-23,66,18,48,-1155.09,0.0,-1155.09,-1.1031,103562.01,-1155.09,-1.1031
2026-04-24,52,18,34,241.92,0.0,241.92,0.2336,103803.93,-913.17,-0.872
2026-04-27,59,19,40,-221.08,0.0,-221.08,-0.213,103582.85,-1134.25,-1.0832
2026-04-28,54,17,37,-1215.01,0.0,-1215.01,-1.173,102367.84,-2349.26,-2.2434
2026-04-29,20,11,9,3382.73,0.0,3382.73,3.3045,105750.57,0.0,0.0
