rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,5,equity,RELIANCE_NS,2026-04-06,SELL,SELL,SHORT,2026-04-06T09:15:00+05:30,2026-04-06T09:20:00+05:30,1338.699951,1339.200024,1346.188166,1301.258875,1331.211736,1323.723521,1316.235306,1308.747091,1301.258875,4.992143,7.488215,1348.556571,1348.740312,1343.366659,36.0523,0.522914,1.573292,17.2707,0.0,543636.35,0.0,71.43,STRONG BEAR,746,999043.22,5362.35,0.2,5,20,2026-04-06T10:55:00+05:30,1301.458875,TP5,28154.9,393.58,27761.32,2.7788,5.1771
BEST,2,5,equity,LT_NS,2026-04-06,BUY,BUY,LONG,2026-04-06T11:15:00+05:30,2026-04-06T11:20:00+05:30,3602.5,3605.000049,3585.222869,3688.885655,3619.777131,3637.054262,3654.331393,3671.608524,3688.885655,11.518087,17.277131,3601.500324,3601.476519,3602.17227,51.837,1.971285,4.088554,16.0676,20041.0,25649.9,57.14,14.29,STRONG BULL,277,998585.01,5533.68,0.2,5,24,2026-04-06T13:15:00+05:30,3688.685655,TP5,23180.91,408.17,22772.74,2.2805,4.1153
BEST,3,5,equity,SBIN_NS,2026-04-01,BUY,BUY,LONG,2026-04-01T11:40:00+05:30,2026-04-01T11:45:00+05:30,1007.549988,1007.749988,1003.025958,1030.170135,1012.074017,1016.598046,1021.122076,1025.646105,1030.170135,3.01602,4.524029,1004.522421,1004.409504,1005.403665,53.6299,-0.599656,-1.580748,25.2754,181365.0,173928.85,100.0,0.0,STRONG BULL,992,999687.99,4884.64,0.2,5,19,2026-04-01T13:15:00+05:30,1029.970135,TP5,22042.39,408.24,21634.15,2.1641,4.429
BEST,4,5,equity,RELIANCE_NS,2026-04-27,BUY,BUY,LONG,2026-04-27T09:50:00+05:30,2026-04-27T09:55:00+05:30,1336.900024,1337.000049,1331.362012,1364.590085,1342.438037,1347.976049,1353.514061,1359.052073,1364.590085,3.692008,5.538012,1328.905408,1328.375725,1327.643077,67.8559,0.037153,-0.74288,35.495,448135.0,249722.85,100.0,0.0,STRONG BULL,747,998739.04,4361.01,0.2,5,60,2026-04-27T14:50:00+05:30,1364.390085,TP5,20460.36,407.45,20052.91,2.0078,4.5982
BEST,5,5,equity,TCS_NS,2026-04-22,SELL,SELL,SHORT,2026-04-22T09:15:00+05:30,2026-04-22T09:20:00+05:30,2575.199951,2574.999951,2585.668668,2522.856368,2564.731234,2554.262518,2543.793801,2533.325084,2522.856368,6.979144,10.468717,2602.080314,2603.354537,2571.43335,24.2943,-0.053481,1.860377,19.9964,0.0,40773.8,14.29,57.14,STRONG BEAR,388,999099.98,4217.06,0.2,5,34,2026-04-22T12:05:00+05:30,2523.056368,TP5,20154.11,395.9,19758.21,1.9776,4.6853
BEST,6,5,derivatives,CNXIT,2026-04-02,BUY,BUY,LONG,2026-04-02T10:45:00+05:30,2026-04-02T10:50:00+05:30,29633.650391,29637.050781,29512.96121,30237.096293,29754.339571,29875.028752,29995.717932,30116.407113,30237.096293,80.459454,120.68918,29583.731,29578.025932,29534.920127,53.5079,-13.454675,-38.297293,23.7962,0.0,0.0,71.43,0.0,STRONG BULL,33,978022.68,4259.96,5.0,5,34,2026-04-02T13:35:00+05:30,30232.096293,TP5,19636.5,610.58,19025.92,1.9453,4.4662
BEST,7,5,equity,SBIN_NS,2026-04-06,BUY,BUY,LONG,2026-04-06T12:10:00+05:30,2026-04-06T12:15:00+05:30,1013.0,1013.549976,1008.312338,1036.43831,1017.687662,1022.375324,1027.062986,1031.750648,1036.43831,3.125108,4.687662,1011.52194,1011.477594,1015.086921,55.1043,-0.164197,-0.6165,15.6612,246929.0,223835.2,57.14,28.57,MILD BULL,986,999360.28,5361.51,0.2,4,38,2026-04-06T15:20:00+05:30,1033.05,SESSION_END,19227.02,407.31,18819.71,1.8832,3.5102
BEST,8,5,equity,BHARTIARTL_NS,2026-04-02,BUY,BUY,LONG,2026-04-02T13:25:00+05:30,2026-04-02T13:30:00+05:30,1762.0,1762.500049,1755.08853,1796.557352,1768.91147,1775.822941,1782.734411,1789.645882,1796.557352,4.607647,6.91147,1756.497175,1756.272649,1755.518381,60.062,-0.288844,-0.870089,15.1137,124201.0,132678.8,71.43,0.0,STRONG BULL,567,999337.53,4315.73,0.2,5,21,2026-04-02T15:10:00+05:30,1796.357352,TP5,19197.09,407.29,18789.8,1.8802,4.3538
BEST,9,5,equity,LT_NS,2026-04-09,SELL,SELL,SHORT,2026-04-09T09:15:00+05:30,2026-04-09T09:20:00+05:30,3967.899902,3969.499951,3985.505044,3879.874194,3950.294761,3932.689619,3915.084477,3897.479336,3879.874194,11.736761,17.605142,3998.11299,3999.974748,3964.233236,31.0844,-0.155647,2.195105,26.9842,0.0,61612.5,14.29,71.43,STRONG BEAR,251,996344.49,4067.48,0.2,4,73,2026-04-09T15:20:00+05:30,3893.2,SESSION_END,19151.29,395.21,18756.08,1.8825,4.6112
BEST,10,5,equity,INFY_NS,2026-04-02,BUY,BUY,LONG,2026-04-02T13:00:00+05:30,2026-04-02T13:05:00+05:30,1268.699951,1268.899951,1264.002516,1292.187125,1273.397386,1278.094821,1282.792256,1287.48969,1292.187125,3.131623,4.697435,1267.841999,1267.761909,1268.200426,52.1551,-0.196674,-0.518309,15.8251,261208.0,108881.75,85.71,0.0,STRONG BULL,788,999893.16,4016.78,0.2,5,14,2026-04-02T14:10:00+05:30,1291.987125,TP5,18192.69,407.2,17785.49,1.7787,4.4278
