market,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,321,7,314,2.18,-5233355.67,-16303.29,9464.02,-27344.78,0.0071
derivatives,251,66,185,26.29,-107904.86,-429.9,19025.92,-6160.04,0.7606
equity,509,142,367,27.9,-99176.3,-194.85,27761.32,-8485.51,0.9087
