date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,0,13,-76691.24,139327.08,-216018.32,-21.6018,783981.68,-216018.32,-21.6018
2026-03-31,13,0,13,-85996.2,94514.99,-180511.19,-23.0249,603470.49,-396529.51,-39.653
2026-04-01,54,15,39,-94469.45,152930.94,-247400.39,-40.9963,356070.1,-643929.9,-64.393
2026-04-02,36,13,23,-41352.29,159568.63,-200920.92,-56.4273,155149.18,-844850.82,-84.4851
2026-04-06,56,12,44,-197739.51,269530.63,-467270.14,-301.1747,-312120.96,-1312120.96,-131.2121
2026-04-07,76,17,59,-79046.6,194891.04,-273937.64,87.7665,-586058.6,-1586058.6,-158.6059
2026-04-08,48,10,38,-87917.17,220375.35,-308292.52,52.6044,-894351.12,-1894351.12,-189.4351
2026-04-09,56,16,40,-31387.73,148238.1,-179625.83,20.0845,-1073976.95,-2073976.95,-207.3977
2026-04-10,73,14,59,-128906.33,254537.24,-383443.57,35.7031,-1457420.52,-2457420.52,-245.7421
2026-04-13,54,10,44,-59973.44,152818.42,-212791.86,14.6006,-1670212.38,-2670212.38,-267.0212
2026-04-14,9,0,9,-84181.8,48275.51,-132457.31,7.9306,-1802669.69,-2802669.69,-280.267
2026-04-15,70,10,60,-185386.71,208233.56,-393620.27,21.8354,-2196289.96,-3196289.96,-319.629
2026-04-16,66,19,47,-84554.51,238772.59,-323327.1,14.7215,-2519617.06,-3519617.06,-351.9617
2026-04-17,69,11,58,-103246.34,109489.99,-212736.33,8.4432,-2732353.39,-3732353.39,-373.2353
2026-04-20,25,0,25,-146960.29,134932.0,-281892.29,10.3168,-3014245.68,-4014245.68,-401.4246
2026-04-21,49,11,38,-63139.42,109926.39,-173065.81,5.7416,-3187311.49,-4187311.49,-418.7311
2026-04-22,63,21,42,-33692.95,325590.66,-359283.61,11.2723,-3546595.1,-4546595.1,-454.6595
2026-04-23,66,11,55,-127622.66,269951.62,-397574.28,11.21,-3944169.38,-4944169.38,-494.4169
2026-04-24,52,10,42,-113400.32,173269.78,-286670.1,7.2682,-4230839.48,-5230839.48,-523.0839
2026-04-27,59,12,47,-94899.18,149549.99,-244449.17,5.7778,-4475288.65,-5475288.65,-547.5289
2026-04-28,54,10,44,-104929.48,193780.72,-298710.2,6.6747,-4773998.85,-5773998.85,-577.3999
2026-04-29,20,9,11,32034.02,9244.38,22789.64,-0.4774,-4751209.21,-5751209.21,-575.1209
