target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
5,commodities,CLF,2026-03-30,SELL,SELL,SHORT,2026-03-30T11:40:00-04:00,2026-03-30T11:45:00-04:00,101.529999,101.340001,102.187734,98.241324,100.872264,100.214529,99.556794,98.899059,98.241324,0.43849,0.657735,102.075535,102.096368,102.124457,42.1444,0.021893,0.084693,13.0405,2423.0,2776.1,0.0,71.43,STRONG BEAR,9544,967188.97,9999.56,0.2,0,2,2026-03-30T11:50:00-04:00,102.387734,STOP_LOSS,-9999.56,16801.07,-26800.63,-2.771,-2.6802
5,commodities,CLF,2026-03-30,BUY,BUY,LONG,2026-03-30T11:55:00-04:00,2026-03-30T12:00:00-04:00,102.970001,103.159999,102.255504,106.542486,103.684498,104.398995,105.113492,105.827989,106.542486,0.476331,0.714497,102.264674,102.175761,102.152513,63.2034,0.088775,0.064525,12.7246,5153.0,2710.8,85.71,0.0,STRONG BULL,9053,933907.47,9998.99,0.2,1,29,2026-03-30T14:20:00-04:00,102.240002,OPPOSITE_SIGNAL,-8328.73,15998.03,-24326.76,-2.6048,-2.4329
5,commodities,CLF,2026-03-30,SELL,SELL,SHORT,2026-03-30T14:15:00-04:00,2026-03-30T14:20:00-04:00,102.440002,102.240002,103.028204,99.498997,101.851801,101.2636,100.675399,100.087198,99.498997,0.392134,0.588201,103.005304,103.061645,102.534855,39.0219,0.029376,0.152161,15.7692,4338.0,1958.7,0.0,85.71,STRONG BEAR,9780,999907.22,9664.61,0.2,0,3,2026-03-30T14:30:00-04:00,103.228204,STOP_LOSS,-9664.61,17359.34,-27023.95,-2.7026,-2.7962
5,commodities,CLF,2026-03-30,BUY,BUY,LONG,2026-03-30T14:45:00-04:00,2026-03-30T14:50:00-04:00,103.209999,103.420001,102.682518,105.847404,103.73748,104.264961,104.792442,105.319923,105.847404,0.351654,0.527481,103.082723,103.07171,102.570504,53.7527,0.037213,0.055731,12.1753,672.0,2381.1,57.14,14.29,STRONG BULL,9669,999967.99,9064.52,0.2,1,7,2026-03-30T15:20:00-04:00,103.749997,SESSION_END,3190.73,17278.84,-14088.11,-1.4089,-1.5542
5,commodities,CLF,2026-03-31,SELL,SELL,SHORT,2026-03-31T09:45:00-04:00,2026-03-31T09:50:00-04:00,102.870003,102.679997,103.515344,99.643295,102.224661,101.57932,100.933978,100.288636,99.643295,0.430228,0.645342,103.34161,103.343828,103.296883,43.0639,0.04757,0.114881,15.3561,3404.0,2158.15,0.0,85.71,STRONG BEAR,9658,991683.41,9999.38,0.2,1,11,2026-03-31T10:40:00-04:00,103.715344,STOP_LOSS,-9999.38,17222.17,-27221.55,-2.745,-2.7223
5,commodities,CLF,2026-03-31,BUY,BUY,LONG,2026-03-31T10:45:00-04:00,2026-03-31T10:50:00-04:00,104.019997,104.219997,103.237874,107.930608,104.802119,105.584241,106.366363,107.148485,107.930608,0.521415,0.782122,103.076168,103.016785,102.914606,63.6698,-0.001649,-0.11519,16.3498,4133.0,2767.6,85.71,0.0,STRONG BULL,8459,881596.95,9999.57,0.2,1,22,2026-03-31T12:35:00-04:00,103.037874,STOP_LOSS,-9999.57,15077.66,-25077.23,-2.8445,-2.5078
5,commodities,CLF,2026-03-31,SELL,SELL,SHORT,2026-03-31T12:40:00-04:00,2026-03-31T12:45:00-04:00,101.5,101.329999,102.617006,95.914968,100.382994,99.265987,98.148981,97.031975,95.914968,0.744671,1.117006,103.74779,103.946002,103.281078,25.889,-0.037357,0.231848,22.6793,27139.0,4135.35,0.0,85.71,STRONG BEAR,6724,681342.91,9998.64,0.2,0,1,2026-03-31T12:45:00-04:00,102.817006,STOP_LOSS,-9998.64,11886.79,-21885.43,-3.2121,-2.1888
5,commodities,CLF,2026-03-31,BUY,BUY,LONG,2026-03-31T14:50:00-04:00,2026-03-31T14:55:00-04:00,102.379997,102.570003,101.239415,108.082907,103.520579,104.661161,105.801743,106.942325,108.082907,0.760388,1.140582,102.003632,101.98104,102.43766,53.0835,-0.101607,-0.263694,29.7253,789.0,4151.25,71.43,14.29,STRONG BULL,6533,670089.83,9999.33,0.2,0,6,2026-03-31T15:20:00-04:00,102.060002,SESSION_END,-3331.84,11525.42,-14857.26,-2.2172,-1.4858
5,commodities,CLF,2026-04-01,SELL,SELL,SHORT,2026-04-01T09:15:00-04:00,2026-04-01T09:20:00-04:00,100.300003,100.12,101.373429,94.932875,99.226577,98.153152,97.079726,96.0063,94.932875,0.715617,1.073426,101.786871,101.924898,100.34667,34.6908,-0.142436,-0.091839,26.3343,2997.0,3181.75,0.0,85.71,STRONG BEAR,6880,688825.6,9999.59,0.2,1,28,2026-04-01T11:35:00-04:00,99.979999,OPPOSITE_SIGNAL,963.21,11877.36,-10914.15,-1.5845,-1.0915
5,commodities,CLF,2026-04-01,BUY,BUY,LONG,2026-04-01T11:30:00-04:00,2026-04-01T11:35:00-04:00,99.790001,99.979999,98.914298,104.168517,100.665704,101.541408,102.417111,103.292814,104.168517,0.583802,0.875703,99.48776,99.48546,99.285569,52.6222,-0.175047,-0.39614,31.9326,2516.0,2742.85,85.71,0.0,STRONG BULL,7900,789841.99,9999.04,0.2,1,20,2026-04-01T13:10:00-04:00,99.090001,OPPOSITE_SIGNAL,-7030.98,13537.6,-20568.58,-2.6041,-2.0571
5,commodities,CLF,2026-04-01,SELL,SELL,SHORT,2026-04-01T13:05:00-04:00,2026-04-01T13:10:00-04:00,99.300003,99.090001,99.92232,96.188417,98.677686,98.055369,97.433051,96.810734,96.188417,0.414878,0.622317,99.874925,99.892394,99.518926,40.3204,0.009235,0.07422,15.4172,3233.0,2066.55,0.0,85.71,STRONG BEAR,9686,959785.75,9999.04,0.2,1,14,2026-04-01T14:15:00-04:00,100.12232,STOP_LOSS,-9999.04,16673.78,-26672.82,-2.779,-2.6675
5,commodities,CLF,2026-04-01,BUY,BUY,LONG,2026-04-01T14:25:00-04:00,2026-04-01T14:30:00-04:00,100.139999,100.350002,99.494165,103.369173,100.785834,101.431669,102.077503,102.723338,103.369173,0.430556,0.645835,99.609511,99.559809,99.519397,58.5372,-0.008848,-0.101694,15.8228,16118.0,2987.65,85.71,0.0,STRONG BULL,9471,950414.86,9999.83,0.2,0,11,2026-04-01T15:20:00-04:00,99.539998,SESSION_END,-7671.55,16290.1,-23961.65,-2.5212,-2.3962
5,commodities,CLF,2026-04-02,SELL,SELL,SHORT,2026-04-02T14:55:00-04:00,2026-04-02T15:00:00-04:00,111.129997,110.910001,111.996598,106.796992,110.263396,109.396795,108.530194,107.663593,106.796992,0.577734,0.866601,111.364683,111.370777,110.877958,47.7213,0.097868,0.215826,11.0559,1076.0,2896.1,14.29,57.14,STRONG BEAR,7772,861992.52,9999.44,0.2,0,5,2026-04-02T15:20:00-04:00,111.52,SESSION_END,-4740.91,14926.29,-19667.2,-2.2816,-1.9668
5,commodities,CLF,2026-04-06,BUY,BUY,LONG,2026-04-06T09:15:00-04:00,2026-04-06T09:20:00-04:00,111.870003,112.049998,111.082515,115.807443,112.657491,113.444979,114.232467,115.019955,115.807443,0.524992,0.787488,111.381441,111.352591,111.670001,59.4572,0.067452,0.084699,10.7385,2377.0,2482.6,57.14,14.29,STRONG BULL,8565,959708.24,9999.5,0.2,1,12,2026-04-06T10:15:00-04:00,110.882515,STOP_LOSS,-9999.49,16420.55,-26420.04,-2.7529,-2.6421
5,commodities,CLF,2026-04-06,SELL,SELL,SHORT,2026-04-06T10:20:00-04:00,2026-04-06T10:25:00-04:00,110.949997,110.749997,111.92345,106.082734,109.976544,109.003092,108.029639,107.056186,106.082734,0.648968,0.973453,111.72238,111.792343,112.10538,39.9699,0.040678,0.205255,16.6209,2283.0,1823.6,14.29,71.43,STRONG BEAR,7280,806259.98,9998.74,0.2,0,3,2026-04-06T10:35:00-04:00,112.12345,STOP_LOSS,-9998.73,14034.37,-24033.1,-2.9808,-2.4036
5,commodities,CLF,2026-04-06,BUY,BUY,LONG,2026-04-06T11:20:00-04:00,2026-04-06T11:25:00-04:00,112.07,112.280002,111.123007,116.804965,113.016993,113.963986,114.910979,115.857972,116.804965,0.631329,0.946993,111.611953,111.562655,111.750434,57.6815,0.01598,-0.059674,14.4131,998.0,1905.25,71.43,0.0,STRONG BULL,7369,827391.33,9999.7,0.2,0,16,2026-04-06T12:40:00-04:00,111.490002,OPPOSITE_SIGNAL,-5821.51,14198.38,-20019.89,-2.4196,-2.002
