market,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,321,4,317,1.25,-5228414.34,-16287.9,11177.94,-27344.78,0.0038
derivatives,251,66,185,26.29,-134909.57,-537.49,15045.26,-6160.04,0.7007
equity,509,143,366,28.09,-157151.74,-308.75,22173.5,-8485.51,0.8552
