rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,slippage_points,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
BEST,1,3,equity,INFY_NS,2026-04-22,SELL,SELL,SHORT,2026-04-22T09:15:00+05:30,2026-04-22T09:20:00+05:30,1280.0,1279.600049,1288.013414,1255.959758,1271.986586,1263.973172,1255.959758,1247.946344,1239.93293,5.342276,8.013414,1306.190779,1309.70622,1282.93335,16.9364,-2.930896,-1.358425,28.4615,0.0,203195.4,0.0,85.71,STRONG BEAR,781,999367.64,6727.04,0.2,3,37,2026-04-22T12:20:00+05:30,1256.159758,TP3,18306.87,396.53,17910.34,1.7922,2.6624
BEST,2,3,equity,RELIANCE_NS,2026-04-06,SELL,SELL,SHORT,2026-04-06T09:15:00+05:30,2026-04-06T09:20:00+05:30,1338.699951,1339.200024,1346.188166,1316.235306,1331.211736,1323.723521,1316.235306,1308.747091,1301.258875,4.992143,7.488215,1348.556571,1348.740312,1343.366659,36.0523,0.522914,1.573292,17.2707,0.0,543636.35,0.0,71.43,STRONG BEAR,746,999043.22,5362.35,0.2,3,6,2026-04-06T09:45:00+05:30,1316.435306,TP3,16982.48,396.79,16585.69,1.6602,3.093
BEST,3,3,derivatives,CNXIT,2026-04-22,SELL,SELL,SHORT,2026-04-22T09:15:00+05:30,2026-04-22T09:20:00+05:30,30819.25,30814.0,30993.818383,30295.544852,30644.681617,30470.113234,30295.544852,30120.976469,29946.408086,116.378922,174.568383,31535.746741,31629.862868,30846.349609,11.9263,-73.037,-23.831793,25.1583,0.0,0.0,0.0,85.71,STRONG BEAR,32,986048.0,5914.19,5.0,3,30,2026-04-22T11:45:00+05:30,30300.544852,TP3,16430.56,596.27,15834.29,1.6058,2.6773
BEST,4,3,equity,ICICIBANK_NS,2026-04-10,BUY,BUY,LONG,2026-04-10T09:15:00+05:30,2026-04-10T09:20:00+05:30,1301.300049,1301.500049,1294.238591,1322.484424,1308.361507,1315.422965,1322.484424,1329.545882,1336.60734,4.707639,7.061458,1285.363893,1283.820018,1297.066691,75.2002,0.410511,-1.415749,32.2459,0.0,608665.8,85.71,0.0,STRONG BULL,768,999552.04,5730.4,0.2,3,12,2026-04-10T10:15:00+05:30,1322.284424,TP3,15962.4,406.44,15555.96,1.5563,2.7146
BEST,5,3,equity,INFY_NS,2026-04-07,BUY,BUY,LONG,2026-04-07T09:50:00+05:30,2026-04-07T09:55:00+05:30,1311.199951,1311.500049,1304.73976,1330.580526,1317.660143,1324.120334,1330.580526,1337.040718,1343.500909,4.306794,6.460192,1306.794303,1306.620385,1306.75032,57.1755,-0.154798,-0.656979,24.4981,115233.0,158508.05,71.43,0.0,STRONG BULL,762,999363.04,5303.74,0.2,3,18,2026-04-07T11:20:00+05:30,1330.380526,TP3,14386.92,405.92,13981.0,1.399,2.6361
BEST,6,3,equity,ICICIBANK_NS,2026-04-06,BUY,BUY,LONG,2026-04-06T10:25:00+05:30,2026-04-06T10:30:00+05:30,1209.5,1209.799976,1203.65315,1227.040551,1215.34685,1221.193701,1227.040551,1232.887402,1238.734252,3.8979,5.84685,1207.747153,1207.551522,1206.410078,54.4844,0.40988,0.486421,19.4885,139086.0,459274.55,57.14,14.29,STRONG BULL,826,999294.78,5242.48,0.2,3,37,2026-04-06T13:30:00+05:30,1226.840551,TP3,14075.52,405.81,13669.71,1.3679,2.6075
BEST,7,3,equity,LT_NS,2026-04-09,SELL,SELL,SHORT,2026-04-09T09:15:00+05:30,2026-04-09T09:20:00+05:30,3967.899902,3969.499951,3985.505044,3915.084477,3950.294761,3932.689619,3915.084477,3897.479336,3879.874194,11.736761,17.605142,3998.11299,3999.974748,3964.233236,31.0844,-0.155647,2.195105,26.9842,0.0,61612.5,14.29,71.43,STRONG BEAR,251,996344.49,4067.48,0.2,3,20,2026-04-09T10:55:00+05:30,3915.284477,TP3,13608.08,396.8,13211.28,1.326,3.248
BEST,8,3,equity,LT_NS,2026-04-06,BUY,BUY,LONG,2026-04-06T11:15:00+05:30,2026-04-06T11:20:00+05:30,3602.5,3605.000049,3585.222869,3654.331393,3619.777131,3637.054262,3654.331393,3671.608524,3688.885655,11.518087,17.277131,3601.500324,3601.476519,3602.17227,51.837,1.971285,4.088554,16.0676,20041.0,25649.9,57.14,14.29,STRONG BULL,277,998585.01,5533.68,0.2,3,19,2026-04-06T12:50:00+05:30,3654.131393,TP3,13609.38,405.42,13203.96,1.3223,2.3861
BEST,9,3,equity,TCS_NS,2026-04-10,SELL,SELL,SHORT,2026-04-10T09:15:00+05:30,2026-04-10T09:20:00+05:30,2547.5,2547.8,2563.104345,2500.686966,2531.895655,2516.291311,2500.686966,2485.082622,2469.478277,10.402896,15.604345,2578.624638,2581.174775,2547.666667,28.6457,-2.012426,-0.827971,21.1994,0.0,72943.2,0.0,71.43,STRONG BEAR,392,998737.6,6077.7,0.2,2,45,2026-04-10T13:00:00+05:30,2513.2,OPPOSITE_SIGNAL,13563.2,397.67,13165.53,1.3182,2.1662
BEST,10,3,derivatives,CNXIT,2026-04-10,SELL,SELL,SHORT,2026-04-10T09:15:00+05:30,2026-04-10T09:20:00+05:30,31172.0,31165.199219,31318.3709,30732.887299,31025.6291,30879.258199,30732.887299,30586.516398,30440.145498,97.5806,146.3709,31526.344883,31547.497121,31247.633464,26.313,-6.793599,16.989541,18.3217,0.0,0.0,0.0,71.43,STRONG BEAR,32,997286.38,5061.49,5.0,3,6,2026-04-10T09:45:00+05:30,30737.887299,TP3,13673.98,604.06,13069.92,1.3105,2.5822
