market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,2,68,2.86,-1309018.26,-18700.26,2842.52,-27269.55,0.0042
commodities,GCF,59,0,59,0.0,-1002752.69,-16995.81,-8913.54,-20710.65,0.0
commodities,HGF,53,0,53,0.0,-646528.24,-12198.65,-11084.12,-12640.22,0.0
commodities,NGF,71,0,71,0.0,-774518.77,-10908.72,-9801.79,-11289.09,0.0
commodities,SIF,68,0,68,0.0,-1492249.82,-21944.85,-3960.17,-27344.78,0.0
derivatives,CNXAUTO,43,15,28,34.88,-14164.55,-329.41,7217.37,-6160.04,0.8174
derivatives,CNXFMCG,56,13,43,23.21,-58441.93,-1043.61,5300.66,-5165.53,0.4053
derivatives,CNXIT,53,18,35,33.96,-22642.78,-427.22,10245.19,-4952.7,0.7784
derivatives,NSEBANK,50,15,35,30.0,-36366.0,-727.32,5444.21,-5647.73,0.5432
derivatives,NSEI,49,14,35,28.57,-44110.7,-900.22,4698.02,-4915.1,0.4515
equity,BHARTIARTL_NS,56,19,37,33.93,-14631.63,-261.28,8695.08,-5780.36,0.8611
equity,HDFCBANK_NS,45,12,33,26.67,-50234.1,-1116.31,7884.72,-6126.55,0.5199
equity,ICICIBANK_NS,51,14,37,27.45,-31753.14,-622.61,10134.32,-5715.12,0.6774
equity,INFY_NS,53,15,38,28.3,-47413.06,-894.59,11720.31,-6525.9,0.6446
equity,ITC_NS,57,10,47,17.54,-123142.18,-2160.39,5500.24,-5971.21,0.1666
equity,KOTAKBANK_NS,41,14,27,34.15,-34030.57,-830.01,6630.91,-8485.51,0.6536
equity,LT_NS,58,19,39,32.76,-19090.35,-329.14,10958.11,-7187.94,0.8252
equity,RELIANCE_NS,55,16,39,29.09,-31307.21,-569.22,10997.87,-6212.32,0.6802
equity,SBIN_NS,49,19,30,38.78,-121.67,-2.48,8174.5,-6565.84,0.9986
equity,TCS_NS,44,16,28,36.36,1308.44,29.74,11874.97,-5350.38,1.0159
