market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,0,70,0.0,-1293299.32,-18475.7,-4684.29,-27269.55,0.0
commodities,GCF,59,0,59,0.0,-1008268.74,-17089.3,-11735.54,-20710.65,0.0
commodities,HGF,53,0,53,0.0,-647308.31,-12213.36,-11527.88,-12640.22,0.0
commodities,NGF,71,0,71,0.0,-775413.12,-10921.31,-10285.43,-11278.36,0.0
commodities,SIF,68,0,68,0.0,-1498947.89,-22043.35,-9826.37,-27344.78,0.0
derivatives,CNXAUTO,43,20,23,46.51,-29066.94,-675.98,3606.32,-6160.04,0.5575
derivatives,CNXFMCG,56,24,32,42.86,-46902.23,-837.54,3214.96,-5165.53,0.3952
derivatives,CNXIT,53,22,31,41.51,-47425.31,-894.82,4656.08,-4952.7,0.4804
derivatives,NSEBANK,50,18,32,36.0,-43535.54,-870.71,3511.07,-5647.73,0.3946
derivatives,NSEI,49,22,27,44.9,-54345.95,-1109.1,1828.26,-4915.1,0.219
equity,BHARTIARTL_NS,56,22,34,39.29,-51122.75,-912.91,4035.24,-5780.36,0.4823
equity,HDFCBANK_NS,45,21,24,46.67,-34523.71,-767.19,4829.48,-6126.55,0.5881
equity,ICICIBANK_NS,51,17,34,33.33,-45265.43,-887.56,4929.02,-5715.12,0.5012
equity,INFY_NS,53,21,32,39.62,-64932.91,-1225.15,5697.59,-6525.9,0.4797
equity,ITC_NS,57,16,41,28.07,-102268.6,-1794.19,2037.07,-5971.21,0.1001
equity,KOTAKBANK_NS,41,24,17,58.54,-25944.93,-632.8,3213.63,-8485.51,0.6075
equity,LT_NS,58,25,33,43.1,-28861.25,-497.61,5475.41,-7187.94,0.6964
equity,RELIANCE_NS,55,24,31,43.64,-29731.31,-540.57,5410.06,-6212.32,0.6523
equity,SBIN_NS,49,24,25,48.98,-16636.53,-339.52,5088.19,-6565.84,0.781
equity,TCS_NS,44,21,23,47.73,-13655.44,-310.35,5756.31,-5350.38,0.8014
