market,instrument,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,CLF,70,4,66,5.71,-1310344.12,-18719.2,10370.87,-27269.55,0.0134
commodities,GCF,59,0,59,0.0,-1005037.81,-17034.54,-4683.94,-20710.65,0.0
commodities,HGF,53,0,53,0.0,-647988.59,-12226.2,-11364.0,-12640.22,0.0
commodities,NGF,71,0,71,0.0,-776375.54,-10934.87,-9882.43,-11289.09,0.0
commodities,SIF,68,1,67,1.47,-1474941.73,-21690.32,1906.04,-27344.78,0.0013
derivatives,CNXAUTO,43,14,29,32.56,-9312.67,-216.57,9963.19,-6160.04,0.8816
derivatives,CNXFMCG,56,11,45,19.64,-54733.66,-977.39,8398.25,-5165.53,0.4585
derivatives,CNXIT,53,17,36,32.08,-3043.54,-57.43,15834.29,-4952.7,0.9702
derivatives,NSEBANK,50,12,38,24.0,-39674.39,-793.49,6839.31,-5647.73,0.5447
derivatives,NSEI,49,13,36,26.53,-34509.03,-704.27,7583.34,-4915.1,0.5747
equity,BHARTIARTL_NS,56,18,38,32.14,251.21,4.49,12230.04,-5780.36,1.0024
equity,HDFCBANK_NS,45,11,34,24.44,-41456.84,-921.26,12121.02,-6126.55,0.6205
equity,ICICIBANK_NS,51,14,37,27.45,-7806.29,-153.06,15555.96,-5715.12,0.9207
equity,INFY_NS,53,14,39,26.42,-27890.28,-526.23,17910.34,-6525.9,0.7919
equity,ITC_NS,57,10,47,17.54,-115579.92,-2027.72,6978.12,-5971.21,0.2177
equity,KOTAKBANK_NS,41,14,27,34.15,-14531.95,-354.44,10671.45,-8485.51,0.8521
equity,LT_NS,58,15,43,25.86,-28394.98,-489.57,13211.28,-7187.94,0.7501
equity,RELIANCE_NS,55,14,41,25.45,-37713.08,-685.69,16585.69,-6212.32,0.6364
equity,SBIN_NS,49,18,31,36.73,17269.47,352.44,12721.07,-6565.84,1.1893
equity,TCS_NS,44,15,29,34.09,26555.67,603.54,13165.53,-5350.38,1.3216
