market,instrument,session_date,setup,direction,first_candle_time,first_open,first_high,first_low,first_close,first_volume,gap_pct,signal_time,signal_close,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,quantity,notional,slippage_points,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple,holding_candles
derivatives,CNXAUTO_data_15m,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,23913.150391,23913.150391,23575.650391,23696.150391,0.0,-1.2592,2026-04-02T11:15:00+05:30,23568.699219,2026-04-02T11:30:00+05:30,23563.800781,23917.933021,22855.536302,2026-04-02T13:15:00+05:30,23922.933021,STOP_LOSS,27,636222.62,5.0,-9696.57,412.08,-10108.65,-1.5889,-1.0425,8
derivatives,CNXAUTO_data_15m,2026-04-21,OPEN_EQUALS_LOW,LONG,2026-04-21T09:15:00+05:30,26511.099609,26694.349609,26496.449219,26627.25,0.0,0.1869,2026-04-21T10:00:00+05:30,26698.0,2026-04-21T10:15:00+05:30,26702.949219,26505.797389,27097.252877,2026-04-21T15:15:00+05:30,26623.699219,END_OF_DAY,37,988009.12,5.0,-2932.25,604.43,-3536.68,-0.358,-0.4728,21
derivatives,CNXAUTO_data_15m,2026-04-23,OPEN_EQUALS_HIGH,SHORT,2026-04-23T09:15:00+05:30,26276.199219,26276.199219,26090.599609,26196.150391,0.0,-0.7048,2026-04-23T10:15:00+05:30,25990.449219,2026-04-23T10:30:00+05:30,25985.099609,26281.454459,25392.389911,2026-04-23T15:15:00+05:30,25852.949219,END_OF_DAY,33,857508.29,5.0,4360.96,529.88,3831.08,0.4468,0.3852,20
derivatives,CNXAUTO_data_15m,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,25803.050781,25960.699219,25792.349609,25891.800781,0.0,0.4485,2026-04-27T12:00:00+05:30,25962.199219,2026-04-27T12:15:00+05:30,25967.900391,25797.890171,26307.92083,2026-04-27T15:15:00+05:30,26071.300781,END_OF_DAY,38,986780.21,5.0,3929.21,607.33,3321.88,0.3366,0.4995,13
derivatives,CNXAUTO_data_15m,2026-04-29,OPEN_EQUALS_LOW,LONG,2026-04-29T09:15:00+05:30,25936.849609,26293.050781,25936.849609,26273.0,0.0,0.5131,2026-04-29T09:30:00+05:30,26297.199219,2026-04-29T09:45:00+05:30,26302.599609,25931.662239,27044.474349,2026-04-29T15:15:00+05:30,26073.25,END_OF_DAY,26,683867.59,5.0,-5963.09,430.84,-6393.93,-0.935,-0.6542,23
derivatives,CNXFMCG_data_15m,2026-04-15,OPEN_EQUALS_LOW,LONG,2026-04-15T09:15:00+05:30,48004.851562,48349.800781,48004.851562,48048.351562,0.0,1.0245,2026-04-15T11:30:00+05:30,48410.300781,2026-04-15T11:45:00+05:30,48415.5,47995.250592,49255.998816,2026-04-15T15:15:00+05:30,48247.550781,END_OF_DAY,20,968310.0,5.0,-3358.98,593.07,-3952.05,-0.4081,-0.4647,15
derivatives,CNXFMCG_data_15m,2026-04-17,OPEN_EQUALS_LOW,LONG,2026-04-17T09:15:00+05:30,48400.550781,48960.949219,48392.800781,48863.300781,0.0,-0.0891,2026-04-17T09:45:00+05:30,49087.5,2026-04-17T10:00:00+05:30,49090.199219,48390.870671,50488.856314,2026-04-17T15:15:00+05:30,49662.449219,END_OF_DAY,14,687262.79,5.0,8011.5,440.07,7571.43,1.1017,0.7678,22
derivatives,CNXFMCG_data_15m,2026-04-24,OPEN_EQUALS_HIGH,SHORT,2026-04-24T09:15:00+05:30,51383.300781,51383.300781,50981.148438,51171.351562,0.0,0.6668,2026-04-24T09:45:00+05:30,50955.5,2026-04-24T10:00:00+05:30,50950.5,51393.577441,50064.345117,2026-04-24T15:15:00+05:30,50730.0,END_OF_DAY,19,968059.5,5.0,4189.5,592.49,3597.01,0.3716,0.4225,22
derivatives,CNXFMCG_data_15m,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,50998.800781,51192.101562,50954.398438,51121.449219,0.0,0.5398,2026-04-27T09:30:00+05:30,51233.050781,2026-04-27T09:45:00+05:30,51233.550781,50988.601021,51723.450302,2026-04-27T11:30:00+05:30,50983.601021,STOP_LOSS,19,973437.46,5.0,-4749.05,595.24,-5344.29,-0.549,-1.1253,8
derivatives,CNXFMCG_data_15m,2026-04-29,OPEN_EQUALS_LOW,LONG,2026-04-29T09:15:00+05:30,51065.300781,51609.601562,51040.300781,51558.898438,0.0,0.3477,2026-04-29T11:15:00+05:30,51647.449219,2026-04-29T11:30:00+05:30,51657.101562,51055.087721,52861.129245,2026-04-29T15:15:00+05:30,51761.550781,END_OF_DAY,16,826513.62,5.0,1671.19,515.51,1155.68,0.1398,0.119,16
derivatives,CNXIT_data_15m,2026-04-10,OPEN_EQUALS_HIGH,SHORT,2026-04-10T09:15:00+05:30,31514.050781,31514.050781,31056.400391,31142.949219,0.0,-0.3863,2026-04-10T09:30:00+05:30,30812.199219,2026-04-10T09:45:00+05:30,30808.449219,31520.353591,29384.640473,2026-04-10T15:15:00+05:30,31013.75,END_OF_DAY,13,400509.84,5.0,-2668.91,275.1,-2944.01,-0.7351,-0.3159,23
derivatives,CNXIT_data_15m,2026-04-22,OPEN_EQUALS_HIGH,SHORT,2026-04-22T09:15:00+05:30,31050.349609,31050.349609,30668.400391,30696.099609,0.0,-2.1944,2026-04-22T10:15:00+05:30,30547.800781,2026-04-22T10:30:00+05:30,30542.199219,31056.559679,29513.478298,2026-04-22T15:15:00+05:30,30508.25,END_OF_DAY,19,580301.79,5.0,645.04,375.05,269.99,0.0465,0.0274,20
derivatives,CNXIT_data_15m,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,28633.099609,29015.75,28633.099609,28956.150391,0.0,0.2540,2026-04-27T09:30:00+05:30,29039.449219,2026-04-27T09:45:00+05:30,29047.050781,28627.372989,29886.406365,2026-04-27T15:15:00+05:30,29193.300781,END_OF_DAY,23,668082.17,5.0,3363.75,426.79,2936.96,0.4396,0.3007,23
derivatives,NSEBANK_data_15m,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,55525.050781,55576.0,55254.75,55533.699219,0.0,-0.4173,2026-04-09T09:45:00+05:30,55152.148438,2026-04-09T10:00:00+05:30,55146.648438,55536.155791,54367.63373,2026-04-09T10:30:00+05:30,55541.155791,STOP_LOSS,18,992639.67,5.0,-7101.13,612.3,-7713.43,-0.7771,-1.0862,3
derivatives,NSEBANK_data_15m,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,55193.550781,55626.351562,55180.800781,55625.75,0.0,0.6814,2026-04-10T09:30:00+05:30,55698.75,2026-04-10T09:45:00+05:30,55700.300781,55182.512071,56735.878202,2026-04-10T15:15:00+05:30,55924.398438,END_OF_DAY,17,946905.11,5.0,3809.66,584.71,3224.95,0.3406,0.3629,23
derivatives,NSEBANK_data_15m,2026-04-28,OPEN_EQUALS_LOW,LONG,2026-04-28T09:15:00+05:30,55855.449219,56053.25,55855.050781,56036.75,0.0,-0.7933,2026-04-28T09:45:00+05:30,56096.800781,2026-04-28T10:00:00+05:30,56099.699219,55844.278129,56610.541398,2026-04-28T11:15:00+05:30,55839.278129,STOP_LOSS,17,953694.89,5.0,-4427.16,584.25,-5011.41,-0.5255,-1.132,6
derivatives,NSEI_data_15m,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,22383.400391,22383.400391,22209.5,22245.550781,0.0,-1.4084,2026-04-02T09:45:00+05:30,22206.5,2026-04-02T10:00:00+05:30,22201.800781,22387.877071,21829.648202,2026-04-02T13:00:00+05:30,22392.877071,STOP_LOSS,45,999081.04,5.0,-8598.43,616.72,-9215.15,-0.9224,-1.0717,13
derivatives,NSEI_data_15m,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,22785.849609,22785.849609,22592.300781,22609.050781,0.0,0.3771,2026-04-06T09:45:00+05:30,22569.300781,2026-04-06T10:00:00+05:30,22564.099609,22790.406779,22111.48527,2026-04-06T12:45:00+05:30,22795.406779,STOP_LOSS,43,970256.28,5.0,-9946.21,601.13,-10547.34,-1.0871,-1.0604,12
derivatives,NSEI_data_15m,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,23855.150391,23928.099609,23836.900391,23877.75,0.0,3.1353,2026-04-08T10:30:00+05:30,23950.5,2026-04-08T10:45:00+05:30,23955.949219,23850.379361,24167.088935,2026-04-08T15:15:00+05:30,24005.599609,END_OF_DAY,41,982193.92,5.0,2035.67,603.74,1431.93,0.1458,0.3159,19
derivatives,NSEI_data_15m,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,23880.550781,23978.199219,23867.199219,23936.900391,0.0,0.4818,2026-04-10T09:45:00+05:30,23988.050781,2026-04-10T10:00:00+05:30,23993.449219,23875.774671,24228.798314,2026-04-10T15:15:00+05:30,24046.800781,END_OF_DAY,41,983731.42,5.0,2187.41,604.69,1582.72,0.1609,0.3147,22
derivatives,NSEI_data_15m,2026-04-16,OPEN_EQUALS_HIGH,SHORT,2026-04-16T09:15:00+05:30,24380.25,24400.099609,24337.699219,24385.849609,0.0,0.6953,2026-04-16T09:30:00+05:30,24301.949219,2026-04-16T09:45:00+05:30,24297.75,24385.12605,24122.9979,2026-04-16T12:45:00+05:30,24127.9979,TARGET,41,996207.75,5.0,6959.84,606.96,6352.88,0.6377,1.6774,13
derivatives,NSEI_data_15m,2026-04-21,OPEN_EQUALS_LOW,LONG,2026-04-21T09:15:00+05:30,24374.550781,24485.599609,24357.150391,24450.5,0.0,0.1794,2026-04-21T09:45:00+05:30,24499.25,2026-04-21T10:00:00+05:30,24504.949219,24369.675871,24775.495914,2026-04-21T15:15:00+05:30,24576.050781,END_OF_DAY,40,980197.97,5.0,2844.06,603.04,2241.02,0.2286,0.3994,22
derivatives,NSEI_data_15m,2026-04-27,OPEN_EQUALS_LOW,LONG,2026-04-27T09:15:00+05:30,23965.349609,24066.449219,23952.0,24042.0,0.0,0.2569,2026-04-27T09:45:00+05:30,24099.050781,2026-04-27T10:00:00+05:30,24103.75,23960.556539,24390.136921,2026-04-27T15:15:00+05:30,24105.199219,END_OF_DAY,41,988253.75,5.0,59.42,606.14,-546.72,-0.0553,-0.09,22
