date,status,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,total_pnl_usd,average_pnl_usd,max_profit_usd,max_loss_usd,ending_equity,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct,remarks
2025-05-15,TRADED,6,0,3,3,3,3,0,0,3,3,0,2006.39,334.40,1006.39,-326.02,19498.44,3249.74,9764.30,-3159.70,1019498.45,3,2,477.47,4634.18,0.4525,
2025-05-16,TRADED,10,0,7,3,7,3,0,0,3,7,0,-576.60,-57.66,967.90,-486.33,-5470.54,-547.05,9367.67,-4688.13,1014027.91,1,6,1794.75,17251.02,1.6767,
2025-05-17,TRADED,7,0,2,5,5,2,0,0,2,5,0,292.14,41.73,693.07,-406.64,2804.63,400.66,6696.33,-3936.45,1016832.54,1,4,609.39,5905.31,0.5774,
2025-05-18,TRADED,9,0,6,3,5,4,0,0,4,5,0,1527.42,169.71,955.85,-216.97,14710.03,1634.45,9205.35,-2098.20,1031542.56,3,4,460.77,4461.49,0.4388,
2025-05-19,TRADED,2,0,2,0,1,1,0,0,1,1,0,386.84,193.42,550.40,-163.56,3710.92,1855.46,5273.72,-1562.80,1035253.47,1,1,163.56,1562.80,0.1515,
2025-05-20,TRADED,7,0,2,5,6,1,0,0,1,6,0,-836.88,-119.55,44.12,-190.74,-7954.32,-1136.33,419.27,-1812.43,1027299.14,1,3,836.88,7954.33,0.7683,
