period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2022-04,30,0,4,0,340,0,189,151,271,69,0,0,9,17,0,-4798.30,-184.55,-114708.37,-4411.86,335242.93,2022-04-20,821.35,19881.51,2022-04-07,-1484.28,-34104.15,4,6,6253.00,150701.46,32.9185
2022-05,31,0,2,0,409,0,220,189,319,90,0,0,13,16,0,-2559.59,-88.26,-93088.71,-3209.96,242154.24,2022-05-15,957.64,32261.10,2022-05-26,-1449.16,-49012.08,4,5,4121.70,135585.00,35.8938
2022-06,30,0,1,0,282,0,145,137,204,78,0,0,13,16,0,-319.37,-11.01,-9321.17,-321.42,232833.03,2022-06-17,313.70,15251.55,2022-06-24,-254.51,-12222.39,2,3,806.59,32384.52,13.3735
2022-07,31,0,1,0,349,0,190,159,260,89,0,0,16,14,0,-818.53,-27.28,-33156.50,-1105.22,199676.36,2022-07-13,381.80,19442.05,2022-07-09,-636.97,-29424.69,8,4,1215.20,58692.34,25.2079
2022-08,31,1,1,0,442,0,225,217,339,103,0,0,13,16,0,-1905.81,-65.72,-90834.11,-3132.21,108842.28,2022-08-23,588.60,27551.61,2022-08-02,-559.85,-24195.56,3,5,1984.50,94198.32,46.3938
2022-09,30,0,1,0,419,0,227,192,316,103,0,0,17,12,0,18.78,0.65,-714.18,-24.63,108128.00,2022-09-14,465.36,22940.85,2022-09-29,-542.18,-27952.42,3,2,862.76,44834.50,29.3108
2022-10,31,1,2,0,439,0,197,242,336,103,0,0,18,10,0,360.37,12.87,17839.08,637.11,125967.15,2022-10-10,444.89,23044.32,2022-10-24,-493.48,-25536.41,6,3,825.81,42476.02,35.4340
2022-11,30,0,1,0,438,0,217,221,333,105,0,0,12,17,0,-876.10,-30.21,-45169.14,-1557.56,80798.02,2022-11-18,240.90,14484.99,2022-11-14,-325.33,-19760.88,2,5,1301.22,71065.83,56.4162
2022-12,31,0,0,0,551,0,270,281,432,119,0,0,15,16,0,-513.91,-16.58,-30468.74,-982.86,50329.22,2022-12-28,213.03,12783.96,2022-12-18,-228.21,-13623.20,4,6,995.47,59220.23,65.1541
2023-01,31,0,2,0,428,0,234,194,319,109,0,0,13,16,0,-510.92,-17.62,-22686.50,-782.29,27642.78,2023-01-29,306.06,13225.91,2023-01-15,-254.29,-12190.10,3,4,1032.48,45564.56,84.0435
2023-02,28,0,0,0,301,0,144,157,213,88,0,0,15,13,0,2447.27,87.40,101292.98,3617.61,128935.64,2023-02-21,1130.34,45638.85,2023-02-01,-351.82,-15274.95,6,5,821.14,35323.03,127.7840
2023-03,31,0,3,0,418,1,200,218,335,82,1,0,13,15,0,-1691.34,-60.41,-75090.50,-2681.80,53845.14,2023-03-30,406.74,14327.17,2023-03-18,-734.37,-26835.41,4,6,3220.14,129128.04,100.1492
2023-04,30,0,1,0,429,0,220,209,311,118,0,0,17,12,0,592.46,20.43,20616.57,710.92,74461.80,2023-04-05,414.59,14686.03,2023-04-30,-455.55,-15523.98,4,3,1110.79,38903.15,34.3167
2023-05,31,0,0,0,361,1,189,172,267,93,1,0,13,18,0,-1190.12,-38.39,-42518.04,-1371.55,31943.72,2023-05-21,437.22,16216.24,2023-05-09,-530.81,-19182.43,3,4,1639.99,58368.70,73.1566
2023-06,30,0,1,0,449,0,244,205,340,109,0,0,14,15,0,-1481.93,-51.10,-57621.53,-1986.95,-25677.71,2023-06-27,478.95,15726.97,2023-06-25,-538.83,-17569.43,4,5,3065.63,112557.57,194.3295
2023-07,31,0,0,0,491,0,262,229,364,127,0,0,13,18,0,-141.89,-4.58,-4941.03,-159.39,-30618.74,2023-07-18,596.49,19904.00,2023-07-19,-521.34,-17402.92,3,3,747.46,24746.43,0.0000
2023-08,31,0,2,0,425,0,215,210,310,115,0,0,15,14,0,1086.99,37.48,38151.94,1315.58,7533.33,2023-08-30,469.70,17164.15,2023-08-06,-367.98,-12653.17,3,5,615.48,23633.77,990.1574
2023-09,30,1,0,0,531,0,253,278,389,142,0,0,12,17,0,-1761.95,-60.76,-66879.95,-2306.21,-59346.57,2023-09-14,368.33,14060.72,2023-09-27,-402.76,-15360.29,3,3,2006.50,76162.78,967.5322
2023-10,31,0,1,0,433,0,223,210,316,117,0,0,17,13,0,-288.97,-9.63,-6843.86,-228.13,-66190.48,2023-10-11,517.15,18941.70,2023-10-13,-525.17,-19589.50,4,2,1098.75,39949.53,0.0000
2023-11,30,0,0,0,478,0,246,232,354,124,0,0,11,19,0,-3081.43,-102.71,-87169.62,-2905.65,-153360.12,2023-11-29,550.27,14527.12,2023-11-01,-1063.25,-30847.66,3,4,3892.19,108586.53,0.0000
2023-12,31,0,1,0,371,0,183,188,257,114,0,0,18,12,0,523.06,17.44,15170.48,505.68,-138189.61,2023-12-13,684.91,16561.07,2023-12-10,-914.40,-20845.00,5,5,1818.45,41323.22,0.0000
2024-01,31,0,0,0,510,0,266,244,390,120,0,0,12,19,0,-3368.53,-108.66,-78132.93,-2520.42,-216322.50,2024-01-12,1130.31,24402.03,2024-01-25,-1099.08,-27545.04,4,4,3428.47,79503.65,0.0000
2024-02,29,0,2,1,386,1,188,198,282,104,0,0,12,14,0,-379.00,-14.58,-15869.20,-610.35,-232191.77,2024-02-23,1374.28,26852.81,2024-02-16,-1476.03,-28367.97,4,4,3421.61,73049.35,0.0000
2024-03,31,0,2,0,357,0,187,170,270,87,0,0,11,18,0,-4917.24,-169.56,-77992.97,-2689.41,-310184.83,2024-03-05,1538.74,22929.24,2024-03-20,-1809.77,-28667.67,3,8,5766.95,90945.02,0.0000
2024-04,30,0,0,0,392,0,197,195,309,83,0,0,12,18,0,-9701.21,-323.37,-147865.80,-4928.86,-458050.66,2024-04-10,1507.16,21733.51,2024-04-03,-1605.00,-24369.96,5,7,10332.80,157616.41,0.0000
2024-05,31,2,0,0,366,1,186,180,272,94,0,0,12,17,0,-1102.36,-38.01,-14730.98,-507.96,-472781.65,2024-05-09,1780.28,28815.10,2024-05-07,-925.86,-14539.22,3,4,2624.37,38641.57,0.0000
2024-06,30,0,1,0,436,0,237,199,332,104,0,0,11,18,0,-6275.22,-216.39,-91407.39,-3151.98,-564189.00,2024-06-03,876.96,12776.86,2024-06-19,-1730.16,-26549.62,2,7,6545.44,95785.57,0.0000
2024-07,31,0,2,0,339,0,174,165,235,104,0,0,18,11,0,6031.40,207.98,104707.20,3610.59,-459481.84,2024-07-09,1548.52,27235.96,2024-07-21,-1252.75,-18675.94,6,3,4542.84,68915.76,0.0000
2024-08,31,0,1,0,358,0,197,161,259,99,0,0,15,15,0,139.09,4.64,-1335.97,-44.53,-460817.85,2024-08-26,1237.87,19491.94,2024-08-09,-1601.09,-26406.36,4,5,4372.70,73335.24,0.0000
2024-09,30,2,0,0,379,0,186,193,273,106,0,0,16,12,0,1983.50,70.84,34152.31,1219.73,-426665.50,2024-09-18,1487.84,24688.56,2024-09-10,-1082.05,-19036.39,5,4,3194.23,55149.79,0.0000
2024-10,31,1,1,0,394,1,189,205,286,107,1,0,18,11,0,3895.67,134.33,60492.66,2085.95,-366172.93,2024-10-18,1345.84,19896.06,2024-10-22,-1444.59,-21504.23,6,2,1444.59,21504.23,0.0000
2024-11,30,0,2,0,441,0,219,222,336,105,0,0,10,18,0,-11352.04,-405.43,-127061.77,-4537.92,-493234.71,2024-11-20,2150.31,23095.38,2024-11-18,-2572.98,-28386.43,3,5,12189.13,138317.11,0.0000
2024-12,31,0,0,0,433,0,212,221,323,110,0,0,12,19,0,-10167.29,-327.98,-106683.74,-3441.41,-599918.44,2024-12-18,2748.57,26079.98,2024-12-07,-3146.08,-31556.78,2,4,13667.51,142609.31,0.0000
2025-01,31,1,2,0,394,0,205,189,294,100,0,0,10,18,0,-5648.12,-201.72,-56616.11,-2022.00,-656534.60,2025-01-09,2345.57,24820.30,2025-01-18,-2886.91,-27802.84,2,4,8734.06,88048.99,0.0000
2025-02,28,1,0,0,350,0,177,173,249,101,0,0,15,12,0,4443.38,164.57,42938.31,1590.31,-613596.36,2025-02-19,1594.50,16656.41,2025-02-24,-2506.37,-26179.07,4,6,4652.07,50396.37,0.0000
2025-03,31,0,0,0,414,0,213,201,320,94,0,0,13,18,0,-8064.09,-260.13,-95397.79,-3077.35,-708994.14,2025-03-31,2042.76,24730.13,2025-03-27,-2539.96,-29128.59,3,8,12334.55,145324.78,0.0000
2025-04,30,0,0,0,418,0,231,187,315,103,0,0,14,16,0,-3699.93,-123.33,-40742.31,-1358.08,-749736.54,2025-04-01,1363.67,16472.23,2025-04-14,-3119.66,-36911.05,2,3,5655.89,65108.64,0.0000
2025-05,31,0,0,0,402,0,209,193,296,106,0,0,13,18,0,-5049.04,-162.87,-46203.14,-1490.42,-795939.78,2025-05-15,2014.19,19571.66,2025-05-11,-2532.96,-24306.06,3,5,8943.92,84419.19,0.0000
2025-06,30,1,0,0,442,0,225,217,322,120,0,0,10,19,0,-2986.10,-102.97,-27479.09,-947.55,-823418.86,2025-06-25,2970.10,27962.45,2025-06-19,-2291.45,-21865.73,3,5,6190.83,58714.99,0.0000
2025-07,31,1,0,0,417,0,216,201,293,124,0,0,17,13,0,3171.98,105.73,29603.40,986.78,-793815.52,2025-07-15,2188.79,18396.82,2025-07-17,-2228.61,-18769.94,4,3,4871.78,41029.59,0.0000
2025-08,31,0,0,0,408,0,202,206,307,101,0,0,12,19,0,-621.89,-20.06,-6269.83,-202.25,-800085.37,2025-08-01,2650.03,22926.00,2025-08-22,-2403.46,-21286.08,4,7,6637.69,58788.99,0.0000
2025-09,30,0,1,0,397,0,212,185,291,106,0,0,18,11,0,1585.10,54.66,13950.47,481.05,-786134.84,2025-09-17,1263.11,10877.01,2025-09-15,-1709.65,-14821.46,6,5,3474.11,30353.22,0.0000
2025-10,31,0,0,0,369,1,197,172,259,109,1,0,18,13,0,1320.60,42.60,16801.20,541.97,-769333.60,2025-10-21,3156.01,28778.46,2025-10-13,-3830.81,-33401.21,10,7,11809.97,100173.61,0.0000
2025-11,30,0,1,0,441,0,223,218,328,113,0,0,11,18,0,-8887.66,-306.47,-97019.35,-3345.49,-866352.88,2025-11-06,2305.69,22400.79,2025-11-22,-3604.45,-42731.48,3,3,10640.16,115165.92,0.0000
2025-12,31,0,0,0,356,0,190,166,248,108,0,0,17,14,0,6205.71,200.18,70494.70,2274.02,-795858.23,2025-12-29,2607.14,29633.21,2025-12-21,-1488.28,-16888.57,4,3,1691.70,19195.01,0.0000
2026-01,31,0,0,0,394,0,198,196,285,109,0,0,18,13,0,3383.41,109.14,40186.08,1296.33,-755672.26,2026-01-02,2146.67,24253.95,2026-01-23,-2287.23,-25552.25,4,3,3035.58,32211.45,0.0000
2026-02,28,0,1,0,320,0,157,163,238,82,0,0,13,14,0,2787.84,103.25,32356.46,1198.39,-723315.82,2026-02-04,2074.99,27213.02,2026-02-09,-1818.14,-25918.68,6,6,7142.80,103748.95,0.0000
2026-03,31,0,2,0,374,0,208,166,282,92,0,0,17,12,0,-757.51,-26.12,-9917.73,-341.99,-733233.50,2026-03-11,1925.84,27440.50,2026-03-17,-2809.45,-37834.94,5,3,3677.15,49993.24,0.0000
2026-04,30,0,0,0,377,0,182,195,278,99,0,0,13,17,0,-1443.13,-48.10,-20865.54,-695.52,-754099.02,2026-04-28,1394.54,18085.36,2026-04-15,-1590.76,-21448.97,3,4,3790.01,53132.81,0.0000
2026-05,10,0,0,0,93,1,56,37,64,28,0,1,5,5,0,-296.65,-29.66,-3284.64,-328.46,-757383.70,2026-05-07,937.47,11579.78,2026-05-06,-1344.32,-16511.89,2,2,1599.82,19973.14,0.0000
