date,status,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,total_pnl_usd,average_pnl_usd,max_profit_usd,max_loss_usd,ending_equity,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct,remarks
2021-05-11,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1000000.00,0,0,0.00,0.00,0.0000,
2021-05-12,FLAT,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1000000.00,0,0,0.00,0.00,0.0000,
2021-05-13,TRADED,1,0,0,1,0,1,0,0,1,0,0,484.32,484.32,484.32,484.32,9742.92,9742.92,9742.92,9742.92,1009742.92,1,0,0.00,0.00,0.0000,
2021-05-14,TRADED,12,0,4,8,9,3,0,0,3,9,0,-221.01,-18.42,497.68,-230.70,-4337.88,-361.49,10048.48,-4621.87,1005405.03,2,4,592.29,11871.64,1.1691,
2021-05-15,TRADED,5,0,1,4,3,2,0,0,2,3,0,-239.00,-47.80,173.37,-189.28,-4757.60,-951.52,3458.73,-3755.84,1000647.43,1,2,412.37,8216.33,0.8172,
2021-05-16,TRADED,8,0,1,7,6,2,0,0,2,6,0,-305.24,-38.16,201.30,-208.27,-6294.40,-786.80,4166.56,-4281.09,994353.03,1,4,506.54,10460.96,1.0454,
2021-05-17,TRADED,6,0,2,4,4,2,0,0,2,4,0,262.90,43.82,440.80,-165.06,5893.08,982.18,9952.90,-3694.45,1000246.12,1,2,308.62,6930.87,0.6950,
2021-05-18,TRADED,4,0,2,2,2,2,0,0,2,2,0,666.65,166.66,402.93,-71.94,15032.37,3758.09,9104.70,-1628.32,1015278.48,2,2,134.97,3051.82,0.3051,
2021-05-19,TRADED,4,0,3,1,4,0,0,0,0,4,0,-371.38,-92.84,-28.66,-154.05,-9423.40,-2355.85,-718.80,-3930.91,1005855.09,0,4,371.38,9423.39,0.9282,
2021-05-20,TRADED,9,0,3,6,7,2,0,0,2,7,0,-217.28,-24.14,75.62,-126.51,-5511.68,-612.41,1965.80,-3218.14,1000343.40,1,6,319.41,8140.12,0.8078,
2021-05-21,TRADED,10,0,5,5,9,1,0,0,1,9,0,-422.37,-42.24,346.29,-165.59,-10440.36,-1044.04,8491.04,-4059.07,989903.04,1,8,764.56,18830.26,1.8824,
2021-05-22,TRADED,3,0,2,1,2,1,0,0,1,2,0,95.63,31.88,170.50,-48.24,2567.32,855.77,4566.11,-1288.82,992470.37,1,1,48.24,1288.82,0.1302,
2021-05-23,TRADED,11,0,5,6,7,4,0,0,4,7,0,208.14,18.92,352.45,-155.23,5595.61,508.69,9423.05,-4122.10,998065.96,2,6,362.79,9666.92,0.9729,
2021-05-24,TRADED,2,0,0,2,2,0,0,0,0,2,0,-176.14,-88.07,-80.98,-95.16,-5081.43,-2540.72,-2348.08,-2733.35,992984.53,0,2,176.14,5081.43,0.5091,
2021-05-25,TRADED,12,0,5,7,9,3,0,0,3,9,0,268.66,22.39,367.30,-159.74,7123.61,593.63,9659.17,-4176.05,1000108.13,2,4,474.71,12447.55,1.2293,
2021-05-26,TRADED,12,0,4,8,7,5,0,0,5,7,0,498.26,41.52,375.38,-208.19,12958.56,1079.88,9665.60,-5368.06,1013066.69,3,4,402.44,10339.05,1.0244,
2021-05-27,TRADED,13,0,6,7,9,4,0,0,4,9,0,499.05,38.39,336.88,-134.26,12897.93,992.15,8647.22,-3445.12,1025964.62,2,3,243.93,6266.37,0.6145,
2021-05-28,TRADED,2,0,0,2,0,2,0,0,2,0,0,629.73,314.87,385.09,244.64,16291.16,8145.58,9966.40,6324.76,1042255.78,2,0,0.00,0.00,0.0000,
2021-05-29,TRADED,11,0,5,6,10,1,0,0,1,10,0,-335.40,-30.49,185.82,-166.67,-9223.65,-838.51,5118.91,-4578.32,1033032.12,1,7,430.06,11821.93,1.1343,
2021-05-30,TRADED,4,0,1,3,4,0,0,0,0,4,0,-323.39,-80.85,-37.38,-112.52,-9297.05,-2324.26,-1071.57,-3234.68,1023735.07,0,4,323.39,9297.05,0.9000,
2021-05-31,TRADED,4,0,2,2,2,2,0,0,2,2,0,250.31,62.58,351.08,-136.55,6989.28,1747.32,9832.51,-3857.52,1030724.34,1,1,136.55,3857.52,0.3764,
2021-06-01,TRADED,13,0,7,6,12,1,0,0,1,12,0,-660.06,-50.77,354.64,-169.24,-17948.10,-1380.62,9659.41,-4573.96,1012776.23,1,11,859.34,23370.86,2.2556,
2021-06-02,TRADED,11,0,6,5,8,3,0,0,3,8,0,-296.46,-26.95,183.42,-174.64,-8082.66,-734.79,5031.98,-4812.04,1004693.59,2,5,513.19,14020.47,1.3844,
2021-06-03,TRADED,10,0,6,4,8,2,0,0,2,8,0,-47.24,-4.72,321.30,-120.80,-1515.50,-151.55,8346.15,-3223.09,1003178.09,2,8,474.55,12688.10,1.2629,
2021-06-04,TRADED,5,0,1,4,4,1,0,0,1,4,0,-338.54,-67.71,71.97,-174.82,-8920.70,-1784.14,1934.38,-4508.83,994257.39,1,2,338.54,8920.70,0.8892,
2021-06-05,TRADED,3,0,2,1,1,2,0,0,2,1,0,25.93,8.64,110.82,-176.29,731.71,243.90,2985.08,-4719.16,994989.10,2,1,176.29,4719.16,0.4721,
2021-06-06,TRADED,30,0,15,15,24,6,0,0,6,24,0,-620.47,-20.68,265.98,-184.67,-17135.65,-571.19,7427.28,-5103.24,977853.44,2,11,886.45,24562.94,2.4687,
2021-06-07,TRADED,15,0,8,7,10,5,0,0,5,10,0,16.11,1.07,333.64,-168.83,396.03,26.40,9205.80,-4715.90,978249.48,2,5,547.20,15200.41,1.5545,
2021-06-08,TRADED,1,0,0,1,1,0,0,0,0,1,0,-92.23,-92.23,-92.23,-92.23,-2802.96,-2802.96,-2802.96,-2802.96,975446.52,0,1,92.23,2802.96,0.2865,
2021-06-09,TRADED,9,0,4,5,6,3,0,0,3,6,0,-218.28,-24.25,143.28,-144.01,-6695.17,-743.91,4349.53,-4371.01,968751.33,3,6,581.28,17732.22,1.7975,
2021-06-10,TRADED,8,0,3,5,5,3,0,0,3,5,0,85.57,10.70,313.98,-132.34,2402.84,300.36,8524.01,-3591.13,971154.19,1,2,205.81,5555.60,0.5717,
2021-06-11,TRADED,27,0,13,14,21,6,0,0,6,21,0,-676.55,-25.06,348.35,-172.71,-18413.40,-681.98,9395.69,-4703.11,952740.78,2,14,997.44,27037.03,2.7619,
2021-06-12,TRADED,13,0,7,6,12,1,0,0,1,12,0,-674.91,-51.92,119.62,-144.68,-18576.79,-1428.98,3327.09,-4018.30,934164.00,1,8,674.91,18576.78,1.9498,
2021-06-13,TRADED,12,0,8,4,8,4,0,0,4,8,0,117.01,9.75,290.10,-162.97,3218.96,268.25,8112.84,-4606.24,937382.95,2,4,380.21,10686.30,1.1418,
2021-06-14,TRADED,2,0,2,0,1,1,0,0,1,1,0,44.93,22.47,129.80,-84.87,1137.52,568.76,3286.70,-2149.18,938520.47,1,1,84.87,2149.18,0.2293,
2021-06-15,TRADED,23,0,12,11,17,6,0,0,6,17,0,246.23,10.71,359.68,-200.77,6212.94,270.13,8915.80,-4965.69,944733.39,2,11,709.29,17627.75,1.8470,
2021-06-16,TRADED,10,0,4,6,7,3,0,0,3,7,0,-8.62,-0.86,355.03,-168.31,-167.13,-16.71,8883.07,-4174.99,944566.24,1,5,389.22,9681.02,1.0241,
2021-06-17,TRADED,12,0,6,6,7,5,0,0,5,7,0,258.63,21.55,313.39,-146.15,6628.56,552.38,7994.56,-3745.52,951194.81,3,4,316.59,8138.44,0.8492,
2021-06-18,TRADED,2,0,0,2,0,2,0,0,2,0,0,505.13,252.56,323.00,182.13,13337.11,6668.56,8537.37,4799.74,964531.91,2,0,0.00,0.00,0.0000,
2021-06-19,TRADED,21,0,12,9,16,5,0,0,5,16,0,-630.75,-30.04,270.40,-172.19,-17625.55,-839.31,7529.69,-4797.19,946906.38,2,8,789.87,22094.15,2.2907,
2021-06-20,TRADED,17,0,6,11,13,4,0,0,4,13,0,5.15,0.30,300.10,-166.78,63.99,3.76,8427.51,-4773.83,946970.38,2,9,537.58,15067.78,1.5747,
2021-06-21,TRADED,5,0,3,2,5,0,0,0,0,5,0,-385.61,-77.12,-7.10,-156.96,-10983.91,-2196.78,-202.56,-4457.99,935986.46,0,5,385.61,10983.92,1.1599,
2021-06-22,TRADED,10,0,7,3,7,3,0,0,3,7,0,-90.26,-9.03,223.27,-187.92,-2653.69,-265.37,6827.97,-5735.65,933332.78,1,4,312.56,9551.23,1.0171,
2021-06-23,TRADED,8,0,4,4,7,1,0,0,1,7,0,-334.80,-41.85,264.11,-160.02,-10006.73,-1250.84,7893.81,-4748.40,923326.04,1,6,485.24,14519.08,1.5556,
2021-06-24,TRADED,9,0,2,7,7,2,0,0,2,7,0,-221.94,-24.66,211.28,-131.31,-6684.81,-742.76,6320.13,-3955.26,916641.23,1,6,433.22,13004.94,1.4085,
2021-06-25,TRADED,7,0,2,5,3,4,0,0,4,3,0,458.37,65.48,286.33,-131.22,13368.75,1909.82,8349.76,-3827.81,930009.97,3,2,145.71,4249.00,0.4589,
2021-06-26,TRADED,14,0,8,6,11,3,0,0,3,11,0,103.64,7.40,279.78,-128.73,3304.90,236.06,8813.23,-4062.17,933314.89,2,9,505.32,15981.97,1.6980,
2021-06-27,TRADED,10,0,7,3,8,2,0,0,2,8,0,-253.10,-25.31,157.62,-123.88,-7699.80,-769.98,4814.53,-3766.00,925615.08,1,4,402.27,12257.30,1.3133,
2021-06-28,TRADED,10,0,6,4,10,0,0,0,0,10,0,-573.48,-57.35,-1.61,-156.99,-16737.73,-1673.77,-47.08,-4607.98,908877.34,0,10,573.48,16737.74,1.8083,
2021-06-29,TRADED,8,0,6,2,5,3,0,0,3,5,0,29.14,3.64,292.03,-156.65,783.37,97.92,8426.28,-4565.41,909660.72,2,3,295.15,8577.99,0.9438,
2021-06-30,TRADED,5,0,2,3,2,3,0,0,3,2,0,599.81,119.96,301.43,-72.36,17018.79,3403.76,8438.44,-2022.16,926679.51,2,1,72.36,2022.16,0.2203,
2021-07-01,TRADED,4,0,3,1,4,0,0,0,0,4,0,-342.53,-85.63,-39.19,-173.20,-9787.64,-2446.91,-1123.05,-4935.16,916891.87,0,4,342.53,9787.64,1.0562,
2021-07-02,TRADED,24,0,14,10,17,7,0,0,7,17,0,-227.64,-9.49,220.64,-154.85,-6787.40,-282.81,6612.85,-4634.22,910104.49,2,5,503.15,15035.08,1.6398,
2021-07-03,TRADED,2,0,2,0,2,0,0,0,0,2,0,-179.74,-89.87,-83.96,-95.78,-5310.17,-2655.09,-2444.45,-2865.72,904794.32,0,2,179.74,5310.17,0.5835,
2021-07-04,TRADED,3,0,3,0,1,2,0,0,2,1,0,490.34,163.45,321.28,-104.98,14303.42,4767.81,9308.61,-2969.24,919097.73,2,1,104.98,2969.24,0.3220,
2021-07-05,TRADED,1,0,1,0,1,0,0,0,0,1,0,-101.61,-101.61,-101.61,-101.61,-2871.23,-2871.23,-2871.23,-2871.23,916226.50,0,1,101.61,2871.23,0.3124,
2021-07-06,TRADED,25,0,9,16,20,5,0,0,5,20,0,-120.19,-4.81,306.48,-158.30,-3582.95,-143.32,8984.68,-4656.49,912643.53,2,10,660.24,19388.71,2.0956,
2021-07-07,TRADED,14,0,7,7,11,3,0,0,3,11,0,-343.38,-24.53,189.37,-167.70,-10028.75,-716.34,5522.53,-4884.21,902614.78,1,5,505.50,14762.55,1.6176,
2021-07-08,TRADED,2,0,0,2,0,2,0,0,2,0,0,445.50,222.75,239.67,205.83,13513.09,6756.55,7259.95,6253.14,916127.86,2,0,0.00,0.00,0.0000,
