target_level,total_trades,win_rate_pct,net_pnl,ending_equity,average_profit_loss,max_drawdown,max_drawdown_pct,profit_factor,sharpe_ratio
1,0,0.0,0,1000000.0,0.0,0.0,0.0,,
2,0,0.0,0,1000000.0,0.0,0.0,0.0,,
3,0,0.0,0,1000000.0,0.0,0.0,0.0,,
4,0,0.0,0,1000000.0,0.0,0.0,0.0,,
5,0,0.0,0,1000000.0,0.0,0.0,0.0,,
