period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2021-05,20,0,3,0,69,0,27,42,51,18,0,0,11,6,0,2130.01,125.29,49917.45,2936.32,1049917.48,2021-05-18,820.06,18469.84,2021-05-21,-696.68,-17132.05,4,3,873.04,21556.64,2.0759
2021-06,30,0,1,0,193,0,98,95,162,31,0,0,13,16,0,-103.77,-3.58,-12060.45,-415.88,1037856.93,2021-06-10,1008.94,27611.76,2021-06-06,-1138.98,-31649.62,6,5,2122.07,60068.56,5.5931
2021-07,31,1,0,0,231,0,122,109,186,45,0,0,14,16,0,372.53,12.42,21203.60,706.79,1059060.50,2021-07-23,767.04,23744.48,2021-07-29,-1395.85,-35013.76,5,4,1960.28,49402.66,4.4611
2021-08,31,1,2,0,194,0,96,98,154,40,0,0,12,16,0,2666.81,95.24,62703.32,2239.40,1121763.79,2021-08-17,1742.67,37591.42,2021-08-28,-801.53,-16400.78,4,5,1983.43,41104.49,3.5348
2021-09,30,0,3,0,266,0,130,136,231,35,0,0,7,20,0,-7673.39,-284.20,-167201.49,-6192.65,954562.27,2021-09-01,909.53,19096.87,2021-09-25,-1621.37,-38284.17,3,6,9743.17,214018.71,18.7594
2021-10,31,0,2,0,271,0,140,131,226,45,0,0,13,16,0,-3756.16,-129.52,-70903.13,-2444.94,883659.18,2021-10-13,1507.28,26882.04,2021-10-14,-1797.45,-31220.62,3,5,5015.56,92148.78,9.6239
2021-11,30,0,2,0,215,1,103,112,180,35,0,0,12,16,0,2624.09,93.72,45290.10,1617.50,928949.28,2021-11-15,2450.68,37805.39,2021-11-13,-1602.39,-25044.62,2,3,3422.99,55671.39,6.3001
2021-12,31,0,1,0,268,0,147,121,221,47,0,0,16,14,0,3346.44,111.55,76335.97,2544.53,1005285.20,2021-12-20,1615.90,34419.96,2021-12-01,-1328.23,-23138.91,4,3,3762.60,69319.34,7.4621
2022-01,31,0,3,0,294,0,151,143,246,48,0,0,10,18,0,-1926.72,-68.81,-45464.30,-1623.73,959820.84,2022-01-17,990.34,23101.06,2022-01-06,-830.65,-19182.63,3,4,4000.31,92049.68,9.0691
2022-02,28,0,2,0,253,0,130,123,222,31,0,0,8,18,0,-4689.57,-180.37,-105643.91,-4063.23,854176.97,2022-02-04,848.71,22779.63,2022-02-06,-1687.04,-40565.18,3,10,5931.74,139214.58,14.0871
2022-03,31,1,2,0,340,0,179,161,293,47,0,0,14,14,0,-2455.79,-87.71,-55240.42,-1972.87,798936.63,2022-03-16,1202.41,30685.91,2022-03-12,-1470.93,-37605.65,4,4,2567.27,58596.57,6.8599
2022-04,30,0,4,0,218,0,122,96,191,27,0,0,9,17,0,-3316.26,-127.55,-82030.31,-3155.01,716906.35,2022-04-30,977.78,25349.25,2022-04-07,-1440.66,-33117.11,2,7,6113.00,149956.27,18.2480
2022-05,31,0,1,0,240,0,134,106,201,39,0,0,16,14,0,1027.12,34.24,26609.71,886.99,743516.05,2022-05-15,1093.23,36737.63,2022-05-26,-1132.37,-38298.12,4,4,2073.04,70410.65,8.7105
2022-06,30,0,1,0,169,0,74,95,141,28,0,0,13,16,0,445.73,15.37,10922.86,376.65,754438.97,2022-06-06,481.55,16131.96,2022-06-24,-370.51,-17721.07,2,5,932.45,45425.27,5.7812
2022-07,31,1,1,0,216,0,115,101,179,37,0,0,11,18,0,181.00,6.24,11038.60,380.64,765477.54,2022-07-13,1001.99,50959.40,2022-07-01,-810.89,-41884.34,4,5,1481.36,73280.07,9.7132
2022-08,31,1,0,0,276,0,130,146,231,45,0,0,15,15,0,-38.87,-1.30,-11212.55,-373.75,754265.02,2022-08-15,820.94,33743.00,2022-08-28,-484.68,-24244.76,6,3,1378.47,65915.03,8.0367
2022-09,30,0,0,0,251,0,144,107,209,42,0,0,18,12,0,1509.05,50.30,76302.44,2543.41,830567.45,2022-09-01,648.88,32362.85,2022-09-11,-473.77,-21967.32,3,2,554.51,27627.02,3.4103
2022-10,31,1,2,0,280,0,133,147,236,44,0,0,16,12,0,366.68,13.10,17572.86,627.60,848140.27,2022-10-10,438.44,22655.51,2022-10-03,-449.59,-23422.81,4,3,1003.07,51515.40,6.1316
2022-11,30,0,1,0,277,0,137,140,236,41,0,0,15,14,0,319.70,11.02,19615.98,676.41,867756.30,2022-11-13,398.10,23770.16,2022-11-11,-369.21,-21453.11,4,4,925.82,45168.13,5.3255
2022-12,31,0,0,0,352,0,167,185,302,50,0,0,13,18,0,-282.67,-9.12,-17790.29,-573.88,849965.93,2022-12-13,286.83,16809.61,2022-12-18,-253.82,-15150.83,4,6,780.99,46385.96,5.2008
2023-01,31,0,2,0,269,0,143,126,231,38,0,0,13,16,0,-766.49,-26.43,-32060.99,-1105.55,817904.97,2023-01-12,532.60,29986.26,2023-01-23,-446.76,-19629.65,2,3,1442.69,64378.14,7.4310
2023-02,28,1,0,0,197,0,87,110,160,37,0,0,17,10,0,3552.12,131.56,149033.75,5519.77,966938.75,2023-02-21,931.82,37704.13,2023-02-01,-386.52,-16772.39,8,5,577.94,24871.49,3.0343
2023-03,31,0,3,0,246,1,125,121,210,35,1,0,13,15,0,411.70,14.70,23521.21,840.04,990459.94,2023-03-16,650.35,26247.34,2023-03-06,-284.67,-12699.19,4,4,1401.45,50832.22,4.9978
