period,days,held_days,flat_days,skipped_days,trades,gap_events,long_trades,short_trades,stop_exits,target_exits,gap_exits,end_of_data_exits,winning_days,losing_days,break_even_days,total_points,average_points,total_pnl_usd,average_pnl_usd,ending_equity,max_profit_date,max_profit_points,max_profit_usd,max_loss_date,max_loss_points,max_loss_usd,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct
2021,234,2,14,0,1707,1,863,844,1411,296,0,0,98,120,0,-393.44,-1.80,5285.37,24.24,1005285.20,2021-11-15,2450.68,37805.39,2021-09-25,-1621.37,-38284.17,6,7,16835.97,334880.49,28.7978
2022,365,4,17,0,3166,0,1616,1550,2687,479,0,0,158,186,0,-8860.60,-25.76,-155319.33,-451.51,849965.93,2022-07-13,1001.99,50959.40,2022-07-01,-810.89,-41884.34,6,10,14583.95,343176.60,33.8109
2023,365,4,10,0,3260,2,1661,1599,2732,526,2,0,158,193,0,-4300.29,-12.25,-93985.12,-267.76,755980.77,2023-02-21,931.82,37704.13,2023-05-09,-617.70,-22322.65,8,6,8757.44,275734.41,26.8182
2024,366,6,9,1,3009,3,1522,1487,2496,512,1,0,169,181,0,16063.47,45.90,211654.47,604.73,967634.90,2024-08-27,2371.64,37375.42,2024-02-16,-1817.33,-34908.68,7,6,9203.27,205864.61,26.4727
2025,365,6,6,0,2977,1,1554,1423,2495,481,1,0,163,190,0,-11925.98,-33.78,-114866.38,-325.40,852768.23,2025-02-20,2804.49,29057.25,2025-11-22,-3665.62,-43441.61,6,9,30530.33,298516.18,29.8380
2026,130,1,3,0,985,1,485,500,834,150,0,1,61,65,0,1515.81,12.03,5982.67,47.48,858750.94,2026-02-23,2280.07,34078.02,2026-03-17,-2406.06,-32393.03,6,6,13219.90,179174.40,17.9996
