market,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,best_trade,worst_trade,profit_factor
commodities,321,166,155,51.71,11790.22,36.73,2366.42,-999.62,1.2007
derivatives,251,128,123,51.0,2742.7,10.93,1030.8,-522.96,1.1211
equity,512,259,253,50.59,-5516.45,-10.77,1844.79,-636.95,0.9254
