date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,7,6,2008.93,0.0,2008.93,2.0089,102008.93,0.0,0.0
2026-03-31,13,5,8,-2050.28,0.0,-2050.28,-2.0099,99958.65,-2050.28,-2.0099
2026-04-01,54,24,30,-3492.16,0.0,-3492.16,-3.4936,96466.49,-5542.44,-5.4333
2026-04-02,36,16,20,-1198.47,0.0,-1198.47,-1.2424,95268.02,-6740.91,-6.6082
2026-04-06,56,34,22,5929.11,0.0,5929.11,6.2236,101197.13,-811.8,-0.7958
2026-04-07,76,45,31,7199.58,0.0,7199.58,7.1144,108396.71,0.0,0.0
2026-04-08,48,32,16,3813.88,0.0,3813.88,3.5184,112210.59,0.0,0.0
2026-04-09,56,26,30,-3267.36,0.0,-3267.36,-2.9118,108943.23,-3267.36,-2.9118
2026-04-10,73,37,36,-137.32,0.0,-137.32,-0.126,108805.91,-3404.68,-3.0342
2026-04-13,54,26,28,6203.8,0.0,6203.8,5.7017,115009.71,0.0,0.0
2026-04-14,9,7,2,1469.24,0.0,1469.24,1.2775,116478.95,0.0,0.0
2026-04-15,70,36,34,-3204.82,0.0,-3204.82,-2.7514,113274.13,-3204.82,-2.7514
2026-04-16,66,26,40,-2802.95,0.0,-2802.95,-2.4745,110471.18,-6007.77,-5.1578
2026-04-17,69,40,29,2238.12,0.0,2238.12,2.026,112709.3,-3769.65,-3.2363
2026-04-20,25,14,11,2460.98,0.0,2460.98,2.1835,115170.28,-1308.67,-1.1235
2026-04-21,52,20,32,-4856.74,0.0,-4856.74,-4.217,110313.54,-6165.41,-5.2932
2026-04-22,63,31,32,-3994.96,0.0,-3994.96,-3.6215,106318.58,-10160.37,-8.7229
2026-04-23,66,35,31,3087.44,0.0,3087.44,2.904,109406.02,-7072.93,-6.0723
2026-04-24,52,24,28,-1294.38,0.0,-1294.38,-1.1831,108111.64,-8367.31,-7.1835
2026-04-27,59,35,24,2707.61,0.0,2707.61,2.5045,110819.25,-5659.7,-4.859
2026-04-28,54,26,28,1132.52,0.0,1132.52,1.022,111951.77,-4527.18,-3.8867
2026-04-29,20,7,13,-2322.91,0.0,-2322.91,-2.0749,109628.86,-6850.09,-5.881
