trade_number,exit_time,session_date,market,instrument,net_pnl,equity,drawdown,drawdown_pct
1,2026-03-30T11:55:00-04:00,2026-03-30,commodities,CLF,1284.58,101284.58,0.0,0.0
2,2026-03-30T12:05:00-04:00,2026-03-30,commodities,CLF,-703.49,100581.09,-703.49,-0.6946
3,2026-03-30T12:25:00-04:00,2026-03-30,commodities,NGF,659.95,101241.04,-43.54,-0.043
4,2026-03-30T12:25:00-04:00,2026-03-30,commodities,SIF,442.58,101683.62,0.0,0.0
5,2026-03-30T13:05:00-04:00,2026-03-30,commodities,GCF,415.8,102099.42,0.0,0.0
6,2026-03-30T13:05:00-04:00,2026-03-30,commodities,HGF,244.87,102344.29,0.0,0.0
7,2026-03-30T13:10:00-04:00,2026-03-30,commodities,GCF,-257.35,102086.94,-257.35,-0.2515
8,2026-03-30T13:10:00-04:00,2026-03-30,commodities,SIF,-467.13,101619.81,-724.48,-0.7079
9,2026-03-30T13:15:00-04:00,2026-03-30,commodities,HGF,-173.77,101446.04,-898.25,-0.8777
10,2026-03-30T13:45:00-04:00,2026-03-30,commodities,NGF,629.37,102075.41,-268.88,-0.2627
11,2026-03-30T14:25:00-04:00,2026-03-30,commodities,NGF,-439.54,101635.87,-708.42,-0.6922
12,2026-03-30T14:50:00-04:00,2026-03-30,commodities,CLF,761.28,102397.15,0.0,0.0
13,2026-03-30T15:05:00-04:00,2026-03-30,commodities,CLF,-500.92,101896.23,-500.92,-0.4892
14,2026-03-31T09:50:00-04:00,2026-03-31,commodities,CLF,-636.99,101259.24,-1137.91,-1.1113
15,2026-03-31T09:50:00-04:00,2026-03-31,commodities,GCF,-405.96,100853.28,-1543.87,-1.5077
16,2026-03-31T10:00:00-04:00,2026-03-31,commodities,HGF,-239.3,100613.98,-1783.17,-1.7414
17,2026-03-31T10:00:00-04:00,2026-03-31,commodities,SIF,-825.28,99788.7,-2608.45,-2.5474
18,2026-03-31T11:10:00-04:00,2026-03-31,commodities,NGF,-655.21,99133.49,-3263.66,-3.1873
19,2026-03-31T12:10:00-04:00,2026-03-31,commodities,CLF,-751.62,98381.87,-4015.28,-3.9213
20,2026-03-31T12:40:00-04:00,2026-03-31,commodities,NGF,1114.1,99495.97,-2901.18,-2.8333
21,2026-03-31T13:00:00-04:00,2026-03-31,commodities,CLF,-999.04,98496.93,-3900.22,-3.8089
22,2026-03-31T14:10:00-04:00,2026-03-31,commodities,NGF,484.26,98981.19,-3415.96,-3.336
23,2026-03-31T14:15:00-04:00,2026-03-31,commodities,NGF,413.08,99394.27,-3002.88,-2.9326
24,2026-03-31T15:20:00-04:00,2026-03-31,commodities,CLF,95.59,99489.86,-2907.29,-2.8392
25,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,172.83,99662.69,-2734.46,-2.6704
26,2026-03-31T15:20:00-04:00,2026-03-31,commodities,NGF,-0.0,99662.69,-2734.46,-2.6704
27,2026-04-01T09:35:00-04:00,2026-04-01,commodities,CLF,-999.39,98663.3,-3733.85,-3.6464
28,2026-04-01T09:50:00-04:00,2026-04-01,commodities,NGF,-705.96,97957.34,-4439.81,-4.3359
29,2026-04-01T10:00:00-04:00,2026-04-01,commodities,HGF,-220.39,97736.95,-4660.2,-4.5511
30,2026-04-01T10:45:00-04:00,2026-04-01,commodities,SIF,714.23,98451.18,-3945.97,-3.8536
31,2026-04-01T11:00:00+05:30,2026-04-01,derivatives,CNXAUTO,-460.42,97990.76,-4406.39,-4.3032
32,2026-04-01T11:00:00+05:30,2026-04-01,derivatives,CNXFMCG,-382.75,97608.01,-4789.14,-4.677
33,2026-04-01T11:05:00-04:00,2026-04-01,commodities,SIF,-534.47,97073.54,-5323.61,-5.199
34,2026-04-01T11:10:00+05:30,2026-04-01,equity,RELIANCE_NS,216.0,97289.54,-5107.61,-4.988
35,2026-04-01T11:20:00-04:00,2026-04-01,commodities,HGF,-242.27,97047.27,-5349.88,-5.2246
36,2026-04-01T11:55:00+05:30,2026-04-01,equity,HDFCBANK_NS,392.35,97439.62,-4957.53,-4.8415
37,2026-04-01T11:55:00+05:30,2026-04-01,equity,SBIN_NS,-447.88,96991.74,-5405.41,-5.2789
38,2026-04-01T12:05:00+05:30,2026-04-01,derivatives,CNXIT,344.85,97336.59,-5060.56,-4.9421
39,2026-04-01T12:05:00+05:30,2026-04-01,equity,HDFCBANK_NS,522.6,97859.19,-4537.96,-4.4317
40,2026-04-01T12:05:00+05:30,2026-04-01,equity,INFY_NS,385.0,98244.19,-4152.96,-4.0557
41,2026-04-01T12:05:00+05:30,2026-04-01,equity,RELIANCE_NS,-355.7,97888.49,-4508.66,-4.4031
42,2026-04-01T12:10:00+05:30,2026-04-01,equity,TCS_NS,152.0,98040.49,-4356.66,-4.2547
43,2026-04-01T12:10:00-04:00,2026-04-01,commodities,CLF,-887.48,97153.01,-5244.14,-5.1214
44,2026-04-01T12:20:00+05:30,2026-04-01,equity,TCS_NS,120.0,97273.01,-5124.14,-5.0042
45,2026-04-01T12:25:00+05:30,2026-04-01,equity,TCS_NS,-334.71,96938.3,-5458.85,-5.3311
46,2026-04-01T12:30:00+05:30,2026-04-01,equity,INFY_NS,631.4,97569.7,-4827.45,-4.7144
47,2026-04-01T12:35:00+05:30,2026-04-01,derivatives,CNXIT,457.5,98027.2,-4369.95,-4.2676
48,2026-04-01T12:35:00+05:30,2026-04-01,equity,ICICIBANK_NS,90.21,98117.41,-4279.74,-4.1795
49,2026-04-01T12:45:00+05:30,2026-04-01,derivatives,NSEBANK,-166.66,97950.75,-4446.4,-4.3423
50,2026-04-01T12:45:00+05:30,2026-04-01,equity,LT_NS,-435.57,97515.18,-4881.97,-4.7677
51,2026-04-01T12:50:00+05:30,2026-04-01,equity,ICICIBANK_NS,196.8,97711.98,-4685.17,-4.5755
52,2026-04-01T13:05:00+05:30,2026-04-01,derivatives,CNXIT,-276.76,97435.22,-4961.93,-4.8458
53,2026-04-01T13:05:00+05:30,2026-04-01,equity,INFY_NS,-368.31,97066.91,-5330.24,-5.2055
54,2026-04-01T13:10:00+05:30,2026-04-01,derivatives,CNXAUTO,-315.78,96751.13,-5646.02,-5.5138
55,2026-04-01T13:10:00+05:30,2026-04-01,equity,ICICIBANK_NS,-301.33,96449.8,-5947.35,-5.8081
56,2026-04-01T13:35:00+05:30,2026-04-01,derivatives,NSEI,326.0,96775.8,-5621.35,-5.4898
57,2026-04-01T13:35:00+05:30,2026-04-01,equity,KOTAKBANK_NS,444.8,97220.6,-5176.55,-5.0554
58,2026-04-01T13:40:00+05:30,2026-04-01,derivatives,CNXFMCG,520.59,97741.19,-4655.96,-4.547
59,2026-04-01T13:40:00+05:30,2026-04-01,derivatives,NSEI,-189.25,97551.94,-4845.21,-4.7318
60,2026-04-01T13:40:00+05:30,2026-04-01,equity,ITC_NS,221.0,97772.94,-4624.21,-4.516
61,2026-04-01T13:40:00+05:30,2026-04-01,equity,ITC_NS,-240.43,97532.51,-4864.64,-4.7508
62,2026-04-01T13:40:00+05:30,2026-04-01,equity,KOTAKBANK_NS,-358.15,97174.36,-5222.79,-5.1005
63,2026-04-01T13:40:00+05:30,2026-04-01,equity,RELIANCE_NS,-294.96,96879.4,-5517.75,-5.3886
64,2026-04-01T13:45:00-04:00,2026-04-01,commodities,CLF,-616.6,96262.8,-6134.35,-5.9907
65,2026-04-01T14:00:00-04:00,2026-04-01,commodities,GCF,-174.94,96087.86,-6309.29,-6.1616
66,2026-04-01T14:15:00+05:30,2026-04-01,derivatives,CNXAUTO,-337.71,95750.15,-6647.0,-6.4914
67,2026-04-01T14:15:00-04:00,2026-04-01,commodities,HGF,-157.09,95593.06,-6804.09,-6.6448
68,2026-04-01T14:15:00-04:00,2026-04-01,commodities,SIF,-307.35,95285.71,-7111.44,-6.945
69,2026-04-01T14:30:00+05:30,2026-04-01,derivatives,NSEBANK,172.3,95458.01,-6939.14,-6.7767
70,2026-04-01T14:35:00+05:30,2026-04-01,derivatives,NSEBANK,72.9,95530.91,-6866.24,-6.7055
71,2026-04-01T14:35:00+05:30,2026-04-01,equity,LT_NS,-476.25,95054.66,-7342.49,-7.1706
72,2026-04-01T14:40:00+05:30,2026-04-01,derivatives,NSEBANK,-158.65,94896.01,-7501.14,-7.3255
73,2026-04-01T14:45:00+05:30,2026-04-01,equity,HDFCBANK_NS,352.45,95248.46,-7148.69,-6.9813
74,2026-04-01T14:50:00-04:00,2026-04-01,commodities,NGF,390.06,95638.52,-6758.63,-6.6004
75,2026-04-01T15:05:00+05:30,2026-04-01,equity,HDFCBANK_NS,-370.46,95268.06,-7129.09,-6.9622
76,2026-04-01T15:20:00+05:30,2026-04-01,derivatives,CNXFMCG,307.2,95575.26,-6821.89,-6.6622
77,2026-04-01T15:20:00+05:30,2026-04-01,equity,ICICIBANK_NS,180.41,95755.67,-6641.48,-6.486
78,2026-04-01T15:20:00+05:30,2026-04-01,equity,SBIN_NS,-376.42,95379.25,-7017.9,-6.8536
79,2026-04-01T15:20:00-04:00,2026-04-01,commodities,CLF,409.18,95788.43,-6608.72,-6.454
80,2026-04-01T15:20:00-04:00,2026-04-01,commodities,NGF,284.79,96073.22,-6323.93,-6.1759
81,2026-04-02T11:15:00+05:30,2026-04-02,equity,TCS_NS,262.4,96335.62,-6061.53,-5.9196
82,2026-04-02T11:15:00-04:00,2026-04-02,commodities,GCF,207.9,96543.52,-5853.63,-5.7166
