trade_id,report_date,entry_date,exit_date,signal_timestamp,entry_timestamp,direction,entry_price_points,entry_ma,exit_candle_timestamp,exit_timestamp,exit_price_points,exit_reason,exit_ma,points_pnl,holding_days,remarks
T00082,2025-05-29,2025-05-29,2025-05-29,2025-05-29 07:00:00+00:00,2025-05-29 08:00:00+00:00,SHORT,107925.69,107979.56,2025-05-29 08:00:00+00:00,2025-05-29 09:00:00+00:00,107979.56,stop_loss_ma_touch,107979.56,-53.87,0,
T00083,2025-05-29,2025-05-29,2025-05-29,2025-05-29 08:00:00+00:00,2025-05-29 09:00:00+00:00,LONG,108526.73,107955.96,2025-05-29 13:00:00+00:00,2025-05-29 14:00:00+00:00,107915.86,stop_loss_ma_touch,107915.86,-610.87,0,
T00084,2025-05-31,2025-05-29,2025-05-31,2025-05-29 13:00:00+00:00,2025-05-29 14:00:00+00:00,SHORT,107644.98,107896.85,2025-05-31 13:00:00+00:00,2025-05-31 14:00:00+00:00,104140.31,stop_loss_ma_touch,104140.31,3504.67,2,
T00085,2025-06-01,2025-05-31,2025-06-01,2025-05-31 13:00:00+00:00,2025-05-31 14:00:00+00:00,LONG,104177.49,104084.86,2025-06-01 01:00:00+00:00,2025-06-01 02:00:00+00:00,104137.24,stop_loss_ma_touch,104137.24,-40.25,1,
T00086,2025-06-01,2025-06-01,2025-06-01,2025-06-01 01:00:00+00:00,2025-06-01 02:00:00+00:00,LONG,104188.13,104165.07,2025-06-01 02:00:00+00:00,2025-06-01 03:00:00+00:00,104165.07,stop_loss_ma_touch,104165.07,-23.06,0,
T00087,2025-06-01,2025-06-01,2025-06-01,2025-06-01 02:00:00+00:00,2025-06-01 03:00:00+00:00,LONG,104248.98,104207.55,2025-06-01 03:00:00+00:00,2025-06-01 04:00:00+00:00,104207.55,stop_loss_ma_touch,104207.55,-41.43,0,
T00088,2025-06-01,2025-06-01,2025-06-01,2025-06-01 03:00:00+00:00,2025-06-01 04:00:00+00:00,LONG,104429.76,104237.15,2025-06-01 06:00:00+00:00,2025-06-01 07:00:00+00:00,104314.25,stop_loss_ma_touch,104314.25,-115.51,0,
T00089,2025-06-01,2025-06-01,2025-06-01,2025-06-01 06:00:00+00:00,2025-06-01 07:00:00+00:00,SHORT,104314.69,104331.62,2025-06-01 07:00:00+00:00,2025-06-01 08:00:00+00:00,104331.62,stop_loss_ma_touch,104331.62,-16.93,0,
T00090,2025-06-01,2025-06-01,2025-06-01,2025-06-01 07:00:00+00:00,2025-06-01 08:00:00+00:00,SHORT,104339.62,104353.76,2025-06-01 08:00:00+00:00,2025-06-01 09:00:00+00:00,104353.76,stop_loss_ma_touch,104353.76,-14.14,0,
T00091,2025-06-01,2025-06-01,2025-06-01,2025-06-01 08:00:00+00:00,2025-06-01 09:00:00+00:00,LONG,104446.67,104384.78,2025-06-01 09:00:00+00:00,2025-06-01 10:00:00+00:00,104384.78,stop_loss_ma_touch,104384.78,-61.89,0,
T00092,2025-06-01,2025-06-01,2025-06-01,2025-06-01 09:00:00+00:00,2025-06-01 10:00:00+00:00,SHORT,103989.75,104401.82,2025-06-01 13:00:00+00:00,2025-06-01 14:00:00+00:00,104445.93,stop_loss_ma_touch,104445.93,-456.18,0,
T00093,2025-06-01,2025-06-01,2025-06-01,2025-06-01 13:00:00+00:00,2025-06-01 14:00:00+00:00,SHORT,104308.77,104451.40,2025-06-01 14:00:00+00:00,2025-06-01 15:00:00+00:00,104451.40,stop_loss_ma_touch,104451.40,-142.63,0,
T00094,2025-06-01,2025-06-01,2025-06-01,2025-06-01 14:00:00+00:00,2025-06-01 15:00:00+00:00,LONG,104650.44,104452.25,2025-06-01 18:00:00+00:00,2025-06-01 19:00:00+00:00,104510.70,stop_loss_ma_touch,104510.70,-139.74,0,
T00095,2025-06-02,2025-06-01,2025-06-02,2025-06-01 18:00:00+00:00,2025-06-01 19:00:00+00:00,LONG,104959.48,104527.16,2025-06-02 03:00:00+00:00,2025-06-02 04:00:00+00:00,104784.76,stop_loss_ma_touch,104784.76,-174.72,1,
T00096,2025-06-02,2025-06-02,2025-06-02,2025-06-02 03:00:00+00:00,2025-06-02 04:00:00+00:00,LONG,104885.77,104803.76,2025-06-02 04:00:00+00:00,2025-06-02 05:00:00+00:00,104803.76,stop_loss_ma_touch,104803.76,-82.01,0,
T00097,2025-06-02,2025-06-02,2025-06-02,2025-06-02 04:00:00+00:00,2025-06-02 05:00:00+00:00,LONG,104825.12,104809.49,2025-06-02 05:00:00+00:00,2025-06-02 06:00:00+00:00,104809.49,stop_loss_ma_touch,104809.49,-15.63,0,
T00098,2025-06-02,2025-06-02,2025-06-02,2025-06-02 05:00:00+00:00,2025-06-02 06:00:00+00:00,LONG,104890.32,104821.89,2025-06-02 06:00:00+00:00,2025-06-02 07:00:00+00:00,104821.89,stop_loss_ma_touch,104821.89,-68.43,0,
